
Profile Time: 00:00:00
Profile Date: 04/09/2018
Profile Location: jlwhiteoak Serial no: : 123456789, ID: : EXO Sonde
Sonde data Status: Unfiltered, VisualCheck
Data Status: , PostCal
04/09/18 00:00:02 14.39   0.21   0.10   0.068  8.68     6.9  29.8  11.18
04/09/18 00:00:03 14.40   0.21   0.10   0.068  8.68     7.0  29.1  11.18
04/09/18 00:00:10 14.40   0.21   0.10   0.068  8.68     7.5  26.9  11.18
04/09/18 00:00:11 14.40   0.21   0.10   0.068  8.68     7.6  27.1  11.18
04/09/18 00:00:13 14.40   0.21   0.10   0.068  8.68     7.7  27.5  11.18
04/09/18 00:00:05 14.40   0.21   0.10   0.069  8.68     7.1  28.0  11.18
04/09/18 00:00:06 14.40   0.21   0.10   0.069  8.68     7.2  27.5  11.18
04/09/18 00:00:07 14.40   0.21   0.10   0.069  8.68     7.3  27.2  11.18
04/09/18 00:00:09 14.40   0.21   0.10   0.069  8.68     7.4  26.9  11.18
04/09/18 00:00:12 14.40   0.21   0.10   0.069  8.68     7.6  27.3  11.18
04/09/18 00:00:14 14.40   0.21   0.10   0.069  8.68     7.7  27.8  11.18
04/09/18 00:00:15 14.40   0.21   0.10   0.069  8.68     7.8  28.1  11.18
04/09/18 00:00:04 14.40   0.21   0.10   0.070  8.68     7.0  28.5  11.18
04/09/18 00:00:08 14.40   0.21   0.10   0.070  8.68     7.4  27.0  11.18
04/09/18 00:00:16 14.40   0.21   0.10   0.074  8.68     7.8  28.3  11.18
04/09/18 00:00:17 14.40   0.21   0.10   0.088  8.68     7.8  28.5  11.18
04/09/18 00:00:18 14.40   0.21   0.10   0.106  8.68     7.8  28.6  11.18
04/09/18 00:00:19 14.41   0.21   0.10   0.128  8.68     7.7  28.6  11.18
04/09/18 00:00:20 14.41   0.21   0.10   0.146  8.68     7.7  28.6  11.18
04/09/18 00:00:21 14.41   0.21   0.10   0.164  8.68     7.7  28.4  11.18
04/09/18 00:00:22 14.41   0.21   0.10   0.183  8.68     7.6  28.3  11.18
04/09/18 00:00:23 14.41   0.21   0.10   0.204  8.68     7.6  28.1  11.18
04/09/18 00:00:24 14.41   0.21   0.10   0.221  8.68     7.5  27.8  11.18
04/09/18 00:00:25 14.42   0.21   0.10   0.238  8.68     7.5  27.6  11.18
04/09/18 00:00:26 14.42   0.21   0.10   0.255  8.68     7.5  27.4  11.18
04/09/18 00:00:27 14.42   0.21   0.10   0.276  8.68     7.4  27.3  11.18
04/09/18 00:00:28 14.42   0.21   0.10   0.295  8.68     7.4  27.2  11.18
04/09/18 00:00:29 14.42   0.21   0.10   0.312  8.68     7.4  27.1  11.18
04/09/18 00:00:30 14.42   0.21   0.10   0.327  8.68     7.4  27.1  11.18
04/09/18 00:00:31 14.42   0.21   0.10   0.346  8.68     7.4  27.2  11.18
04/09/18 00:00:32 14.42   0.21   0.10   0.361  8.68     7.5  27.3  11.18
04/09/18 00:00:33 14.42   0.21   0.10   0.372  8.68     7.5  27.4  11.18
04/09/18 00:00:34 14.42   0.21   0.10   0.387  8.68     7.5  27.5  11.18
04/09/18 00:00:35 14.42   0.21   0.10   0.403  8.68     7.5  27.7  11.18
04/09/18 00:00:36 14.42   0.21   0.10   0.422  8.68     7.5  27.8  11.18
04/09/18 00:00:37 14.42   0.21   0.10   0.438  8.68     7.5  27.9  11.18
04/09/18 00:00:38 14.42   0.21   0.10   0.451  8.68     7.5  28.0  11.18
04/09/18 00:00:39 14.42   0.21   0.10   0.467  8.68     7.5  28.1  11.18
04/09/18 00:00:40 14.43   0.21   0.10   0.488  8.68     7.5  28.1  11.18
04/09/18 00:00:41 14.43   0.21   0.10   0.503  8.68     7.5  28.2  11.18
04/09/18 00:00:42 14.43   0.21   0.10   0.519  8.68     7.5  28.2  11.18
04/09/18 00:00:43 14.43   0.21   0.10   0.535  8.68     7.5  28.3  11.18
04/09/18 00:00:44 14.43   0.21   0.10   0.556  8.68     7.5  28.3  11.18
04/09/18 00:00:45 14.43   0.21   0.10   0.580  8.68     7.4  28.3  11.18
04/09/18 00:00:46 14.43   0.21   0.10   0.586  8.68     7.4  28.3  11.18
04/09/18 00:00:47 14.43   0.21   0.10   0.606  8.68     7.4  28.4  11.18
04/09/18 00:00:48 14.43   0.21   0.10   0.628  8.68     7.3  28.4  11.18
