
Profile Time: 00:00:00
Profile Date: 03/14/2019
Profile Location: jlwhiteoak Serial no: : 17E101477, ID: : EXO Sonde
Sonde data Status: Unfiltered, VisualCheck
Data Status: , PostCal
03/14/19 00:00:03  9.94   0.11   0.05   0.075  7.69     9.4  20.4  11.85
03/14/19 00:00:09  9.95   0.11   0.05   0.075  7.69    10.0  19.6  11.85
03/14/19 00:00:00  9.95   0.11   0.05   0.076  7.69     9.0  21.0  11.85
03/14/19 00:00:02  9.95   0.11   0.05   0.076  7.69     9.3  20.6  11.85
03/14/19 00:00:04  9.94   0.11   0.05   0.076  7.69     9.6  20.2  11.85
03/14/19 00:00:05  9.94   0.11   0.05   0.076  7.69     9.7  20.0  11.85
03/14/19 00:00:07  9.95   0.11   0.05   0.076  7.69     9.9  19.7  11.85
03/14/19 00:00:08  9.95   0.11   0.05   0.076  7.69    10.0  19.7  11.85
03/14/19 00:00:10  9.95   0.11   0.05   0.076  7.69    10.1  19.6  11.85
03/14/19 00:00:12  9.95   0.11   0.05   0.076  7.69    10.1  19.5  11.85
03/14/19 00:00:13  9.95   0.11   0.05   0.076  7.69    10.1  19.5  11.85
03/14/19 00:00:14  9.95   0.11   0.05   0.076  7.69    10.1  19.5  11.85
03/14/19 00:00:01  9.95   0.11   0.05   0.077  7.69     9.1  20.8  11.85
03/14/19 00:00:06  9.94   0.11   0.05   0.077  7.69     9.8  19.9  11.85
03/14/19 00:00:11  9.95   0.11   0.05   0.077  7.69    10.1  19.5  11.85
03/14/19 00:00:15  9.95   0.11   0.05   0.079  7.69    10.1  19.5  11.85
03/14/19 00:00:16  9.95   0.11   0.05   0.097  7.69    10.1  19.5  11.85
03/14/19 00:00:17  9.95   0.11   0.05   0.117  7.69    10.1  19.4  11.85
03/14/19 00:00:18  9.95   0.11   0.05   0.136  7.69    10.0  19.4  11.85
03/14/19 00:00:19  9.95   0.11   0.05   0.155  7.69    10.0  19.3  11.85
03/14/19 00:00:20  9.95   0.11   0.05   0.175  7.69    10.0  19.2  11.85
03/14/19 00:00:21  9.95   0.11   0.05   0.197  7.69     9.9  19.0  11.85
03/14/19 00:00:22  9.95   0.11   0.05   0.217  7.69     9.9  18.9  11.85
03/14/19 00:00:23  9.95   0.11   0.05   0.237  7.69     9.9  18.8  11.85
03/14/19 00:00:24  9.95   0.11   0.05   0.254  7.69     9.8  18.7  11.85
03/14/19 00:00:25  9.95   0.11   0.05   0.277  7.69     9.8  18.6  11.85
03/14/19 00:00:26  9.95   0.11   0.05   0.296  7.69     9.8  18.5  11.85
03/14/19 00:00:27  9.95   0.11   0.05   0.315  7.69     9.8  18.4  11.85
03/14/19 00:00:28  9.95   0.11   0.05   0.332  7.69     9.8  18.3  11.85
03/14/19 00:00:29  9.95   0.11   0.05   0.354  7.69     9.8  18.2  11.85
03/14/19 00:00:30  9.95   0.11   0.05   0.373  7.69     9.8  18.2  11.85
