
Profile Time: 00:00:01
Profile Date: 12/23/2017
Profile Location: jlnewhope Serial no: : 0001C33F, ID: : Lucky
Sonde data Status: Unfiltered, VisualCheck
Data Status: , PostCal
12/23/17 00:00:03   NaN    NaN    NaN   0.040  7.95    13.4  94.4    NaN
12/23/17 00:00:05   NaN    NaN    NaN   0.040  7.95    14.0  94.0    NaN
12/23/17 00:00:07   NaN    NaN    NaN   0.040  7.93    14.5  93.6    NaN
12/23/17 00:00:08   NaN    NaN    NaN   0.040  7.95    14.7  93.5    NaN
12/23/17 00:00:10   NaN    NaN    NaN   0.040  7.95    15.1  93.4    NaN
12/23/17 00:00:11   NaN    NaN    NaN   0.040  7.95    15.2  93.4    NaN
12/23/17 00:00:12   NaN    NaN    NaN   0.040  7.95    15.3  93.4    NaN
12/23/17 00:00:16   NaN    NaN    NaN   0.040  7.93    15.3  92.9    NaN
12/23/17 00:00:04   NaN    NaN    NaN   0.041  7.95    13.7  94.2    NaN
12/23/17 00:00:06   NaN    NaN    NaN   0.041  7.93    14.2  93.8    NaN
12/23/17 00:00:09   NaN    NaN    NaN   0.041  7.93    14.9  93.5    NaN
12/23/17 00:00:13   NaN    NaN    NaN   0.041  7.95    15.3  93.3    NaN
12/23/17 00:00:14   NaN    NaN    NaN   0.041  7.95    15.3  93.2    NaN
12/23/17 00:00:15   NaN    NaN    NaN   0.041  7.95    15.3  93.1    NaN
12/23/17 00:00:17   NaN    NaN    NaN   0.041  7.95    15.3  92.7    NaN
12/23/17 00:00:18   NaN    NaN    NaN   0.058  7.93    15.2  92.4    NaN
12/23/17 00:00:19   NaN    NaN    NaN   0.076  7.95    15.2  92.0    NaN
12/23/17 00:00:20   NaN    NaN    NaN   0.090  7.95    15.1  91.7    NaN
12/23/17 00:00:21   NaN    NaN    NaN   0.110  7.95    15.1  91.4    NaN
12/23/17 00:00:22   NaN    NaN    NaN   0.129  7.95    15.1  91.0    NaN
12/23/17 00:00:23   NaN    NaN    NaN   0.144  7.95    15.2  90.7    NaN
12/23/17 00:00:24   NaN    NaN    NaN   0.163  7.95    15.2  90.5    NaN
12/23/17 00:00:25   NaN    NaN    NaN   0.182  7.95    15.3  90.3    NaN
12/23/17 00:00:26   NaN    NaN    NaN   0.198  7.95    15.4  90.1    NaN
12/23/17 00:00:27   NaN    NaN    NaN   0.214  7.95    15.5  90.0    NaN
12/23/17 00:00:28   NaN    NaN    NaN   0.231  7.94    15.6  90.0    NaN
12/23/17 00:00:29   NaN    NaN    NaN   0.249  7.95    15.8  89.9    NaN
12/23/17 00:00:30   NaN    NaN    NaN   0.262  7.95    15.9  89.9    NaN
12/23/17 00:00:31   NaN    NaN    NaN   0.282  7.95    16.0  89.9    NaN
12/23/17 00:00:32   NaN    NaN    NaN   0.300  7.95    16.0  89.9    NaN
12/23/17 00:00:33   NaN    NaN    NaN   0.313  7.95    16.1  89.9    NaN
12/23/17 00:00:34   NaN    NaN    NaN   0.333  7.95    16.1  89.8    NaN
12/23/17 00:00:35   NaN    NaN    NaN   0.353  7.95    16.1  89.8    NaN
12/23/17 00:00:36   NaN    NaN    NaN   0.373  7.95    16.0  89.7    NaN
12/23/17 00:00:37   NaN    NaN    NaN   0.392  7.95    15.9  89.6    NaN
12/23/17 00:00:38   NaN    NaN    NaN   0.413  7.95    15.8  89.5    NaN
12/23/17 00:00:39   NaN    NaN    NaN   0.434  7.95    15.7  89.4    NaN
12/23/17 00:00:40   NaN    NaN    NaN   0.454  7.95    15.6  89.2    NaN
12/23/17 00:00:41   NaN    NaN    NaN   0.471  7.96    15.5  89.1    NaN
12/23/17 00:00:42   NaN    NaN    NaN   0.491  7.95    15.4  89.0    NaN
12/23/17 00:00:43   NaN    NaN    NaN   0.514  7.95    15.3  88.9    NaN
12/23/17 00:00:44   NaN    NaN    NaN   0.535  7.95    15.2  88.8    NaN
12/23/17 00:00:45   NaN    NaN    NaN   0.549  7.95    15.2  88.7    NaN
12/23/17 00:00:46   NaN    NaN    NaN   0.571  7.95    15.1  88.6    NaN
12/23/17 00:00:47   NaN    NaN    NaN   0.591  7.95    15.1  88.5    NaN
12/23/17 00:00:48   NaN    NaN    NaN   0.609  7.95    15.1  88.4    NaN
12/23/17 00:00:49   NaN    NaN    NaN   0.632  7.94    15.1  88.3    NaN
12/23/17 00:00:50   NaN    NaN    NaN   0.653  7.94    15.2  88.2    NaN
12/23/17 00:00:51   NaN    NaN    NaN   0.669  7.95    15.2  88.2    NaN
12/23/17 00:00:52   NaN    NaN    NaN   0.693  7.93    15.2  88.2    NaN
12/23/17 00:00:53   NaN    NaN    NaN   0.712  7.95    15.3  88.2    NaN
