
Profile Time: 08:19:36
Profile Date: 03/09/2018
Profile Location: jlnewhope Serial no: : 0001A093, ID: : GreyTape310
Sonde data Status: Unfiltered, VisualCheck
Data Status: , PostCal
03/09/18 08:19:51  9.70   0.27   0.13   0.410  7.82    10.3  23.9  11.66
03/09/18 08:19:47  9.70   0.27   0.13   0.416  7.84    10.4  24.3  11.64
03/09/18 08:19:39  9.70   0.27   0.13   0.417  7.84    13.3  26.1  11.54
03/09/18 08:19:42  9.70   0.27   0.13   0.420  7.85    11.7  25.4  11.63
03/09/18 08:19:48  9.70   0.27   0.13   0.424  7.83    10.3  24.2  11.66
03/09/18 08:19:38  9.70   0.27   0.13   0.426  7.84    13.9  26.3  11.51
03/09/18 08:19:44  9.70   0.27   0.13   0.426  7.85    11.0  24.9  11.60
03/09/18 08:19:45  9.70   0.27   0.13   0.427  7.85    10.7  24.7  11.66
03/09/18 08:19:50  9.70   0.27   0.13   0.427  7.82    10.2  24.0  11.71
03/09/18 08:19:41  9.70   0.27   0.13   0.431  7.85    12.2  25.6  11.61
03/09/18 08:19:43  9.70   0.27   0.13   0.433  7.85    11.3  25.2  11.64
03/09/18 08:19:46  9.70   0.27   0.13   0.437  7.84    10.5  24.5  11.67
03/09/18 08:19:37  9.70   0.27   0.13   0.438  7.84    14.6  26.6  11.53
03/09/18 08:19:40  9.70   0.27   0.13   0.438  7.84    12.7  25.9  11.57
03/09/18 08:19:49  9.70   0.27   0.13   0.456  7.82    10.2  24.0  11.67
03/09/18 08:19:52  9.70   0.27   0.13   0.468  7.81    10.3  23.9  11.67
03/09/18 08:19:53  9.70   0.27   0.13   0.477  7.81    10.3  23.9  11.70
03/09/18 08:19:54  9.70   0.27   0.13   0.479  7.81    10.4  24.0  11.65
03/09/18 08:19:55  9.70   0.27   0.13   0.514  7.81    10.4  24.0  11.64
03/09/18 08:19:56  9.70   0.27   0.13   0.532  7.82    10.5  24.1  11.61
03/09/18 08:19:57  9.70   0.27   0.13   0.547  7.82    10.6  24.2  11.59
03/09/18 08:19:58  9.70   0.27   0.13   0.565  7.83    10.7  24.3  11.58
03/09/18 08:19:59  9.70   0.27   0.13   0.585  7.83    10.8  24.4  11.55
03/09/18 08:20:01  9.70   0.27   0.13   0.622  7.83    11.0  24.5  11.56
03/09/18 08:20:02  9.70   0.27   0.13   0.635  7.83    11.1  24.6  11.54
03/09/18 08:20:03  9.70   0.27   0.13   0.667  7.83    11.3  24.7  11.58
03/09/18 08:20:04  9.70   0.27   0.13   0.685  7.82    11.5  24.8  11.56
03/09/18 08:20:05  9.70   0.27   0.13   0.696  7.83    11.7  24.9  11.63
03/09/18 08:20:06  9.70   0.27   0.13   0.716  7.83    11.9  24.9  11.63
03/09/18 08:20:07  9.70   0.27   0.13   0.743  7.83    12.1  24.9  11.64
03/09/18 08:20:08  9.70   0.27   0.13   0.766  7.83    12.3  24.9  11.63
03/09/18 08:20:09  9.70   0.27   0.13   0.772  7.83    12.4  24.9  11.59
03/09/18 08:20:10  9.70   0.27   0.13   0.788  7.83    12.5  24.9  11.59
03/09/18 08:20:11  9.70   0.27   0.13   0.828  7.83    12.5  24.8  11.57
