
Profile Time: 00:00:01
Profile Date: 12/21/2017
Profile Location: jlnewhope Serial no: : 0001C33F, ID: : Lucky
Sonde data Status: Unfiltered, VisualCheck
Data Status: , PostCal
12/21/17 00:00:03   NaN    NaN    NaN   0.064  8.06    14.6 101.2    NaN
12/21/17 00:00:04   NaN    NaN    NaN   0.064  8.06    14.4 101.3    NaN
12/21/17 00:00:05   NaN    NaN    NaN   0.064  8.06    14.3 101.4    NaN
12/21/17 00:00:06   NaN    NaN    NaN   0.064  8.07    14.2 101.5    NaN
12/21/17 00:00:07   NaN    NaN    NaN   0.064  8.07    14.2 101.5    NaN
12/21/17 00:00:08   NaN    NaN    NaN   0.064  8.07    14.2 101.5    NaN
12/21/17 00:00:09   NaN    NaN    NaN   0.064  8.07    14.2 101.4    NaN
12/21/17 00:00:11   NaN    NaN    NaN   0.064  8.07    14.4 101.0    NaN
12/21/17 00:00:12   NaN    NaN    NaN   0.064  8.07    14.5 100.7    NaN
12/21/17 00:00:13   NaN    NaN    NaN   0.064  8.07    14.6 100.3    NaN
12/21/17 00:00:14   NaN    NaN    NaN   0.064  8.07    14.8  99.9    NaN
12/21/17 00:00:01   NaN    NaN    NaN   0.065  8.06    14.9 100.8    NaN
12/21/17 00:00:02   NaN    NaN    NaN   0.065  8.06    14.7 101.0    NaN
12/21/17 00:00:10   NaN    NaN    NaN   0.065  8.07    14.3 101.2    NaN
12/21/17 00:00:15   NaN    NaN    NaN   0.065  8.07    14.9  99.5    NaN
12/21/17 00:00:16   NaN    NaN    NaN   0.073  8.07    15.0  99.1    NaN
12/21/17 00:00:17   NaN    NaN    NaN   0.088  8.07    15.0  98.8    NaN
12/21/17 00:00:18   NaN    NaN    NaN   0.106  8.07    15.1  98.4    NaN
12/21/17 00:00:19   NaN    NaN    NaN   0.125  8.07    15.1  98.1    NaN
12/21/17 00:00:20   NaN    NaN    NaN   0.141  8.07    15.0  97.8    NaN
12/21/17 00:00:21   NaN    NaN    NaN   0.157  8.08    15.0  97.6    NaN
12/21/17 00:00:22   NaN    NaN    NaN   0.175  8.08    14.9  97.5    NaN
12/21/17 00:00:23   NaN    NaN    NaN   0.194  8.08    14.8  97.4    NaN
12/21/17 00:00:24   NaN    NaN    NaN   0.208  8.08    14.7  97.4    NaN
12/21/17 00:00:25   NaN    NaN    NaN   0.224  8.08    14.6  97.5    NaN
12/21/17 00:00:26   NaN    NaN    NaN   0.242  8.08    14.5  97.6    NaN
12/21/17 00:00:27   NaN    NaN    NaN   0.258  8.08    14.4  97.8    NaN
12/21/17 00:00:28   NaN    NaN    NaN   0.270  8.08    14.3  98.1    NaN
12/21/17 00:00:29   NaN    NaN    NaN   0.289  8.08    14.3  98.3    NaN
12/21/17 00:00:30   NaN    NaN    NaN   0.308  8.08    14.3  98.7    NaN
12/21/17 00:00:31   NaN    NaN    NaN   0.322  8.08    14.4  99.1    NaN
12/21/17 00:00:32   NaN    NaN    NaN   0.339  8.08    14.5  99.5    NaN
12/21/17 00:00:33   NaN    NaN    NaN   0.359  8.08    14.6 100.0    NaN
12/21/17 00:00:34   NaN    NaN    NaN   0.378  8.08    14.7 100.5    NaN
12/21/17 00:00:35   NaN    NaN    NaN   0.393  8.08    14.9 101.1    NaN
12/21/17 00:00:36   NaN    NaN    NaN   0.414  8.08    15.0 101.7    NaN
12/21/17 00:00:37   NaN    NaN    NaN   0.435  8.08    15.2 102.4    NaN
12/21/17 00:00:38   NaN    NaN    NaN   0.455  8.07    15.4 103.2    NaN
12/21/17 00:00:39   NaN    NaN    NaN   0.474  8.07    15.5 104.0    NaN
12/21/17 00:00:40   NaN    NaN    NaN   0.495  8.07    15.7 104.8    NaN
12/21/17 00:00:41   NaN    NaN    NaN   0.514  8.07    15.8 105.6    NaN
12/21/17 00:00:42   NaN    NaN    NaN   0.534  8.07    16.0 106.4    NaN
12/21/17 00:00:43   NaN    NaN    NaN   0.550  8.07    16.1 107.3    NaN
12/21/17 00:00:44   NaN    NaN    NaN   0.573  8.07    16.2 108.1    NaN
12/21/17 00:00:45   NaN    NaN    NaN   0.590  8.07    16.4 108.9    NaN
12/21/17 00:00:46   NaN    NaN    NaN   0.609  8.07    16.5 109.7    NaN
12/21/17 00:00:47   NaN    NaN    NaN   0.629  8.07    16.7 110.5    NaN
12/21/17 00:00:48   NaN    NaN    NaN   0.649  8.07    16.9 111.2    NaN
12/21/17 00:00:49   NaN    NaN    NaN   0.667  8.08    17.1 112.0    NaN
12/21/17 00:00:50   NaN    NaN    NaN   0.688  8.08    17.3 112.7    NaN
12/21/17 00:00:51   NaN    NaN    NaN   0.707  8.08    17.5 113.4    NaN
