
Profile Time: 00:00:00
Profile Date: 03/18/2018
Profile Location: jlnewhope Serial no: : 0001C33F, ID: : Lucky
Sonde data Status: Unfiltered, VisualCheck
Data Status: , PostCal
03/18/18 00:00:07  9.94   0.25   0.12   0.016  8.46    11.6  41.8  13.05
03/18/18 00:00:08  9.94   0.25   0.12   0.038  8.46    11.6  41.7  13.04
03/18/18 00:00:03  9.94   0.25   0.12   0.040  8.46    11.5  42.4  13.04
03/18/18 00:00:19  9.94   0.25   0.12   0.048  8.46    11.2  40.9  13.08
03/18/18 00:00:06  9.94   0.25   0.12   0.062  8.46    11.5  41.9  13.04
03/18/18 00:00:09  9.94   0.25   0.12   0.063  8.46    11.6  41.6  13.04
03/18/18 00:00:11  9.94   0.25   0.12   0.063  8.46    11.6  41.3  13.04
03/18/18 00:00:13  9.94   0.25   0.12   0.063  8.46    11.5  41.2  13.05
03/18/18 00:00:15  9.94   0.25   0.12   0.063  8.46    11.4  41.0  13.06
03/18/18 00:00:18  9.94   0.25   0.12   0.063  8.46    11.2  40.9  13.08
03/18/18 00:00:14  9.94   0.25   0.12   0.066  8.46    11.4  41.1  13.05
03/18/18 00:00:17  9.94   0.25   0.12   0.066  8.46    11.3  40.9  13.07
03/18/18 00:00:16  9.94   0.25   0.12   0.067  8.46    11.3  41.0  13.07
03/18/18 00:00:12  9.94   0.25   0.12   0.071  8.46    11.5  41.3  13.04
03/18/18 00:00:04  9.94   0.25   0.12   0.075  8.46    11.5  42.2  13.04
03/18/18 00:00:20  9.94   0.25   0.12   0.082  8.46    11.1  40.9  13.09
03/18/18 00:00:10  9.94   0.25   0.12   0.083  8.46    11.6  41.4  13.04
03/18/18 00:00:05  9.94   0.25   0.12   0.084  8.46    11.5  42.1  13.04
03/18/18 00:00:23  9.94   0.25   0.12   0.110  8.46    11.1  41.0  13.10
03/18/18 00:00:21  9.94   0.25   0.12   0.115  8.46    11.1  40.9  13.10
03/18/18 00:00:22  9.94   0.25   0.12   0.124  8.46    11.1  41.0  13.10
03/18/18 00:00:24  9.94   0.25   0.12   0.143  8.46    11.1  41.0  13.10
03/18/18 00:00:25  9.93   0.25   0.12   0.180  8.46    11.2  41.1  13.10
