
Profile Time: 00:00:01
Profile Date: 12/24/2017
Profile Location: jlnewhope Serial no: : 0001C33F, ID: : Lucky
Sonde data Status: Unfiltered, VisualCheck
Data Status: , PostCal
12/24/17 00:00:03   NaN    NaN    NaN   0.009  8.11    24.4 105.2    NaN
12/24/17 00:00:05   NaN    NaN    NaN   0.009  8.11    24.7 105.7    NaN
12/24/17 00:00:09   NaN    NaN    NaN   0.009  8.11    25.1 107.1    NaN
12/24/17 00:00:04   NaN    NaN    NaN   0.010  8.11    24.5 105.4    NaN
12/24/17 00:00:08   NaN    NaN    NaN   0.010  8.11    25.0 106.7    NaN
12/24/17 00:00:10   NaN    NaN    NaN   0.010  8.11    25.2 107.5    NaN
12/24/17 00:00:07   NaN    NaN    NaN   0.012  8.12    24.9 106.3    NaN
12/24/17 00:00:06   NaN    NaN    NaN   0.013  8.11    24.8 106.0    NaN
12/24/17 00:00:18   NaN    NaN    NaN   0.013  8.11    25.1 108.6    NaN
12/24/17 00:00:12   NaN    NaN    NaN   0.014  8.11    25.3 108.2    NaN
12/24/17 00:00:13   NaN    NaN    NaN   0.014  8.11    25.3 108.5    NaN
12/24/17 00:00:14   NaN    NaN    NaN   0.014  8.11    25.2 108.7    NaN
12/24/17 00:00:15   NaN    NaN    NaN   0.014  8.11    25.2 108.8    NaN
12/24/17 00:00:16   NaN    NaN    NaN   0.014  8.11    25.2 108.8    NaN
12/24/17 00:00:17   NaN    NaN    NaN   0.014  8.11    25.1 108.8    NaN
12/24/17 00:00:19   NaN    NaN    NaN   0.014  8.11    25.0 108.5    NaN
12/24/17 00:00:11   NaN    NaN    NaN   0.015  8.11    25.2 107.9    NaN
12/24/17 00:00:22   NaN    NaN    NaN   0.021  8.11    24.9 108.0    NaN
12/24/17 00:00:20   NaN    NaN    NaN   0.034  8.11    25.0 108.3    NaN
12/24/17 00:00:21   NaN    NaN    NaN   0.053  8.11    25.0 108.1    NaN
12/24/17 00:00:23   NaN    NaN    NaN   0.065  8.13    24.9 107.9    NaN
12/24/17 00:00:25   NaN    NaN    NaN   0.070  8.11    24.8 107.9    NaN
12/24/17 00:00:24   NaN    NaN    NaN   0.081  8.11    24.8 107.8    NaN
12/24/17 00:00:26   NaN    NaN    NaN   0.136  8.11    24.8 108.0    NaN
12/24/17 00:00:28   NaN    NaN    NaN   0.149  8.11    24.7 108.6    NaN
12/24/17 00:00:27   NaN    NaN    NaN   0.165  8.11    24.8 108.3    NaN
12/24/17 00:00:29   NaN    NaN    NaN   0.168  8.10    24.7 108.9    NaN
12/24/17 00:00:30   NaN    NaN    NaN   0.182  8.11    24.6 109.3    NaN
12/24/17 00:00:31   NaN    NaN    NaN   0.206  8.11    24.6 109.8    NaN
12/24/17 00:00:32   NaN    NaN    NaN   0.218  8.11    24.5 110.1    NaN
12/24/17 00:00:33   NaN    NaN    NaN   0.225  8.11    24.5 110.5    NaN
12/24/17 00:00:34   NaN    NaN    NaN   0.256  8.11    24.4 110.8    NaN
12/24/17 00:00:35   NaN    NaN    NaN   0.278  8.12    24.4 111.0    NaN
12/24/17 00:00:36   NaN    NaN    NaN   0.279  8.12    24.3 111.2    NaN
12/24/17 00:00:37   NaN    NaN    NaN   0.293  8.12    24.3 111.3    NaN
12/24/17 00:00:38   NaN    NaN    NaN   0.324  8.12    24.2 111.4    NaN
12/24/17 00:00:39   NaN    NaN    NaN   0.340  8.12    24.2 111.4    NaN
12/24/17 00:00:40   NaN    NaN    NaN   0.358  8.12    24.1 111.3    NaN
12/24/17 00:00:41   NaN    NaN    NaN   0.379  8.10    24.1 111.3    NaN
12/24/17 00:00:42   NaN    NaN    NaN   0.401  8.12    24.1 111.3    NaN
12/24/17 00:00:43   NaN    NaN    NaN   0.421  8.11    24.0 111.3    NaN
12/24/17 00:00:44   NaN    NaN    NaN   0.431  8.12    24.0 111.3    NaN
12/24/17 00:00:45   NaN    NaN    NaN   0.449  8.12    24.0 111.4    NaN
12/24/17 00:00:46   NaN    NaN    NaN   0.466  8.12    24.0 111.5    NaN
12/24/17 00:00:47   NaN    NaN    NaN   0.490  8.12    24.0 111.6    NaN
12/24/17 00:00:48   NaN    NaN    NaN   0.522  8.11    24.1 111.8    NaN
12/24/17 00:00:49   NaN    NaN    NaN   0.549  8.12    24.1 111.9    NaN
12/24/17 00:00:50   NaN    NaN    NaN   0.550  8.12    24.2 112.0    NaN
12/24/17 00:00:51   NaN    NaN    NaN   0.579  8.12    24.2 112.2    NaN
12/24/17 00:00:52   NaN    NaN    NaN   0.610  8.12    24.4 112.2    NaN
12/24/17 00:00:53   NaN    NaN    NaN   0.615  8.12    24.5 112.3    NaN
12/24/17 00:00:54   NaN    NaN    NaN   0.625  8.12    24.6 112.3    NaN
12/24/17 00:00:55   NaN    NaN    NaN   0.648  8.12    24.8 112.2    NaN
12/24/17 00:00:56   NaN    NaN    NaN   0.675  8.13    25.0 112.1    NaN
12/24/17 00:00:57   NaN    NaN    NaN   0.688  8.13    25.2 112.0    NaN
12/24/17 00:00:58   NaN    NaN    NaN   0.724  8.13    25.3 111.8    NaN
12/24/17 00:01:00   NaN    NaN    NaN   0.753  8.13    25.7 111.5    NaN
12/24/17 00:00:59   NaN    NaN    NaN   0.754  8.13    25.5 111.6    NaN
12/24/17 00:01:01   NaN    NaN    NaN   0.771  8.13    25.8 111.3    NaN
12/24/17 00:01:02   NaN    NaN    NaN   0.790  8.13    26.0 111.1    NaN
12/24/17 00:01:03   NaN    NaN    NaN   0.818  8.13    26.1 111.0    NaN
12/24/17 00:01:05   NaN    NaN    NaN   0.847  8.13    26.1 111.0    NaN
12/24/17 00:01:04   NaN    NaN    NaN   0.853  8.13    26.1 111.0    NaN
12/24/17 00:01:06   NaN    NaN    NaN   0.879  8.13    26.1 111.1    NaN
12/24/17 00:01:07   NaN    NaN    NaN   0.906  8.13    26.1 111.2    NaN
12/24/17 00:01:08   NaN    NaN    NaN   0.928  8.13    26.0 111.4    NaN
12/24/17 00:01:09   NaN    NaN    NaN   0.954  8.13    25.9 111.8    NaN
12/24/17 00:01:10   NaN    NaN    NaN   0.969  8.13    25.8 112.1    NaN
12/24/17 00:01:11   NaN    NaN    NaN   0.985  8.13    25.6 112.5    NaN
12/24/17 00:01:12   NaN    NaN    NaN   1.016  8.13    25.5 113.0    NaN
12/24/17 00:01:13   NaN    NaN    NaN   1.028  8.13    25.4 113.5    NaN
12/24/17 00:01:14   NaN    NaN    NaN   1.048  8.13    25.3 113.9    NaN
12/24/17 00:01:15   NaN    NaN    NaN   1.066  8.13    25.1 114.3    NaN
12/24/17 00:01:16   NaN    NaN    NaN   1.081  8.13    25.0 114.7    NaN
12/24/17 00:01:17   NaN    NaN    NaN   1.111  8.13    24.9 115.0    NaN
12/24/17 00:01:18   NaN    NaN    NaN   1.120  8.13    24.9 115.1    NaN
12/24/17 00:01:19   NaN    NaN    NaN   1.147  8.13    24.8 115.1    NaN
12/24/17 00:01:20   NaN    NaN    NaN   1.188  8.13    24.7 115.0    NaN
12/24/17 00:01:22   NaN    NaN    NaN   1.206  8.13    24.7 114.4    NaN
12/24/17 00:01:21   NaN    NaN    NaN   1.210  8.13    24.7 114.8    NaN
12/24/17 00:01:23   NaN    NaN    NaN   1.221  8.13    24.6 114.0    NaN
12/24/17 00:01:24   NaN    NaN    NaN   1.241  8.13    24.6 113.5    NaN
12/24/17 00:01:25   NaN    NaN    NaN   1.270  8.13    24.7 112.9    NaN
12/24/17 00:01:26   NaN    NaN    NaN   1.303  8.13    24.7 112.4    NaN
12/24/17 00:01:27   NaN    NaN    NaN   1.324  8.13    24.7 111.9    NaN
12/24/17 00:01:28   NaN    NaN    NaN   1.335  8.13    24.8 111.5    NaN
12/24/17 00:01:29   NaN    NaN    NaN   1.338  8.13    24.8 111.2    NaN
12/24/17 00:01:30   NaN    NaN    NaN   1.364  8.13    24.9 111.0    NaN
12/24/17 00:01:31   NaN    NaN    NaN   1.393  8.13    25.0 110.9    NaN
12/24/17 00:01:32   NaN    NaN    NaN   1.405  8.13    25.0 111.0    NaN
12/24/17 00:01:33   NaN    NaN    NaN   1.436  8.13    25.1 111.2    NaN
12/24/17 00:01:34   NaN    NaN    NaN   1.456  8.13    25.1 111.4    NaN
12/24/17 00:01:35   NaN    NaN    NaN   1.460  8.13    25.2 111.8    NaN
12/24/17 00:01:36   NaN    NaN    NaN   1.477  8.13    25.2 112.2    NaN
