
Profile Time: 08:28:22
Profile Date: 02/15/2018
Profile Location: jlnewhope Serial no: : 0001A093, ID: : GreyTape310
Sonde data Status: Unfiltered, VisualCheck, VisualCheck
Data Status: , PostCal
02/15/18 08:28:36  9.59   0.27   0.13   0.014  7.41     9.6  11.8  11.00
02/15/18 08:28:33  9.59   0.27   0.13   0.023  7.42     9.7  12.4  11.05
02/15/18 08:28:34  9.59   0.27   0.13   0.023  7.42     9.7  12.9  11.03
02/15/18 08:28:31  9.59   0.27   0.13   0.027  7.42     9.8  13.4  11.10
02/15/18 08:28:26  9.59   0.27   0.13   0.032  7.43     9.9  13.8  10.98
02/15/18 08:28:35  9.59   0.27   0.13   0.033  7.41     9.6  14.2  11.02
02/15/18 08:28:25  9.59   0.27   0.13   0.037  7.43     9.9  14.4  10.99
02/15/18 08:28:32  9.59   0.27   0.13   0.038  7.42     9.7  14.6  11.07
02/15/18 08:28:28  9.59   0.27   0.13   0.042  7.43     9.8  14.6  11.03
02/15/18 08:28:30  9.59   0.27   0.13   0.044  7.42     9.8  14.7  11.09
02/15/18 08:28:37  9.58   0.27   0.13   0.048  7.41     9.6  14.6  11.00
02/15/18 08:28:24  9.59   0.27   0.13   0.050  7.43     9.9  14.5  10.97
02/15/18 08:28:27  9.59   0.27   0.13   0.050  7.43     9.9  14.4  11.02
02/15/18 08:28:29  9.59   0.27   0.13   0.054  7.42     9.8  14.3  11.05
02/15/18 08:28:22  9.59   0.27   0.13   0.055  7.43    10.0  14.1  10.96
02/15/18 08:28:23  9.59   0.27   0.13   0.058  7.43    10.0  14.0  10.97
02/15/18 08:28:38  9.58   0.27   0.13   0.069  7.41     9.6  13.9  11.02
02/15/18 08:28:39  9.58   0.27   0.13   0.106  7.41     9.5  13.7  11.05
02/15/18 08:28:41  9.57   0.27   0.13   0.127  7.41     9.5  13.6  11.09
02/15/18 08:28:40  9.57   0.27   0.13   0.132  7.41     9.5  13.5  11.04
02/15/18 08:28:42  9.57   0.27   0.13   0.144  7.41     9.5  13.4  11.07
02/15/18 08:28:43  9.57   0.27   0.13   0.158  7.41     9.6  13.3  11.09
02/15/18 08:28:46  9.58   0.27   0.13   0.197  7.40     9.6  13.2  11.09
02/15/18 08:28:48  9.57   0.27   0.13   0.232  7.40     9.6  13.0  11.08
02/15/18 08:28:49  9.57   0.27   0.13   0.249  7.40     9.7  12.9  11.12
02/15/18 08:28:50  9.57   0.27   0.13   0.275  7.40     9.7  12.8  11.17
02/15/18 08:28:51  9.57   0.27   0.13   0.296  7.40     9.8  12.6  11.13
02/15/18 08:28:52  9.57   0.27   0.13   0.309  7.40     9.8  12.5  11.13
02/15/18 08:28:53  9.56   0.27   0.13   0.318  7.40     9.9  12.3  11.17
02/15/18 08:28:54  9.56   0.27   0.13   0.327  7.40    10.0  12.2  11.13
02/15/18 08:28:55  9.56   0.27   0.13   0.345  7.40    10.0  12.1  11.09
02/15/18 08:28:56  9.56   0.27   0.13   0.375  7.40    10.1  12.0  11.08
02/15/18 08:28:57  9.55   0.27   0.13   0.402  7.40    10.1  11.9  11.07
02/15/18 08:28:58  9.55   0.27   0.13   0.408  7.40    10.2  11.8  11.08
02/15/18 08:28:59  9.55   0.27   0.13   0.409  7.40    10.2  11.8  11.09
02/15/18 08:29:00  9.55   0.27   0.13   0.420  7.40    10.2  11.8  11.09
02/15/18 08:29:01  9.55   0.27   0.13   0.461  7.40    10.3  11.8  11.11
02/15/18 08:29:02  9.55   0.27   0.13   0.483  7.40    10.3  11.9  11.09
02/15/18 08:29:03  9.54   0.27   0.13   0.506  7.40    10.3  11.9  11.06
02/15/18 08:29:04  9.55   0.27   0.13   0.523  7.40    10.3  12.0  11.06
02/15/18 08:29:05  9.54   0.27   0.13   0.542  7.40    10.3  12.1  11.07
02/15/18 08:29:06  9.54   0.27   0.13   0.559  7.40    10.4  12.2  11.05
02/15/18 08:29:07  9.54   0.27   0.13   0.574  7.41    10.4  12.3  11.03
02/15/18 08:29:08  9.54   0.27   0.13   0.598  7.41    10.4  12.4  11.04
02/15/18 08:29:09  9.54   0.27   0.13   0.616  7.41    10.4  12.4  11.03
02/15/18 08:29:10  9.54   0.27   0.13   0.636  7.41    10.4  12.4  11.00
02/15/18 08:29:11  9.54   0.27   0.13   0.653  7.41    10.4  12.5  10.99
02/15/18 08:29:12  9.54   0.27   0.13   0.673  7.41    10.4  12.5  10.98
02/15/18 08:29:13  9.54   0.27   0.13   0.693  7.41    10.4  12.4  10.97
02/15/18 08:29:14  9.54   0.27   0.13   0.712  7.41    10.4  12.4  10.99
02/15/18 08:29:15  9.54   0.27   0.13   0.739  7.41    10.4  12.4  11.00
02/15/18 08:29:16  9.54   0.27   0.13   0.752  7.41    10.5  12.3  10.99
02/15/18 08:29:17  9.54   0.27   0.13   0.769  7.41    10.5  12.3  11.00
02/15/18 08:29:18  9.54   0.27   0.13   0.791  7.41    10.5  12.3  10.99
02/15/18 08:29:19  9.54   0.27   0.13   0.817  7.41    10.6  12.3  11.00
02/15/18 08:29:20  9.54   0.27   0.13   0.835  7.41    10.6  12.3  11.01
02/15/18 08:29:21  9.54   0.27   0.13   0.854  7.41    10.7  12.3  11.01
02/15/18 08:29:22  9.54   0.27   0.13   0.869  7.41    10.7  12.4  11.00
02/15/18 08:29:23  9.54   0.27   0.13   0.885  7.41    10.8  12.4  11.00
02/15/18 08:29:24  9.54   0.27   0.13   0.905  7.41    10.9  12.5  11.02
02/15/18 08:29:25  9.54   0.27   0.13   0.931  7.41    10.9  12.6  11.02
02/15/18 08:29:26  9.54   0.27   0.13   0.947  7.41    10.9  12.6  11.01
02/15/18 08:29:27  9.54   0.27   0.13   0.964  7.41    11.0  12.7  10.99
02/15/18 08:29:28  9.54   0.27   0.13   0.984  7.41    11.0  12.7  10.99
02/15/18 08:29:29  9.54   0.27   0.13   1.012  7.41    11.0  12.7  10.98
02/15/18 08:29:30  9.54   0.27   0.13   1.030  7.42    11.0  12.7  11.00
02/15/18 08:29:31  9.54   0.27   0.13   1.044  7.42    11.0  12.7  10.98
02/15/18 08:29:32  9.54   0.27   0.13   1.061  7.42    11.0  12.6  11.00
02/15/18 08:29:33  9.54   0.27   0.13   1.078  7.42    10.9  12.6  11.00
02/15/18 08:29:34  9.54   0.27   0.13   1.102  7.42    10.8  12.6  10.98
02/15/18 08:29:35  9.54   0.27   0.13   1.127  7.42    10.8  12.6  10.99
02/15/18 08:29:36  9.54   0.27   0.13   1.154  7.42    10.7  12.6  11.02
02/15/18 08:29:37  9.54   0.27   0.13   1.165  7.42    10.6  12.6  11.02
02/15/18 08:29:38  9.54   0.27   0.13   1.176  7.42    10.4  12.7  11.01
