
Profile Time: 00:00:01
Profile Date: 12/22/2017
Profile Location: jlnewhope Serial no: : 0001C33F, ID: : Lucky
Sonde data Status: Unfiltered, VisualCheck
Data Status: , PostCal
12/22/17 00:00:02   NaN    NaN    NaN   0.063  8.17    18.1 134.6    NaN
12/22/17 00:00:07   NaN    NaN    NaN   0.063  8.18    18.7 124.2    NaN
12/22/17 00:00:08   NaN    NaN    NaN   0.063  8.18    18.9 122.7    NaN
12/22/17 00:00:09   NaN    NaN    NaN   0.063  8.18    19.0 121.4    NaN
12/22/17 00:00:10   NaN    NaN    NaN   0.063  8.18    19.2 120.3    NaN
12/22/17 00:00:13   NaN    NaN    NaN   0.063  8.18    19.6 117.7    NaN
12/22/17 00:00:14   NaN    NaN    NaN   0.063  8.18    19.7 116.9    NaN
12/22/17 00:00:15   NaN    NaN    NaN   0.063  8.18    19.8 116.0    NaN
12/22/17 00:00:16   NaN    NaN    NaN   0.063  8.18    19.9 115.1    NaN
12/22/17 00:00:03   NaN    NaN    NaN   0.064  8.17    18.2 132.2    NaN
12/22/17 00:00:04   NaN    NaN    NaN   0.064  8.17    18.3 130.0    NaN
12/22/17 00:00:05   NaN    NaN    NaN   0.064  8.17    18.5 127.9    NaN
12/22/17 00:00:06   NaN    NaN    NaN   0.064  8.18    18.6 125.9    NaN
12/22/17 00:00:11   NaN    NaN    NaN   0.064  8.18    19.3 119.4    NaN
12/22/17 00:00:12   NaN    NaN    NaN   0.064  8.18    19.5 118.5    NaN
12/22/17 00:00:17   NaN    NaN    NaN   0.078  8.18    19.9 114.0    NaN
12/22/17 00:00:18   NaN    NaN    NaN   0.097  8.18    19.9 112.7    NaN
12/22/17 00:00:19   NaN    NaN    NaN   0.117  8.18    19.9 111.3    NaN
12/22/17 00:00:20   NaN    NaN    NaN   0.134  8.18    19.8 109.8    NaN
12/22/17 00:00:21   NaN    NaN    NaN   0.150  8.19    19.7 108.1    NaN
12/22/17 00:00:22   NaN    NaN    NaN   0.169  8.19    19.6 106.4    NaN
12/22/17 00:00:23   NaN    NaN    NaN   0.187  8.19    19.5 104.7    NaN
12/22/17 00:00:24   NaN    NaN    NaN   0.203  8.19    19.4 103.1    NaN
12/22/17 00:00:25   NaN    NaN    NaN   0.221  8.19    19.3 101.5    NaN
12/22/17 00:00:26   NaN    NaN    NaN   0.239  8.20    19.2 100.2    NaN
12/22/17 00:00:27   NaN    NaN    NaN   0.252  8.20    19.1  99.1    NaN
12/22/17 00:00:28   NaN    NaN    NaN   0.270  8.20    19.0  98.4    NaN
12/22/17 00:00:29   NaN    NaN    NaN   0.289  8.20    19.0  97.9    NaN
12/22/17 00:00:30   NaN    NaN    NaN   0.305  8.20    18.9  97.8    NaN
12/22/17 00:00:31   NaN    NaN    NaN   0.322  8.20    18.8  98.0    NaN
12/22/17 00:00:32   NaN    NaN    NaN   0.341  8.21    18.7  98.4    NaN
12/22/17 00:00:33   NaN    NaN    NaN   0.362  8.21    18.6  99.1    NaN
12/22/17 00:00:34   NaN    NaN    NaN   0.382  8.21    18.5 100.0    NaN
12/22/17 00:00:35   NaN    NaN    NaN   0.400  8.21    18.4 101.0    NaN
12/22/17 00:00:36   NaN    NaN    NaN   0.422  8.21    18.3 102.0    NaN
12/22/17 00:00:37   NaN    NaN    NaN   0.442  8.21    18.1 103.0    NaN
12/22/17 00:00:38   NaN    NaN    NaN   0.459  8.21    18.0 103.8    NaN
12/22/17 00:00:39   NaN    NaN    NaN   0.480  8.21    17.8 104.4    NaN
12/22/17 00:00:40   NaN    NaN    NaN   0.502  8.21    17.7 104.8    NaN
12/22/17 00:00:41   NaN    NaN    NaN   0.522  8.21    17.5 104.8    NaN
12/22/17 00:00:42   NaN    NaN    NaN   0.540  8.21    17.4 104.6    NaN
12/22/17 00:00:43   NaN    NaN    NaN   0.559  8.21    17.3 104.1    NaN
12/22/17 00:00:44   NaN    NaN    NaN   0.582  8.21    17.2 103.4    NaN
12/22/17 00:00:45   NaN    NaN    NaN   0.601  8.21    17.1 102.5    NaN
12/22/17 00:00:46   NaN    NaN    NaN   0.621  8.21    17.1 101.4    NaN
12/22/17 00:00:47   NaN    NaN    NaN   0.645  8.21    17.1 100.3    NaN
12/22/17 00:00:48   NaN    NaN    NaN   0.662  8.20    17.1  99.3    NaN
12/22/17 00:00:49   NaN    NaN    NaN   0.684  8.20    17.1  98.4    NaN
12/22/17 00:00:50   NaN    NaN    NaN   0.707  8.20    17.1  97.8    NaN
12/22/17 00:00:51   NaN    NaN    NaN   0.725  8.20    17.1  97.4    NaN
12/22/17 00:00:52   NaN    NaN    NaN   0.743  8.19    17.2  97.3    NaN
