
Profile Time: 00:00:00
Profile Date: 09/21/2017
Profile Location: jlnewhope Serial no: : 0001A093, ID: : GreyTape310
Sonde data Status: Unfiltered, VisualCheck
Data Status: , PostCal
09/21/17 00:00:01 26.14   0.21   0.10   0.048  8.91    10.4  23.4  10.36
09/21/17 00:00:04 26.16   0.21   0.10   0.048  8.91    10.4  22.5  10.37
09/21/17 00:00:06 26.17   0.21   0.10   0.048  8.91    10.3  22.1  10.36
09/21/17 00:00:07 26.17   0.21   0.10   0.048  8.92    10.3  22.1  10.36
09/21/17 00:00:08 26.17   0.21   0.10   0.048  8.92    10.3  22.1  10.37
09/21/17 00:00:12 26.18   0.21   0.10   0.048  8.92    10.2  22.8  10.40
09/21/17 00:00:13 26.18   0.21   0.10   0.048  8.92    10.2  23.1  10.41
09/21/17 00:00:14 26.18   0.21   0.10   0.048  8.92    10.3  23.3  10.40
09/21/17 00:00:02 26.15   0.21   0.10   0.049  8.91    10.4  23.1  10.36
09/21/17 00:00:03 26.15   0.21   0.10   0.049  8.91    10.4  22.8  10.36
09/21/17 00:00:05 26.16   0.21   0.10   0.049  8.92    10.3  22.3  10.37
09/21/17 00:00:09 26.17   0.21   0.10   0.049  8.92    10.3  22.2  10.38
09/21/17 00:00:10 26.17   0.21   0.10   0.049  8.92    10.3  22.4  10.39
09/21/17 00:00:11 26.17   0.21   0.10   0.049  8.92    10.3  22.6  10.39
09/21/17 00:00:15 26.18   0.21   0.10   0.052  8.92    10.3  23.5  10.41
09/21/17 00:00:16 26.19   0.21   0.10   0.068  8.93    10.3  23.6  10.41
09/21/17 00:00:17 26.19   0.21   0.10   0.086  8.93    10.3  23.7  10.41
09/21/17 00:00:18 26.19   0.21   0.10   0.105  8.93    10.3  23.7  10.41
09/21/17 00:00:19 26.19   0.21   0.10   0.120  8.93    10.4  23.7  10.41
09/21/17 00:00:20 26.20   0.21   0.10   0.136  8.93    10.4  23.6  10.42
09/21/17 00:00:21 26.20   0.21   0.10   0.154  8.93    10.4  23.4  10.42
09/21/17 00:00:22 26.21   0.21   0.10   0.168  8.93    10.5  23.2  10.42
09/21/17 00:00:23 26.21   0.21   0.10   0.183  8.93    10.5  22.9  10.43
09/21/17 00:00:24 26.21   0.21   0.10   0.201  8.94    10.5  22.7  10.43
09/21/17 00:00:25 26.22   0.21   0.10   0.217  8.94    10.6  22.4  10.43
09/21/17 00:00:26 26.22   0.21   0.10   0.230  8.94    10.6  22.2  10.43
