
Profile Time: 00:00:01
Profile Date: 03/08/2018
Profile Location: jlnewhope Serial no: : 0001A093, ID: : GreyTape310
Sonde data Status: Unfiltered, VisualCheck
Data Status: , PostCal
03/08/18 00:00:03 10.56   0.26   0.13   0.238  8.05    12.3  25.4  11.53
03/08/18 00:00:04 10.56   0.26   0.13   0.238  8.05    12.4  25.8  11.57
03/08/18 00:00:05 10.56   0.26   0.13   0.238  8.05    12.5  26.2  11.56
03/08/18 00:00:06 10.56   0.26   0.13   0.238  8.05    12.6  26.5  11.53
03/08/18 00:00:08 10.55   0.26   0.13   0.238  8.06    12.8  27.1  11.57
03/08/18 00:00:09 10.54   0.26   0.13   0.238  8.06    12.8  27.3  11.56
03/08/18 00:00:10 10.53   0.27   0.13   0.238  8.06    12.9  27.4  11.54
03/08/18 00:00:12 10.51   0.27   0.13   0.238  8.06    12.9  27.4  11.52
03/08/18 00:00:13 10.51   0.27   0.13   0.238  8.06    12.8  27.3  11.52
03/08/18 00:00:14 10.50   0.27   0.13   0.238  8.06    12.8  27.2  11.51
03/08/18 00:00:15 10.51   0.27   0.13   0.238  8.06    12.7  27.1  11.49
03/08/18 00:00:16 10.50   0.26   0.13   0.238  8.06    12.6  26.9  11.49
03/08/18 00:00:07 10.55   0.27   0.13   0.239  8.06    12.7  26.8  11.53
03/08/18 00:00:11 10.52   0.27   0.13   0.239  8.06    12.9  27.4  11.54
03/08/18 00:00:17 10.50   0.27   0.13   0.239  8.06    12.5  26.7  11.47
03/08/18 00:00:18 10.50   0.27   0.13   0.254  8.06    12.4  26.5  11.46
03/08/18 00:00:19 10.51   0.27   0.13   0.268  8.06    12.3  26.3  11.48
03/08/18 00:00:20 10.51   0.27   0.13   0.287  8.06    12.1  26.1  11.48
03/08/18 00:00:21 10.52   0.27   0.13   0.299  8.06    12.0  26.0  11.47
03/08/18 00:00:22 10.53   0.26   0.13   0.317  8.06    11.9  25.9  11.47
03/08/18 00:00:23 10.54   0.27   0.13   0.336  8.06    11.8  25.8  11.47
03/08/18 00:00:24 10.55   0.26   0.13   0.350  8.06    11.8  25.7  11.48
03/08/18 00:00:25 10.55   0.27   0.13   0.365  8.06    11.8  25.7  11.48
03/08/18 00:00:26 10.55   0.26   0.13   0.384  8.06    11.8  25.7  11.50
03/08/18 00:00:27 10.54   0.26   0.13   0.402  8.06    11.8  25.8  11.50
03/08/18 00:00:28 10.53   0.27   0.13   0.419  8.06    11.9  25.8  11.52
03/08/18 00:00:29 10.54   0.27   0.13   0.439  8.06    12.0  25.8  11.50
03/08/18 00:00:30 10.54   0.27   0.13   0.458  8.06    12.1  25.9  11.49
03/08/18 00:00:31 10.55   0.26   0.13   0.473  8.06    12.2  25.9  11.47
03/08/18 00:00:32 10.55   0.26   0.13   0.493  8.06    12.4  25.9  11.45
03/08/18 00:00:33 10.55   0.26   0.13   0.514  8.06    12.5  25.9  11.45
03/08/18 00:00:34 10.56   0.26   0.13   0.533  8.05    12.6  26.0  11.46
03/08/18 00:00:35 10.56   0.26   0.13   0.552  8.05    12.8  25.9  11.42
03/08/18 00:00:36 10.56   0.27   0.13   0.570  8.06    12.8  25.9  11.43
03/08/18 00:00:37 10.57   0.26   0.13   0.590  8.05    12.9  25.9  11.42
03/08/18 00:00:38 10.57   0.26   0.13   0.608  8.06    12.9  25.9  11.42
03/08/18 00:00:39 10.57   0.26   0.13   0.628  8.06    12.9  25.9  11.42
03/08/18 00:00:40 10.57   0.26   0.13   0.647  8.06    12.8  25.9  11.43
03/08/18 00:00:41 10.57   0.26   0.13   0.666  8.06    12.7  25.9  11.42
03/08/18 00:00:42 10.57   0.26   0.13   0.686  8.06    12.6  25.9  11.43
03/08/18 00:00:43 10.57   0.26   0.13   0.706  8.06    12.5  26.0  11.42
03/08/18 00:00:44 10.56   0.26   0.13   0.725  8.06    12.4  26.0  11.43
03/08/18 00:00:45 10.56   0.27   0.13   0.744  8.06    12.4  26.0  11.42
03/08/18 00:00:46 10.57   0.26   0.13   0.764  8.06    12.3  26.1  11.40
03/08/18 00:00:47 10.56   0.26   0.13   0.783  8.06    12.3  26.2  11.40
03/08/18 00:00:48 10.57   0.27   0.13   0.803  8.05    12.3  26.2  11.40
03/08/18 00:00:49 10.57   0.26   0.13   0.824  8.05    12.3  26.3  11.37
03/08/18 00:00:50 10.56   0.26   0.13   0.844  8.05    12.4  26.4  11.40
03/08/18 00:00:51 10.57   0.26   0.13   0.862  8.05    12.5  26.5  11.38
03/08/18 00:00:52 10.57   0.26   0.13   0.880  8.06    12.6  26.6  11.39
03/08/18 00:00:53 10.57   0.26   0.13   0.898  8.06    12.8  26.7  11.42
03/08/18 00:00:54 10.57   0.26   0.13   0.919  8.06    12.9  26.9  11.39
03/08/18 00:00:55 10.57   0.26   0.13   0.937  8.06    13.0  27.0  11.40
03/08/18 00:00:59 10.61   0.26   0.13   1.014  8.06    13.2  27.1  11.39
03/08/18 00:01:00 10.62   0.26   0.13   1.034  8.06    13.2  27.2  11.38
03/08/18 00:01:01 10.62   0.26   0.13   1.053  8.06    13.3  27.3  11.40
03/08/18 00:01:03 10.63   0.26   0.13   1.092  8.06    13.3  27.4  11.35
03/08/18 00:01:04 10.62   0.27   0.13   1.111  8.06    13.3  27.5  11.32
03/08/18 00:01:05 10.63   0.27   0.13   1.130  8.06    13.3  27.5  11.27
03/08/18 00:01:06 10.62   0.27   0.13   1.147  8.06    13.2  27.5  11.27
03/08/18 00:01:07 10.63   0.27   0.13   1.166  8.06    13.1  27.5  11.26
03/08/18 00:01:08 10.62   0.27   0.13   1.186  8.06    13.0  27.5  11.28
03/08/18 00:01:09 10.62   0.26   0.13   1.204  8.06    12.8  27.5  11.28
03/08/18 00:01:10 10.63   0.26   0.13   1.223  8.06    12.7  27.5  11.27
03/08/18 00:01:11 10.63   0.27   0.13   1.240  8.06    12.5  27.5  11.28
03/08/18 00:01:12 10.63   0.26   0.13   1.262  8.06    12.4  27.4  11.29
03/08/18 00:01:13 10.63   0.27   0.13   1.279  8.06    12.2  27.4  11.32
03/08/18 00:01:14 10.63   0.27   0.13   1.299  8.06    12.1  27.4  11.32
03/08/18 00:01:15 10.62   0.26   0.13   1.319  8.06    12.0  27.4  11.32
03/08/18 00:01:16 10.61   0.26   0.13   1.338  8.06    11.9  27.3  11.32
03/08/18 00:01:17 10.61   0.27   0.13   1.355  8.06    11.8  27.2  11.33
03/08/18 00:01:18 10.61   0.26   0.13   1.376  8.06    11.7  27.1  11.35
03/08/18 00:01:19 10.62   0.27   0.13   1.395  8.06    11.7  27.0  11.35
03/08/18 00:01:20 10.62   0.26   0.13   1.413  8.06    11.7  26.9  11.33
03/08/18 00:01:21 10.62   0.27   0.13   1.432  8.06    11.7  26.7  11.32
03/08/18 00:01:22 10.62   0.27   0.13   1.453  8.06    11.8  26.5  11.30
03/08/18 00:01:23 10.62   0.27   0.13   1.470  8.06    11.9  26.3  11.28
03/08/18 00:01:24 10.62   0.27   0.13   1.488  8.06    12.0  26.1  11.32
03/08/18 00:01:25 10.62   0.27   0.13   1.510  8.06    12.1  25.9  11.35
03/08/18 00:01:26 10.62   0.27   0.13   1.529  8.06    12.2  25.8  11.37
03/08/18 00:01:27 10.61   0.27   0.13   1.547  8.06    12.3  25.7  11.37
03/08/18 00:01:28 10.61   0.26   0.13   1.565  8.06    12.4  25.6  11.36
03/08/18 00:01:29 10.61   0.27   0.13   1.588  8.06    12.5  25.6  11.38
03/08/18 00:01:30 10.61   0.27   0.13   1.606  8.06    12.5  25.6  11.38
03/08/18 00:01:31 10.62   0.27   0.13   1.623  8.06    12.6  25.6  11.37
03/08/18 00:01:32 10.62   0.27   0.13   1.642  8.06    12.6  25.8  11.36
03/08/18 00:01:33 10.62   0.26   0.13   1.663  8.06    12.5  25.9  11.37
03/08/18 00:01:34 10.62   0.26   0.13   1.681  8.06    12.5  26.1  11.40
03/08/18 00:01:35 10.62   0.26   0.13   1.699  8.06    12.4  26.2  11.36
03/08/18 00:01:36 10.62   0.26   0.13   1.718  8.05    12.4  26.4  11.40
03/08/18 00:01:37 10.62   0.27   0.13   1.736  8.05    12.4  26.6  11.41
03/08/18 00:01:38 10.62   0.27   0.13   1.752  8.05    12.4  26.7  11.44
03/08/18 00:01:39 10.62   0.26   0.13   1.772  8.06    12.5  26.8  11.46
03/08/18 00:01:40 10.61   0.27   0.13   1.797  8.06    12.6  26.9  11.48
03/08/18 00:01:41 10.61   0.27   0.13   1.813  8.06    12.8  26.9  11.46
03/08/18 00:01:42 10.61   0.26   0.13   1.833  8.06    13.1  26.9  11.45
03/08/18 00:01:43 10.62   0.27   0.13   1.853  8.06    13.5  26.8  11.45
03/08/18 00:01:44 10.62   0.27   0.13   1.870  8.06    13.8  26.7  11.43
03/08/18 00:01:45 10.62   0.27   0.13   1.890  8.06    14.2  26.5  11.45
03/08/18 00:01:46 10.62   0.27   0.13   1.911  8.06    14.6  26.3  11.46
03/08/18 00:01:47 10.62   0.27   0.13   1.934  8.06    15.0  26.1  11.45
03/08/18 00:01:48 10.62   0.27   0.13   1.949  8.06    15.3  26.0  11.42
03/08/18 00:01:49 10.62   0.27   0.13   1.968  8.06    15.6  25.8  11.43
03/08/18 00:01:50 10.62   0.27   0.13   1.989  8.06    15.8  25.7  11.49
03/08/18 00:01:51 10.62   0.26   0.13   2.007  8.06    15.9  25.6  11.47
03/08/18 00:01:52 10.62   0.27   0.13   2.025  8.05    15.9  25.5  11.49
03/08/18 00:01:53 10.62   0.26   0.13   2.049  8.05    15.9  25.5  11.50
03/08/18 00:01:54 10.61   0.26   0.13   2.068  8.05    15.8  25.5  11.54
03/08/18 00:01:55 10.60   0.27   0.13   2.086  8.05    15.7  25.5  11.59
03/08/18 00:01:56 10.60   0.27   0.13   2.106  8.05    15.5  25.6  11.57
03/08/18 00:01:57 10.60   0.27   0.13   2.126  8.05    15.3  25.6  11.54
03/08/18 00:01:58 10.61   0.27   0.13   2.141  8.05    15.1  25.7  11.52
03/08/18 00:01:59 10.61   0.26   0.13   2.162  8.05    14.8  25.8  11.50
03/08/18 00:02:00 10.61   0.27   0.13   2.181  8.05    14.6  25.9  11.46
03/08/18 00:02:01 10.62   0.27   0.13   2.201  8.06    14.3  25.9  11.44
03/08/18 00:02:02 10.62   0.26   0.13   2.218  8.06    14.1  26.0  11.46
03/08/18 00:02:03 10.62   0.27   0.13   2.238  8.06    13.8  26.0  11.43
03/08/18 00:02:04 10.62   0.26   0.13   2.257  8.06    13.6  26.0  11.41
03/08/18 00:02:05 10.63   0.26   0.13   2.277  8.06    13.3  26.0  11.39
03/08/18 00:02:06 10.63   0.27   0.13   2.297  8.06    13.1  26.0  11.39
03/08/18 00:02:07 10.63   0.27   0.13   2.316  8.06    12.9  26.0  11.38
03/08/18 00:02:08 10.63   0.27   0.13   2.337  8.06    12.7  26.0  11.41
03/08/18 00:02:09 10.63   0.27   0.13   2.354  8.06    12.6  26.0  11.41
03/08/18 00:02:10 10.63   0.27   0.13   2.375  8.06    12.5  26.1  11.41
03/08/18 00:02:11 10.63   0.27   0.13   2.393  8.06    12.4  26.1  11.42
03/08/18 00:02:12 10.62   0.27   0.13   2.412  8.05    12.3  26.2  11.40
03/08/18 00:02:13 10.62   0.27   0.13   2.431  8.05    12.3  26.2  11.39
03/08/18 00:02:14 10.62   0.26   0.13   2.450  8.05    12.3  26.3  11.39
03/08/18 00:02:15 10.62   0.27   0.13   2.470  8.05    12.4  26.4  11.37
03/08/18 00:02:16 10.62   0.27   0.13   2.488  8.05    12.5  26.5  11.37
03/08/18 00:02:17 10.62   0.27   0.13   2.507  8.05    12.6  26.5  11.38
03/08/18 00:02:18 10.62   0.27   0.13   2.526  8.05    12.7  26.6  11.37
03/08/18 00:02:19 10.62   0.27   0.13   2.548  8.05    12.8  26.6  11.38
03/08/18 00:02:20 10.62   0.27   0.13   2.564  8.05    13.0  26.6  11.37
03/08/18 00:02:21 10.61   0.27   0.13   2.583  8.05    13.2  26.6  11.37
03/08/18 00:02:22 10.61   0.27   0.13   2.602  8.05    13.3  26.6  11.39
03/08/18 00:02:23 10.62   0.26   0.13   2.625  8.04    13.5  26.6  11.35
03/08/18 00:02:24 10.62   0.27   0.13   2.642  8.05    13.7  26.5  11.35
03/08/18 00:02:25 10.62   0.26   0.13   2.660  8.05    13.9  26.5  11.33
03/08/18 00:02:26 10.62   0.27   0.13   2.680  8.05    14.1  26.4  11.32
03/08/18 00:02:27 10.63   0.27   0.13   2.700  8.05    14.2  26.4  11.31
03/08/18 00:02:28 10.62   0.27   0.13   2.718  8.05    14.4  26.3  11.32
03/08/18 00:02:29 10.63   0.26   0.13   2.739  8.05    14.5  26.3  11.33
03/08/18 00:02:30 10.62   0.27   0.13   2.757  8.05    14.6  26.2  11.35
03/08/18 00:02:31 10.62   0.26   0.13   2.776  8.05    14.7  26.2  11.36
03/08/18 00:02:32 10.62   0.27   0.13   2.796  8.05    14.7  26.2  11.38
03/08/18 00:02:35 10.62   0.27   0.13   2.853  8.05    14.7  26.2  11.38
03/08/18 00:02:36 10.62   0.27   0.13   2.871  8.05    14.6  26.2  11.42
