
Profile Time: 03:40:01
Profile Date: 03/11/2018
Profile Location: jlnewhope Serial no: : 0001A093, ID: : GreyTape310
Sonde data Status: Unfiltered, VisualCheck
Data Status: , PostCal
03/11/18 03:40:03  9.98   0.27   0.13   0.006  8.13     8.3  25.8  11.57
03/11/18 03:40:08  9.98   0.27   0.13   0.014  8.14     8.5  26.0  11.57
03/11/18 03:40:04  9.98   0.27   0.13   0.024  8.13     8.3  25.8  11.58
03/11/18 03:40:13  9.98   0.27   0.13   0.026  8.14     8.6  26.3  11.59
03/11/18 03:40:02  9.98   0.27   0.13   0.029  8.13     8.2  25.8  11.58
03/11/18 03:40:09  9.98   0.27   0.13   0.031  8.14     8.6  26.1  11.56
03/11/18 03:40:01  9.98   0.27   0.13   0.032  8.12     8.2  25.8  11.60
03/11/18 03:40:07  9.98   0.27   0.13   0.032  8.13     8.5  25.9  11.59
03/11/18 03:40:12  9.98   0.27   0.13   0.035  8.14     8.6  26.3  11.57
03/11/18 03:40:14  9.98   0.27   0.13   0.043  8.14     8.5  26.3  11.61
03/11/18 03:40:17  9.98   0.27   0.13   0.054  8.14     8.4  26.3  11.65
03/11/18 03:40:05  9.98   0.27   0.13   0.057  8.13     8.4  25.8  11.56
03/11/18 03:40:10  9.98   0.27   0.13   0.058  8.14     8.6  26.1  11.55
03/11/18 03:40:11  9.98   0.27   0.13   0.061  8.14     8.6  26.2  11.55
03/11/18 03:40:16  9.98   0.27   0.13   0.062  8.14     8.4  26.4  11.64
03/11/18 03:40:06  9.98   0.27   0.13   0.064  8.13     8.4  25.9  11.54
03/11/18 03:40:15  9.98   0.27   0.13   0.067  8.14     8.5  26.4  11.62
03/11/18 03:40:18  9.98   0.27   0.13   0.070  8.14     8.3  26.3  11.68
03/11/18 03:40:19  9.98   0.27   0.13   0.107  8.14     8.3  26.2  11.70
03/11/18 03:40:20  9.98   0.27   0.13   0.128  8.14     8.2  26.2  11.70
03/11/18 03:40:22  9.98   0.27   0.13   0.128  8.14     8.2  26.1  11.70
03/11/18 03:40:21  9.98   0.27   0.13   0.132  8.14     8.2  26.1  11.69
03/11/18 03:40:23  9.98   0.27   0.13   0.143  8.14     8.2  26.0  11.73
