
Profile Time: 23:59:59
Profile Date: 12/10/2017
Profile Location: jlnewhope Serial no: : 0001A093, ID: : GreyTape310
Sonde data Status: Unfiltered, VisualCheck
Data Status: , PostCal
12/11/17 00:00:00  7.50   0.26   0.13   0.057  8.43    12.0 108.9  12.33

Profile Time: 00:30:00
Profile Date: 12/11/2017
Profile Location: jlnewhope Serial no: : 0001A093, ID: : GreyTape310
Sonde data Status: Unfiltered, VisualCheck
Data Status: , PostCal
12/11/17 00:30:08  7.42   0.26   0.13   0.053  8.43    12.4  94.8  12.26
12/11/17 00:30:03  7.43   0.26   0.13   0.054  8.43    12.3  92.7  12.24
12/11/17 00:30:15  7.43   0.26   0.13   0.054  8.43    12.5  95.7  12.19
12/11/17 00:30:04  7.43   0.26   0.13   0.055  8.43    12.3  93.3  12.24
12/11/17 00:30:06  7.43   0.26   0.13   0.055  8.43    12.3  94.1  12.25
12/11/17 00:30:07  7.42   0.26   0.13   0.055  8.43    12.3  94.5  12.27
12/11/17 00:30:09  7.42   0.26   0.13   0.055  8.43    12.4  95.0  12.23
12/11/17 00:30:10  7.43   0.26   0.13   0.055  8.43    12.4  95.2  12.21
12/11/17 00:30:11  7.43   0.26   0.13   0.055  8.43    12.4  95.3  12.22
12/11/17 00:30:12  7.43   0.26   0.13   0.055  8.43    12.4  95.4  12.22
12/11/17 00:30:13  7.43   0.26   0.13   0.055  8.43    12.4  95.5  12.22
12/11/17 00:30:14  7.43   0.26   0.13   0.055  8.43    12.5  95.6  12.21
12/11/17 00:30:02  7.43   0.26   0.13   0.056  8.43    12.3  92.2  12.25
12/11/17 00:30:05  7.43   0.26   0.13   0.056  8.43    12.3  93.7  12.26
12/11/17 00:30:16  7.43   0.26   0.13   0.061  8.43    12.5  95.7  12.20
12/11/17 00:30:17  7.43   0.26   0.13   0.072  8.44    12.5  95.8  12.17
12/11/17 00:30:18  7.43   0.26   0.13   0.092  8.44    12.6  95.9  12.18
12/11/17 00:30:19  7.43   0.26   0.13   0.110  8.44    12.6  95.9  12.16
12/11/17 00:30:20  7.43   0.26   0.13   0.126  8.44    12.6  95.9  12.17
12/11/17 00:30:21  7.43   0.26   0.13   0.143  8.44    12.6  95.9  12.17
12/11/17 00:30:22  7.44   0.26   0.13   0.162  8.44    12.6  95.8  12.17
12/11/17 00:30:23  7.44   0.26   0.13   0.176  8.44    12.6  95.7  12.16
12/11/17 00:30:24  7.44   0.26   0.13   0.190  8.44    12.6  95.6  12.16
12/11/17 00:30:25  7.44   0.26   0.13   0.206  8.44    12.6  95.4  12.16
12/11/17 00:30:26  7.44   0.26   0.13   0.221  8.43    12.6  95.2  12.20
12/11/17 00:30:27  7.44   0.26   0.13   0.237  8.43    12.6  94.9  12.20
12/11/17 00:30:28  7.43   0.26   0.13   0.254  8.43    12.6  94.7  12.22
12/11/17 00:30:29  7.42   0.26   0.13   0.273  8.43    12.6  94.4  12.23
12/11/17 00:30:30  7.42   0.26   0.13   0.284  8.43    12.6  94.2  12.23
12/11/17 00:30:31  7.41   0.26   0.13   0.296  8.43    12.6  94.0  12.23
12/11/17 00:30:32  7.41   0.26   0.13   0.313  8.43    12.7  93.9  12.20
12/11/17 00:30:33  7.42   0.26   0.13   0.330  8.44    12.7  93.9  12.20
12/11/17 00:30:34  7.42   0.26   0.13   0.344  8.43    12.7  93.9  12.21
12/11/17 00:30:35  7.41   0.26   0.13   0.365  8.44    12.7  93.9  12.21
12/11/17 00:30:36  7.42   0.26   0.13   0.385  8.44    12.7  94.0  12.18
12/11/17 00:30:37  7.42   0.26   0.13   0.399  8.43    12.8  94.1  12.17
12/11/17 00:30:38  7.42   0.26   0.13   0.419  8.44    12.8  94.3  12.17
12/11/17 00:30:39  7.42   0.26   0.13   0.441  8.43    12.8  94.4  12.16
12/11/17 00:30:40  7.43   0.26   0.13   0.458  8.44    12.7  94.6  12.14
12/11/17 00:30:41  7.43   0.26   0.13   0.475  8.44    12.7  94.8  12.12
12/11/17 00:30:42  7.43   0.26   0.13   0.497  8.44    12.7  95.0  12.14
12/11/17 00:30:43  7.43   0.26   0.13   0.519  8.44    12.7  95.1  12.15
12/11/17 00:30:44  7.43   0.26   0.13   0.538  8.44    12.6  95.3  12.14
12/11/17 00:30:45  7.43   0.26   0.13   0.558  8.44    12.6  95.5  12.13
12/11/17 00:30:46  7.43   0.26   0.13   0.579  8.43    12.6  95.8  12.12
12/11/17 00:30:47  7.42   0.26   0.13   0.599  8.43    12.5  96.0  12.15
12/11/17 00:30:48  7.41   0.26   0.13   0.619  8.44    12.5  96.2  12.16
12/11/17 00:30:49  7.35   0.26   0.13   0.638  8.44    12.5  96.5  12.15
12/11/17 00:30:50  7.35   0.26   0.13   0.659  8.44    12.5  96.8  12.16
12/11/17 00:30:51  7.37   0.26   0.13   0.679  8.44    12.6  97.0  12.14
12/11/17 00:30:52  7.35   0.26   0.13   0.697  8.44    12.6  97.2  12.13
12/11/17 00:30:53  7.32   0.26   0.13   0.720  8.44    12.7  97.4  12.16
12/11/17 00:30:54  7.33   0.26   0.13   0.739  8.44    12.8  97.6  12.19
12/11/17 00:30:55  7.36   0.26   0.13   0.759  8.44    12.9  97.7  12.18
12/11/17 00:30:56  7.37   0.26   0.13   0.780  8.44    13.0  97.8  12.22
12/11/17 00:30:57  7.38   0.26   0.13   0.801  8.44    13.0  97.8  12.25
12/11/17 00:30:58  7.40   0.26   0.13   0.820  8.45    13.1  97.8  12.23
12/11/17 00:30:59  7.41   0.26   0.13   0.838  8.45    13.2  97.7  12.21
12/11/17 00:31:00  7.41   0.26   0.13   0.859  8.45    13.2  97.5  12.23
12/11/17 00:31:01  7.41   0.26   0.13   0.879  8.45    13.2  97.4  12.22
12/11/17 00:31:02  7.42   0.26   0.13   0.898  8.45    13.2  97.2  12.23
12/11/17 00:31:03  7.42   0.26   0.13   0.919  8.45    13.2  97.0  12.23
12/11/17 00:31:04  7.42   0.26   0.13   0.938  8.45    13.2  96.8  12.21
12/11/17 00:31:05  7.42   0.26   0.13   0.958  8.45    13.2  96.7  12.22
