"agency_cd","site_no","Date","GH_Max","GH_Min","GH","year","month","day"
"USGS","02098206",2022-01-18,3.63,3.16,3.31,"2022","01","18"
"USGS","02098206",2022-01-19,4.46,2.77,3.45,"2022","01","19"
"USGS","02098206",2022-01-20,4.47,2.61,3.64,"2022","01","20"
"USGS","02098206",2022-01-21,4.55,4.02,4.27,"2022","01","21"
"USGS","02098206",2022-01-22,4.59,4.46,4.54,"2022","01","22"
"USGS","02098206",2022-01-23,4.46,4.28,4.37,"2022","01","23"
"USGS","02098206",2022-01-24,4.3,4.23,4.27,"2022","01","24"
"USGS","02098206",2022-01-25,4.25,3.91,4.11,"2022","01","25"
"USGS","02098206",2022-01-26,3.93,3.5,3.75,"2022","01","26"
"USGS","02098206",2022-01-27,3.53,2.43,2.98,"2022","01","27"
"USGS","02098206",2022-01-28,2.44,2.36,2.4,"2022","01","28"
"USGS","02098206",2022-01-29,2.38,2.29,2.34,"2022","01","29"
"USGS","02098206",2022-01-30,2.4,2.34,2.37,"2022","01","30"
"USGS","02098206",2022-01-31,2.39,2.34,2.37,"2022","01","31"
"USGS","02098206",2022-02-01,2.38,2.33,2.35,"2022","02","01"
"USGS","02098206",2022-02-02,2.37,2.31,2.34,"2022","02","02"
"USGS","02098206",2022-02-03,2.39,2.31,2.34,"2022","02","03"
"USGS","02098206",2022-02-04,2.87,2.34,2.59,"2022","02","04"
"USGS","02098206",2022-02-05,3.18,2.6,2.96,"2022","02","05"
"USGS","02098206",2022-02-06,3.18,3.02,3.1,"2022","02","06"
"USGS","02098206",2022-02-07,4.12,2.57,3.41,"2022","02","07"
"USGS","02098206",2022-02-08,4.36,4.12,4.27,"2022","02","08"
"USGS","02098206",2022-02-09,4.4,4.27,4.35,"2022","02","09"
"USGS","02098206",2022-02-10,4.27,2.57,3.35,"2022","02","10"
"USGS","02098206",2022-02-11,2.57,2.46,2.52,"2022","02","11"
"USGS","02098206",2022-02-12,2.48,2.41,2.44,"2022","02","12"
"USGS","02098206",2022-02-13,2.42,2.36,2.39,"2022","02","13"
"USGS","02098206",2022-02-14,2.4,2.33,2.36,"2022","02","14"
"USGS","02098206",2022-02-15,2.51,2.33,2.41,"2022","02","15"
"USGS","02098206",2022-02-16,2.53,2.46,2.49,"2022","02","16"
"USGS","02098206",2022-02-17,2.5,2.33,2.42,"2022","02","17"
"USGS","02098206",2022-02-18,2.38,2.22,2.29,"2022","02","18"
"USGS","02098206",2022-02-19,2.38,2.27,2.32,"2022","02","19"
"USGS","02098206",2022-02-20,2.4,2.32,2.36,"2022","02","20"
"USGS","02098206",2022-02-21,2.34,2.28,2.31,"2022","02","21"
"USGS","02098206",2022-02-22,2.33,2.27,2.29,"2022","02","22"
"USGS","02098206",2022-02-23,2.82,2.26,2.54,"2022","02","23"
"USGS","02098206",2022-02-24,2.81,2.61,2.78,"2022","02","24"
"USGS","02098206",2022-02-25,3.54,2.59,3.08,"2022","02","25"
"USGS","02098206",2022-02-26,3.62,3.51,3.56,"2022","02","26"
"USGS","02098206",2022-02-27,3.64,3.6,3.63,"2022","02","27"
"USGS","02098206",2022-02-28,3.99,3.6,3.81,"2022","02","28"
"USGS","02098206",2022-03-01,4.04,3.94,4,"2022","03","01"
"USGS","02098206",2022-03-02,3.95,3.37,3.63,"2022","03","02"
"USGS","02098206",2022-03-03,3.39,2.26,2.84,"2022","03","03"
"USGS","02098206",2022-03-04,2.32,2.21,2.25,"2022","03","04"
"USGS","02098206",2022-03-05,2.38,2.31,2.34,"2022","03","05"
"USGS","02098206",2022-03-06,2.38,2.32,2.34,"2022","03","06"
"USGS","02098206",2022-03-07,2.4,2.24,2.33,"2022","03","07"
"USGS","02098206",2022-03-08,2.28,2.22,2.24,"2022","03","08"
"USGS","02098206",2022-03-09,2.71,2.24,2.34,"2022","03","09"
"USGS","02098206",2022-03-10,7.19,2.71,4.59,"2022","03","10"
"USGS","02098206",2022-03-11,7.15,6.62,6.87,"2022","03","11"
"USGS","02098206",2022-03-12,8.64,6.55,7.38,"2022","03","12"
"USGS","02098206",2022-03-13,8.8,8.37,8.66,"2022","03","13"
"USGS","02098206",2022-03-14,8.37,6.82,7.49,"2022","03","14"
"USGS","02098206",2022-03-15,6.84,6.48,6.65,"2022","03","15"
"USGS","02098206",2022-03-16,7.19,6.39,6.49,"2022","03","16"
"USGS","02098206",2022-03-17,11.59,7.19,10.24,"2022","03","17"
"USGS","02098206",2022-03-18,9.33,8.31,8.68,"2022","03","18"
"USGS","02098206",2022-03-19,8.31,4.82,6.98,"2022","03","19"
"USGS","02098206",2022-03-20,5.24,3.68,4.6,"2022","03","20"
"USGS","02098206",2022-03-21,5.87,5.06,5.46,"2022","03","21"
"USGS","02098206",2022-03-22,5.82,5.71,5.77,"2022","03","22"
"USGS","02098206",2022-03-23,5.74,4.13,4.88,"2022","03","23"
"USGS","02098206",2022-03-24,6.67,4.12,5.53,"2022","03","24"
"USGS","02098206",2022-03-25,6.66,6.56,6.61,"2022","03","25"
"USGS","02098206",2022-03-26,6.6,6.48,6.57,"2022","03","26"
"USGS","02098206",2022-03-27,6.57,6.46,6.5,"2022","03","27"
"USGS","02098206",2022-03-28,6.48,4.67,5.44,"2022","03","28"
"USGS","02098206",2022-03-29,4.69,2.47,4.02,"2022","03","29"
"USGS","02098206",2022-03-30,4,3.92,3.96,"2022","03","30"
"USGS","02098206",2022-03-31,4.18,3.95,4.01,"2022","03","31"
"USGS","02098206",2022-04-01,4.91,4.18,4.72,"2022","04","01"
"USGS","02098206",2022-04-02,4.78,4.36,4.58,"2022","04","02"
"USGS","02098206",2022-04-03,4.37,4.04,4.19,"2022","04","03"
"USGS","02098206",2022-04-04,4.05,3.45,3.85,"2022","04","04"
"USGS","02098206",2022-04-05,3.49,3.42,3.45,"2022","04","05"
"USGS","02098206",2022-04-06,3.95,3.09,3.57,"2022","04","06"
"USGS","02098206",2022-04-07,3.95,3.19,3.6,"2022","04","07"
"USGS","02098206",2022-04-08,3.25,2.63,3.11,"2022","04","08"
"USGS","02098206",2022-04-09,2.63,2.48,2.53,"2022","04","09"
"USGS","02098206",2022-04-10,2.5,2.41,2.45,"2022","04","10"
"USGS","02098206",2022-04-11,2.96,2.39,2.74,"2022","04","11"
"USGS","02098206",2022-04-12,2.95,2.9,2.92,"2022","04","12"
"USGS","02098206",2022-04-13,2.92,2.34,2.55,"2022","04","13"
"USGS","02098206",2022-04-14,2.38,2.3,2.35,"2022","04","14"
"USGS","02098206",2022-04-15,2.35,2.29,2.32,"2022","04","15"
"USGS","02098206",2022-04-16,2.36,2.29,2.31,"2022","04","16"
"USGS","02098206",2022-04-17,2.33,2.27,2.3,"2022","04","17"
"USGS","02098206",2022-04-18,3.86,2.27,2.51,"2022","04","18"
"USGS","02098206",2022-04-19,8.55,3.86,6.73,"2022","04","19"
"USGS","02098206",2022-04-20,8.29,7.02,7.57,"2022","04","20"
"USGS","02098206",2022-04-21,7.03,3.18,5.28,"2022","04","21"
"USGS","02098206",2022-04-22,3.18,2.52,2.78,"2022","04","22"
"USGS","02098206",2022-04-23,2.53,2.43,2.49,"2022","04","23"
"USGS","02098206",2022-04-24,2.45,2.38,2.42,"2022","04","24"
"USGS","02098206",2022-04-25,2.92,2.35,2.71,"2022","04","25"
"USGS","02098206",2022-04-26,2.91,2.85,2.88,"2022","04","26"
"USGS","02098206",2022-04-27,2.87,2.3,2.66,"2022","04","27"
"USGS","02098206",2022-04-28,2.32,2.27,2.3,"2022","04","28"
"USGS","02098206",2022-04-29,2.33,2.27,2.3,"2022","04","29"
"USGS","02098206",2022-04-30,2.31,2.27,2.29,"2022","04","30"
"USGS","02098206",2022-05-01,2.39,2.26,2.3,"2022","05","01"
"USGS","02098206",2022-05-02,2.34,2.25,2.3,"2022","05","02"
"USGS","02098206",2022-05-03,2.33,2.23,2.28,"2022","05","03"
"USGS","02098206",2022-05-04,2.31,2.24,2.27,"2022","05","04"
"USGS","02098206",2022-05-05,2.29,2.22,2.26,"2022","05","05"
"USGS","02098206",2022-05-06,2.33,2.22,2.27,"2022","05","06"
"USGS","02098206",2022-05-07,2.35,2.24,2.3,"2022","05","07"
"USGS","02098206",2022-05-08,2.41,2.31,2.37,"2022","05","08"
"USGS","02098206",2022-05-09,2.94,2.33,2.67,"2022","05","09"
"USGS","02098206",2022-05-10,2.93,2.78,2.91,"2022","05","10"
"USGS","02098206",2022-05-11,2.87,2.41,2.71,"2022","05","11"
"USGS","02098206",2022-05-12,2.45,2.38,2.41,"2022","05","12"
"USGS","02098206",2022-05-13,2.45,2.38,2.41,"2022","05","13"
"USGS","02098206",2022-05-14,2.44,2.38,2.41,"2022","05","14"
"USGS","02098206",2022-05-15,2.47,2.29,2.37,"2022","05","15"
"USGS","02098206",2022-05-16,2.37,2.27,2.32,"2022","05","16"
"USGS","02098206",2022-05-17,2.38,2.31,2.34,"2022","05","17"
"USGS","02098206",2022-05-18,2.37,2.24,2.31,"2022","05","18"
"USGS","02098206",2022-05-19,2.27,2.2,2.24,"2022","05","19"
"USGS","02098206",2022-05-20,2.26,2.21,2.23,"2022","05","20"
"USGS","02098206",2022-05-21,2.25,2.19,2.22,"2022","05","21"
"USGS","02098206",2022-05-22,2.29,2.18,2.23,"2022","05","22"
"USGS","02098206",2022-05-23,2.35,2.18,2.24,"2022","05","23"
"USGS","02098206",2022-05-24,2.53,2.35,2.47,"2022","05","24"
"USGS","02098206",2022-05-25,5.21,2.32,3.29,"2022","05","25"
"USGS","02098206",2022-05-26,6.62,5.19,6.05,"2022","05","26"
"USGS","02098206",2022-05-27,6.6,5.14,5.84,"2022","05","27"
"USGS","02098206",2022-05-28,6.19,5.51,5.98,"2022","05","28"
"USGS","02098206",2022-05-29,6.05,5.64,5.82,"2022","05","29"
"USGS","02098206",2022-05-30,5.67,5.51,5.57,"2022","05","30"
"USGS","02098206",2022-05-31,5.53,2.22,3.67,"2022","05","31"
"USGS","02098206",2022-06-01,2.23,2.17,2.2,"2022","06","01"
"USGS","02098206",2022-06-02,2.21,2.13,2.17,"2022","06","02"
"USGS","02098206",2022-06-03,2.18,2.12,2.15,"2022","06","03"
"USGS","02098206",2022-06-04,2.25,2.12,2.17,"2022","06","04"
"USGS","02098206",2022-06-05,2.21,2.1,2.14,"2022","06","05"
"USGS","02098206",2022-06-06,2.21,2.14,2.17,"2022","06","06"
"USGS","02098206",2022-06-07,2.22,2.15,2.18,"2022","06","07"
"USGS","02098206",2022-06-08,2.44,2.15,2.21,"2022","06","08"
"USGS","02098206",2022-06-09,2.29,2.14,2.21,"2022","06","09"
"USGS","02098206",2022-06-10,2.18,2.11,2.14,"2022","06","10"
"USGS","02098206",2022-06-11,2.19,2.1,2.15,"2022","06","11"
"USGS","02098206",2022-06-12,2.3,2.13,2.18,"2022","06","12"
"USGS","02098206",2022-06-13,2.23,2.1,2.16,"2022","06","13"
"USGS","02098206",2022-06-14,2.18,2.08,2.13,"2022","06","14"
"USGS","02098206",2022-06-15,2.2,2.15,2.18,"2022","06","15"
"USGS","02098206",2022-06-16,2.21,2.1,2.16,"2022","06","16"
"USGS","02098206",2022-06-17,2.18,2.06,2.13,"2022","06","17"
"USGS","02098206",2022-06-18,2.22,2.08,2.13,"2022","06","18"
"USGS","02098206",2022-06-19,2.24,2.18,2.21,"2022","06","19"
"USGS","02098206",2022-06-20,2.19,2.13,2.16,"2022","06","20"
"USGS","02098206",2022-06-21,2.19,2.13,2.15,"2022","06","21"
"USGS","02098206",2022-06-22,2.16,2.1,2.13,"2022","06","22"
"USGS","02098206",2022-06-23,2.16,2.1,2.13,"2022","06","23"
"USGS","02098206",2022-06-24,2.15,2.09,2.12,"2022","06","24"
"USGS","02098206",2022-06-25,2.22,2.08,2.16,"2022","06","25"
"USGS","02098206",2022-06-26,2.23,2.17,2.19,"2022","06","26"
"USGS","02098206",2022-06-27,2.27,2.19,2.23,"2022","06","27"
"USGS","02098206",2022-06-28,2.24,2.15,2.2,"2022","06","28"
"USGS","02098206",2022-06-29,2.24,2.16,2.19,"2022","06","29"
"USGS","02098206",2022-06-30,2.23,2.16,2.19,"2022","06","30"
"USGS","02098206",2022-07-01,2.3,2.2,2.24,"2022","07","01"
"USGS","02098206",2022-07-02,2.28,2.19,2.23,"2022","07","02"
"USGS","02098206",2022-07-03,2.27,2.15,2.19,"2022","07","03"
"USGS","02098206",2022-07-04,2.23,2.15,2.19,"2022","07","04"
"USGS","02098206",2022-07-05,2.2,2.11,2.16,"2022","07","05"
"USGS","02098206",2022-07-06,2.2,2.11,2.14,"2022","07","06"
"USGS","02098206",2022-07-07,2.22,2.11,2.14,"2022","07","07"
"USGS","02098206",2022-07-08,2.35,2.12,2.21,"2022","07","08"
"USGS","02098206",2022-07-09,2.41,2.25,2.31,"2022","07","09"
"USGS","02098206",2022-07-10,2.39,2.27,2.32,"2022","07","10"
"USGS","02098206",2022-07-11,2.32,2.22,2.27,"2022","07","11"
"USGS","02098206",2022-07-12,2.26,2.19,2.23,"2022","07","12"
"USGS","02098206",2022-07-13,2.29,2.22,2.25,"2022","07","13"
"USGS","02098206",2022-07-14,2.26,2.17,2.22,"2022","07","14"
"USGS","02098206",2022-07-15,2.35,2.15,2.19,"2022","07","15"
"USGS","02098206",2022-07-16,2.54,2.35,2.47,"2022","07","16"
"USGS","02098206",2022-07-17,2.42,2.33,2.37,"2022","07","17"
"USGS","02098206",2022-07-18,2.42,2.2,2.31,"2022","07","18"
"USGS","02098206",2022-07-19,2.22,2.15,2.19,"2022","07","19"
"USGS","02098206",2022-07-20,2.2,2.13,2.17,"2022","07","20"
"USGS","02098206",2022-07-21,2.19,2.11,2.14,"2022","07","21"
"USGS","02098206",2022-07-22,2.16,2.07,2.12,"2022","07","22"
"USGS","02098206",2022-07-23,2.19,2.05,2.1,"2022","07","23"
"USGS","02098206",2022-07-24,2.47,2.19,2.28,"2022","07","24"
"USGS","02098206",2022-07-25,2.37,2.15,2.29,"2022","07","25"
"USGS","02098206",2022-07-26,2.19,2.08,2.14,"2022","07","26"
"USGS","02098206",2022-07-27,2.19,2.08,2.14,"2022","07","27"
"USGS","02098206",2022-07-28,2.19,2.09,2.14,"2022","07","28"
"USGS","02098206",2022-07-29,2.17,2.1,2.13,"2022","07","29"
"USGS","02098206",2022-07-30,2.21,2.13,2.16,"2022","07","30"
"USGS","02098206",2022-07-31,2.28,2.18,2.21,"2022","07","31"
"USGS","02098206",2022-08-01,2.23,2.08,2.17,"2022","08","01"
"USGS","02098206",2022-08-02,4.03,2.11,3.21,"2022","08","02"
"USGS","02098206",2022-08-03,4.05,2.13,2.88,"2022","08","03"
"USGS","02098206",2022-08-04,2.17,2.11,2.14,"2022","08","04"
"USGS","02098206",2022-08-05,2.22,2.11,2.16,"2022","08","05"
"USGS","02098206",2022-08-06,2.26,2.17,2.2,"2022","08","06"
"USGS","02098206",2022-08-07,2.22,2.16,2.19,"2022","08","07"
"USGS","02098206",2022-08-08,2.23,2.18,2.21,"2022","08","08"
"USGS","02098206",2022-08-09,2.28,2.17,2.23,"2022","08","09"
"USGS","02098206",2022-08-10,2.2,2.14,2.18,"2022","08","10"
"USGS","02098206",2022-08-11,2.2,2.15,2.18,"2022","08","11"
"USGS","02098206",2022-08-12,2.24,2.08,2.16,"2022","08","12"
"USGS","02098206",2022-08-13,2.25,2.11,2.19,"2022","08","13"
"USGS","02098206",2022-08-14,2.24,2.19,2.22,"2022","08","14"
"USGS","02098206",2022-08-15,2.22,2.1,2.17,"2022","08","15"
"USGS","02098206",2022-08-16,2.16,2.09,2.13,"2022","08","16"
"USGS","02098206",2022-08-17,2.16,2.12,2.14,"2022","08","17"
"USGS","02098206",2022-08-18,2.16,2.11,2.14,"2022","08","18"
"USGS","02098206",2022-08-19,2.22,2.1,2.16,"2022","08","19"
"USGS","02098206",2022-08-20,2.22,2.17,2.2,"2022","08","20"
"USGS","02098206",2022-08-21,2.26,2.18,2.22,"2022","08","21"
"USGS","02098206",2022-08-22,2.24,2.09,2.15,"2022","08","22"
"USGS","02098206",2022-08-23,2.19,2.12,2.16,"2022","08","23"
"USGS","02098206",2022-08-24,2.17,2.11,2.14,"2022","08","24"
"USGS","02098206",2022-08-25,2.23,2.09,2.16,"2022","08","25"
"USGS","02098206",2022-08-26,2.24,2.14,2.2,"2022","08","26"
"USGS","02098206",2022-08-27,2.16,2.11,2.14,"2022","08","27"
"USGS","02098206",2022-08-28,2.15,2.1,2.13,"2022","08","28"
"USGS","02098206",2022-08-29,2.2,2.09,2.15,"2022","08","29"
"USGS","02098206",2022-08-30,2.2,2.14,2.17,"2022","08","30"
"USGS","02098206",2022-08-31,2.17,2.12,2.15,"2022","08","31"
"USGS","02098206",2022-09-01,2.22,2.11,2.17,"2022","09","01"
"USGS","02098206",2022-09-02,2.27,2.1,2.19,"2022","09","02"
"USGS","02098206",2022-09-03,2.22,2.15,2.18,"2022","09","03"
"USGS","02098206",2022-09-04,2.25,2.18,2.22,"2022","09","04"
"USGS","02098206",2022-09-05,2.23,2.18,2.2,"2022","09","05"
"USGS","02098206",2022-09-06,2.24,2.19,2.21,"2022","09","06"
"USGS","02098206",2022-09-07,2.27,2.18,2.22,"2022","09","07"
"USGS","02098206",2022-09-08,2.25,2.2,2.23,"2022","09","08"
"USGS","02098206",2022-09-09,2.24,2.19,2.21,"2022","09","09"
"USGS","02098206",2022-09-10,2.25,2.19,2.22,"2022","09","10"
"USGS","02098206",2022-09-11,2.26,2.21,2.23,"2022","09","11"
"USGS","02098206",2022-09-12,2.27,2.21,2.24,"2022","09","12"
"USGS","02098206",2022-09-13,2.24,2.2,2.22,"2022","09","13"
"USGS","02098206",2022-09-14,2.25,2.14,2.2,"2022","09","14"
"USGS","02098206",2022-09-15,2.21,2.14,2.18,"2022","09","15"
"USGS","02098206",2022-09-16,2.26,2.17,2.21,"2022","09","16"
"USGS","02098206",2022-09-17,2.27,2.21,2.24,"2022","09","17"
"USGS","02098206",2022-09-18,2.24,2.15,2.2,"2022","09","18"
"USGS","02098206",2022-09-19,2.2,2.14,2.17,"2022","09","19"
"USGS","02098206",2022-09-20,2.18,2.12,2.15,"2022","09","20"
"USGS","02098206",2022-09-21,2.15,2.1,2.13,"2022","09","21"
"USGS","02098206",2022-09-22,2.16,2.02,2.1,"2022","09","22"
"USGS","02098206",2022-09-23,2.28,1.99,2.07,"2022","09","23"
"USGS","02098206",2022-09-24,2.17,2.08,2.13,"2022","09","24"
"USGS","02098206",2022-09-25,2.14,2.07,2.1,"2022","09","25"
"USGS","02098206",2022-09-26,2.12,2.04,2.08,"2022","09","26"
"USGS","02098206",2022-09-27,2.1,2.05,2.08,"2022","09","27"
"USGS","02098206",2022-09-28,2.1,2.05,2.08,"2022","09","28"
"USGS","02098206",2022-09-29,2.1,2.02,2.06,"2022","09","29"
"USGS","02098206",2022-09-30,2.18,1.91,2.02,"2022","09","30"
"USGS","02098206",2022-10-01,2.68,2.16,2.49,"2022","10","01"
"USGS","02098206",2022-10-02,2.75,2.46,2.61,"2022","10","02"
"USGS","02098206",2022-10-03,2.65,2.33,2.49,"2022","10","03"
"USGS","02098206",2022-10-04,2.34,2.18,2.26,"2022","10","04"
"USGS","02098206",2022-10-05,2.2,2.11,2.16,"2022","10","05"
"USGS","02098206",2022-10-06,2.14,2.06,2.11,"2022","10","06"
"USGS","02098206",2022-10-07,2.14,2.03,2.08,"2022","10","07"
"USGS","02098206",2022-10-08,2.12,2.06,2.09,"2022","10","08"
"USGS","02098206",2022-10-09,2.11,2.05,2.07,"2022","10","09"
"USGS","02098206",2022-10-10,2.09,2.02,2.06,"2022","10","10"
"USGS","02098206",2022-10-11,2.08,2.03,2.05,"2022","10","11"
"USGS","02098206",2022-10-12,2.12,2.03,2.07,"2022","10","12"
"USGS","02098206",2022-10-13,2.1,2.04,2.07,"2022","10","13"
"USGS","02098206",2022-10-14,2.09,2.03,2.05,"2022","10","14"
"USGS","02098206",2022-10-15,2.1,2.03,2.05,"2022","10","15"
"USGS","02098206",2022-10-16,2.08,2.02,2.05,"2022","10","16"
"USGS","02098206",2022-10-17,2.09,2.01,2.05,"2022","10","17"
"USGS","02098206",2022-10-18,2.06,2,2.03,"2022","10","18"
"USGS","02098206",2022-10-19,2.08,2.01,2.04,"2022","10","19"
"USGS","02098206",2022-10-20,2.1,2.02,2.05,"2022","10","20"
"USGS","02098206",2022-10-21,2.11,2.02,2.06,"2022","10","21"
"USGS","02098206",2022-10-22,2.13,2.07,2.1,"2022","10","22"
"USGS","02098206",2022-10-23,2.14,2.06,2.09,"2022","10","23"
"USGS","02098206",2022-10-24,2.15,2.08,2.11,"2022","10","24"
"USGS","02098206",2022-10-25,2.15,2.08,2.11,"2022","10","25"
"USGS","02098206",2022-10-26,2.13,2.08,2.1,"2022","10","26"
"USGS","02098206",2022-10-27,2.13,2.07,2.09,"2022","10","27"
"USGS","02098206",2022-10-28,2.13,2.06,2.09,"2022","10","28"
"USGS","02098206",2022-10-29,2.1,2.07,2.08,"2022","10","29"
"USGS","02098206",2022-10-30,2.12,2.08,2.09,"2022","10","30"
"USGS","02098206",2022-10-31,2.21,2.08,2.12,"2022","10","31"
"USGS","02098206",2022-11-01,2.23,2.12,2.17,"2022","11","01"
"USGS","02098206",2022-11-02,2.19,2.13,2.16,"2022","11","02"
"USGS","02098206",2022-11-03,2.17,2.12,2.14,"2022","11","03"
"USGS","02098206",2022-11-04,2.17,2.1,2.14,"2022","11","04"
"USGS","02098206",2022-11-05,2.2,2.11,2.15,"2022","11","05"
"USGS","02098206",2022-11-06,2.19,2.12,2.15,"2022","11","06"
"USGS","02098206",2022-11-07,2.17,2.12,2.14,"2022","11","07"
"USGS","02098206",2022-11-08,2.14,2.09,2.12,"2022","11","08"
"USGS","02098206",2022-11-09,2.14,2.09,2.11,"2022","11","09"
"USGS","02098206",2022-11-10,2.12,2.08,2.1,"2022","11","10"
"USGS","02098206",2022-11-11,2.25,2.08,2.18,"2022","11","11"
"USGS","02098206",2022-11-12,2.24,2.17,2.2,"2022","11","12"
"USGS","02098206",2022-11-13,2.44,2.19,2.34,"2022","11","13"
"USGS","02098206",2022-11-14,2.42,2.24,2.33,"2022","11","14"
"USGS","02098206",2022-11-15,2.24,2.15,2.19,"2022","11","15"
"USGS","02098206",2022-11-16,2.17,2.11,2.14,"2022","11","16"
"USGS","02098206",2022-11-17,2.14,2.08,2.11,"2022","11","17"
"USGS","02098206",2022-11-18,2.14,2.07,2.11,"2022","11","18"
"USGS","02098206",2022-11-19,2.23,2.13,2.18,"2022","11","19"
"USGS","02098206",2022-11-20,2.19,2.15,2.17,"2022","11","20"
"USGS","02098206",2022-11-21,2.17,2.1,2.14,"2022","11","21"
"USGS","02098206",2022-11-22,2.12,2.09,2.1,"2022","11","22"
"USGS","02098206",2022-11-23,2.19,2.09,2.13,"2022","11","23"
"USGS","02098206",2022-11-24,2.19,2.13,2.15,"2022","11","24"
"USGS","02098206",2022-11-25,2.19,2.11,2.15,"2022","11","25"
"USGS","02098206",2022-11-26,2.24,2.1,2.18,"2022","11","26"
"USGS","02098206",2022-11-27,3.2,2.24,2.59,"2022","11","27"
"USGS","02098206",2022-11-28,3.19,2.95,3.05,"2022","11","28"
"USGS","02098206",2022-11-29,4.11,2.94,3.55,"2022","11","29"
"USGS","02098206",2022-11-30,3.94,3.84,3.87,"2022","11","30"
"USGS","02098206",2022-12-01,5.01,3.87,4.38,"2022","12","01"
"USGS","02098206",2022-12-02,5.01,3.93,4.61,"2022","12","02"
"USGS","02098206",2022-12-03,3.93,3.71,3.81,"2022","12","03"
"USGS","02098206",2022-12-04,3.71,3.6,3.64,"2022","12","04"
"USGS","02098206",2022-12-05,3.61,2.77,3.25,"2022","12","05"
"USGS","02098206",2022-12-06,2.79,2.36,2.55,"2022","12","06"
"USGS","02098206",2022-12-07,2.38,2.33,2.36,"2022","12","07"
"USGS","02098206",2022-12-08,3.27,2.32,2.74,"2022","12","08"
"USGS","02098206",2022-12-09,3.28,2.67,3.04,"2022","12","09"
"USGS","02098206",2022-12-10,2.78,2.68,2.72,"2022","12","10"
"USGS","02098206",2022-12-11,2.85,2.77,2.82,"2022","12","11"
"USGS","02098206",2022-12-12,2.82,2.18,2.46,"2022","12","12"
"USGS","02098206",2022-12-13,2.19,2.14,2.16,"2022","12","13"
"USGS","02098206",2022-12-14,2.15,2.11,2.13,"2022","12","14"
"USGS","02098206",2022-12-15,4.11,2.11,2.69,"2022","12","15"
"USGS","02098206",2022-12-16,6.31,4.11,5.22,"2022","12","16"
"USGS","02098206",2022-12-17,6.18,4.9,5.5,"2022","12","17"
"USGS","02098206",2022-12-18,4.91,4.48,4.68,"2022","12","18"
"USGS","02098206",2022-12-19,6.02,4.38,5.15,"2022","12","19"
"USGS","02098206",2022-12-20,5.99,5.87,5.93,"2022","12","20"
"USGS","02098206",2022-12-21,5.91,3.6,4.8,"2022","12","21"
"USGS","02098206",2022-12-22,3.63,2.64,3.14,"2022","12","22"
"USGS","02098206",2022-12-23,4.87,2.74,3.77,"2022","12","23"
"USGS","02098206",2022-12-24,4.87,4.4,4.65,"2022","12","24"
"USGS","02098206",2022-12-25,4.41,4.09,4.25,"2022","12","25"
"USGS","02098206",2022-12-26,4.1,3.95,4.02,"2022","12","26"
"USGS","02098206",2022-12-27,4.01,3.9,3.94,"2022","12","27"
"USGS","02098206",2022-12-28,3.99,3.85,3.91,"2022","12","28"
"USGS","02098206",2022-12-29,3.88,2.52,3.21,"2022","12","29"
"USGS","02098206",2022-12-30,2.56,2.46,2.52,"2022","12","30"
"USGS","02098206",2022-12-31,2.53,2.45,2.49,"2022","12","31"
"USGS","02098206",2023-01-01,2.55,2.48,2.51,"2023","01","01"
"USGS","02098206",2023-01-02,2.6,2.53,2.57,"2023","01","02"
"USGS","02098206",2023-01-03,3.53,2.6,2.99,"2023","01","03"
"USGS","02098206",2023-01-04,3.53,3.04,3.32,"2023","01","04"
"USGS","02098206",2023-01-05,5.51,3.04,3.99,"2023","01","05"
"USGS","02098206",2023-01-06,5.56,3.66,4.76,"2023","01","06"
"USGS","02098206",2023-01-07,3.68,3.37,3.51,"2023","01","07"
"USGS","02098206",2023-01-08,3.38,3.26,3.32,"2023","01","08"
"USGS","02098206",2023-01-09,3.32,3.21,3.26,"2023","01","09"
"USGS","02098206",2023-01-10,3.24,3.01,3.14,"2023","01","10"
"USGS","02098206",2023-01-11,3.06,2.88,2.99,"2023","01","11"
"USGS","02098206",2023-01-12,2.91,2.31,2.64,"2023","01","12"
"USGS","02098206",2023-01-13,3.85,2.28,3.05,"2023","01","13"
"USGS","02098206",2023-01-14,4.14,3.82,4,"2023","01","14"
"USGS","02098206",2023-01-15,4.03,3.82,3.95,"2023","01","15"
"USGS","02098206",2023-01-16,3.85,3.68,3.77,"2023","01","16"
"USGS","02098206",2023-01-17,3.7,3.61,3.67,"2023","01","17"
"USGS","02098206",2023-01-18,3.72,2.92,3.37,"2023","01","18"
"USGS","02098206",2023-01-19,2.95,2.83,2.9,"2023","01","19"
"USGS","02098206",2023-01-20,2.84,2.29,2.53,"2023","01","20"
"USGS","02098206",2023-01-21,2.3,2.23,2.26,"2023","01","21"
"USGS","02098206",2023-01-22,2.37,2.21,2.26,"2023","01","22"
"USGS","02098206",2023-01-23,5.1,2.37,3.63,"2023","01","23"
"USGS","02098206",2023-01-24,5.71,5.06,5.3,"2023","01","24"
"USGS","02098206",2023-01-25,6.05,5.41,5.85,"2023","01","25"
"USGS","02098206",2023-01-26,7.59,6.02,7.06,"2023","01","26"
"USGS","02098206",2023-01-27,7.53,4.97,6.36,"2023","01","27"
"USGS","02098206",2023-01-28,4.97,4.48,4.7,"2023","01","28"
"USGS","02098206",2023-01-29,4.5,4.36,4.43,"2023","01","29"
