"agency_cd","site_no","Date","GH_Max","GH_Min","GH","year","month","day"
"USGS","02098206",2023-01-30,5.21,4.29,4.77,"2023","01","30"
"USGS","02098206",2023-01-31,5.2,3.5,4.34,"2023","01","31"
"USGS","02098206",2023-02-01,3.6,3.46,3.52,"2023","02","01"
"USGS","02098206",2023-02-02,3.62,3.44,3.53,"2023","02","02"
"USGS","02098206",2023-02-03,5.56,3.57,4.6,"2023","02","03"
"USGS","02098206",2023-02-04,5.55,4.96,5.31,"2023","02","04"
"USGS","02098206",2023-02-05,4.96,4.68,4.79,"2023","02","05"
"USGS","02098206",2023-02-06,4.71,2.6,3.51,"2023","02","06"
"USGS","02098206",2023-02-07,2.62,2.53,2.58,"2023","02","07"
"USGS","02098206",2023-02-08,2.57,2.47,2.51,"2023","02","08"
"USGS","02098206",2023-02-09,2.54,2.46,2.5,"2023","02","09"
"USGS","02098206",2023-02-10,2.49,2.41,2.46,"2023","02","10"
"USGS","02098206",2023-02-11,2.43,2.36,2.4,"2023","02","11"
"USGS","02098206",2023-02-12,7.33,2.38,4.07,"2023","02","12"
"USGS","02098206",2023-02-13,7.34,6.8,7.06,"2023","02","13"
"USGS","02098206",2023-02-14,6.8,5.12,6.01,"2023","02","14"
"USGS","02098206",2023-02-15,7.91,4.39,5.74,"2023","02","15"
"USGS","02098206",2023-02-16,8.37,7.78,8.08,"2023","02","16"
"USGS","02098206",2023-02-17,8.32,5.25,6.86,"2023","02","17"
"USGS","02098206",2023-02-18,5.35,5.22,5.29,"2023","02","18"
"USGS","02098206",2023-02-19,5.38,5.22,5.3,"2023","02","19"
"USGS","02098206",2023-02-20,5.32,5.22,5.27,"2023","02","20"
"USGS","02098206",2023-02-21,5.24,2.9,4.12,"2023","02","21"
"USGS","02098206",2023-02-22,2.98,2.88,2.93,"2023","02","22"
"USGS","02098206",2023-02-23,2.95,2.57,2.8,"2023","02","23"
"USGS","02098206",2023-02-24,2.7,2.53,2.6,"2023","02","24"
"USGS","02098206",2023-02-25,2.68,2.63,2.65,"2023","02","25"
"USGS","02098206",2023-02-26,2.66,2.63,2.64,"2023","02","26"
"USGS","02098206",2023-02-27,2.73,2.59,2.66,"2023","02","27"
"USGS","02098206",2023-02-28,2.71,2.64,2.68,"2023","02","28"
"USGS","02098206",2023-03-01,2.66,2.51,2.6,"2023","03","01"
"USGS","02098206",2023-03-02,2.65,2.51,2.58,"2023","03","02"
"USGS","02098206",2023-03-03,4.89,2.6,3.86,"2023","03","03"
"USGS","02098206",2023-03-04,4.87,4.51,4.71,"2023","03","04"
"USGS","02098206",2023-03-05,4.54,4.38,4.47,"2023","03","05"
"USGS","02098206",2023-03-06,4.42,2.95,3.82,"2023","03","06"
"USGS","02098206",2023-03-07,2.97,2.86,2.93,"2023","03","07"
"USGS","02098206",2023-03-08,2.9,2.78,2.85,"2023","03","08"
"USGS","02098206",2023-03-09,2.79,2.25,2.54,"2023","03","09"
"USGS","02098206",2023-03-10,2.3,2.25,2.28,"2023","03","10"
"USGS","02098206",2023-03-11,2.3,2.21,2.26,"2023","03","11"
"USGS","02098206",2023-03-12,2.32,2.25,2.29,"2023","03","12"
"USGS","02098206",2023-03-13,3.82,2.31,3.05,"2023","03","13"
"USGS","02098206",2023-03-14,3.86,3.02,3.53,"2023","03","14"
"USGS","02098206",2023-03-15,3.03,2.85,2.95,"2023","03","15"
"USGS","02098206",2023-03-16,2.86,2.32,2.54,"2023","03","16"
"USGS","02098206",2023-03-17,2.38,2.29,2.33,"2023","03","17"
"USGS","02098206",2023-03-18,2.36,2.25,2.3,"2023","03","18"
"USGS","02098206",2023-03-19,2.55,2.34,2.41,"2023","03","19"
"USGS","02098206",2023-03-20,4.49,2.51,3.47,"2023","03","20"
"USGS","02098206",2023-03-21,4.44,2.81,3.76,"2023","03","21"
"USGS","02098206",2023-03-22,2.83,2.72,2.78,"2023","03","22"
"USGS","02098206",2023-03-23,2.77,2.29,2.53,"2023","03","23"
"USGS","02098206",2023-03-24,2.35,2.21,2.3,"2023","03","24"
"USGS","02098206",2023-03-25,2.32,2.2,2.26,"2023","03","25"
"USGS","02098206",2023-03-26,2.25,2.2,2.22,"2023","03","26"
"USGS","02098206",2023-03-27,3.38,2.22,2.73,"2023","03","27"
"USGS","02098206",2023-03-28,5.4,3.37,4.57,"2023","03","28"
"USGS","02098206",2023-03-29,5.32,3.18,4.44,"2023","03","29"
"USGS","02098206",2023-03-30,3.19,3,3.1,"2023","03","30"
"USGS","02098206",2023-03-31,3,2.54,2.81,"2023","03","31"
"USGS","02098206",2023-04-01,2.58,2.48,2.53,"2023","04","01"
"USGS","02098206",2023-04-02,2.49,2.42,2.45,"2023","04","02"
"USGS","02098206",2023-04-03,2.61,2.42,2.5,"2023","04","03"
"USGS","02098206",2023-04-04,2.6,2.52,2.55,"2023","04","04"
"USGS","02098206",2023-04-05,2.58,2.5,2.53,"2023","04","05"
"USGS","02098206",2023-04-06,2.55,2.48,2.51,"2023","04","06"
"USGS","02098206",2023-04-07,6.87,2.49,3.22,"2023","04","07"
"USGS","02098206",2023-04-08,8.76,6.84,7.55,"2023","04","08"
"USGS","02098206",2023-04-09,10.23,8.47,9.49,"2023","04","09"
"USGS","02098206",2023-04-10,8.47,7.85,8.16,"2023","04","10"
"USGS","02098206",2023-04-11,9.51,6.94,8.32,"2023","04","11"
"USGS","02098206",2023-04-12,9.05,8.48,8.69,"2023","04","12"
"USGS","02098206",2023-04-13,8.5,8.29,8.42,"2023","04","13"
"USGS","02098206",2023-04-14,8.73,8.29,8.38,"2023","04","14"
"USGS","02098206",2023-04-15,9.19,8.73,9,"2023","04","15"
"USGS","02098206",2023-04-16,8.91,8.45,8.63,"2023","04","16"
"USGS","02098206",2023-04-17,8.47,8.2,8.32,"2023","04","17"
"USGS","02098206",2023-04-18,8.22,6.97,7.67,"2023","04","18"
"USGS","02098206",2023-04-19,6.99,5.52,6.41,"2023","04","19"
"USGS","02098206",2023-04-20,5.53,4.27,5.14,"2023","04","20"
"USGS","02098206",2023-04-21,4.85,3.99,4.52,"2023","04","21"
"USGS","02098206",2023-04-22,4.02,3.33,3.64,"2023","04","22"
"USGS","02098206",2023-04-23,3.68,3.48,3.59,"2023","04","23"
"USGS","02098206",2023-04-24,3.51,3.35,3.46,"2023","04","24"
"USGS","02098206",2023-04-25,3.37,2.63,2.96,"2023","04","25"
"USGS","02098206",2023-04-26,2.67,2.59,2.62,"2023","04","26"
"USGS","02098206",2023-04-27,2.6,2.29,2.41,"2023","04","27"
"USGS","02098206",2023-04-28,2.37,2.3,2.33,"2023","04","28"
"USGS","02098206",2023-04-29,2.65,2.33,2.41,"2023","04","29"
"USGS","02098206",2023-04-30,5.85,2.65,3.42,"2023","04","30"
"USGS","02098206",2023-05-01,5.96,4.55,5.51,"2023","05","01"
"USGS","02098206",2023-05-02,6.76,3.7,5.4,"2023","05","02"
"USGS","02098206",2023-05-03,6.66,6.36,6.48,"2023","05","03"
"USGS","02098206",2023-05-04,6.38,4.58,5.6,"2023","05","04"
"USGS","02098206",2023-05-05,4.59,3.19,3.91,"2023","05","05"
"USGS","02098206",2023-05-06,4.04,3.15,3.47,"2023","05","06"
"USGS","02098206",2023-05-07,4.04,3.95,4,"2023","05","07"
"USGS","02098206",2023-05-08,4.02,2.76,3.5,"2023","05","08"
"USGS","02098206",2023-05-09,2.77,2.45,2.63,"2023","05","09"
"USGS","02098206",2023-05-10,2.52,2.33,2.44,"2023","05","10"
"USGS","02098206",2023-05-11,2.38,2.32,2.35,"2023","05","11"
"USGS","02098206",2023-05-12,2.38,2.31,2.35,"2023","05","12"
"USGS","02098206",2023-05-13,2.37,2.32,2.34,"2023","05","13"
"USGS","02098206",2023-05-14,2.41,2.32,2.36,"2023","05","14"
"USGS","02098206",2023-05-15,2.44,2.36,2.4,"2023","05","15"
"USGS","02098206",2023-05-16,2.43,2.34,2.38,"2023","05","16"
"USGS","02098206",2023-05-17,2.43,2.36,2.39,"2023","05","17"
"USGS","02098206",2023-05-18,2.43,2.35,2.38,"2023","05","18"
"USGS","02098206",2023-05-19,2.4,2.31,2.36,"2023","05","19"
"USGS","02098206",2023-05-20,2.45,2.39,2.42,"2023","05","20"
"USGS","02098206",2023-05-21,2.42,2.28,2.35,"2023","05","21"
"USGS","02098206",2023-05-22,2.31,2.2,2.26,"2023","05","22"
"USGS","02098206",2023-05-23,2.23,2.17,2.2,"2023","05","23"
"USGS","02098206",2023-05-24,2.2,2.15,2.17,"2023","05","24"
"USGS","02098206",2023-05-25,2.17,2.12,2.14,"2023","05","25"
"USGS","02098206",2023-05-26,2.16,2.11,2.14,"2023","05","26"
"USGS","02098206",2023-05-27,2.14,2.11,2.12,"2023","05","27"
"USGS","02098206",2023-05-28,2.16,2.11,2.13,"2023","05","28"
"USGS","02098206",2023-05-29,2.21,2.16,2.18,"2023","05","29"
"USGS","02098206",2023-05-30,2.36,2.15,2.22,"2023","05","30"
"USGS","02098206",2023-05-31,2.46,2.35,2.42,"2023","05","31"
"USGS","02098206",2023-06-01,2.4,2.29,2.35,"2023","06","01"
"USGS","02098206",2023-06-02,2.3,2.23,2.27,"2023","06","02"
"USGS","02098206",2023-06-03,2.25,2.17,2.21,"2023","06","03"
"USGS","02098206",2023-06-04,2.19,2.12,2.15,"2023","06","04"
"USGS","02098206",2023-06-05,2.18,2.12,2.14,"2023","06","05"
"USGS","02098206",2023-06-06,2.18,2.13,2.15,"2023","06","06"
"USGS","02098206",2023-06-07,2.16,2.11,2.13,"2023","06","07"
"USGS","02098206",2023-06-08,2.13,2.08,2.11,"2023","06","08"
"USGS","02098206",2023-06-09,2.32,2.07,2.15,"2023","06","09"
"USGS","02098206",2023-06-10,2.21,2.15,2.18,"2023","06","10"
"USGS","02098206",2023-06-11,2.23,2.1,2.16,"2023","06","11"
"USGS","02098206",2023-06-12,2.19,2.15,2.17,"2023","06","12"
"USGS","02098206",2023-06-13,2.17,2.11,2.14,"2023","06","13"
"USGS","02098206",2023-06-14,2.18,2.1,2.14,"2023","06","14"
"USGS","02098206",2023-06-15,2.18,2.13,2.16,"2023","06","15"
"USGS","02098206",2023-06-16,2.17,2.12,2.15,"2023","06","16"
"USGS","02098206",2023-06-17,2.16,2.1,2.14,"2023","06","17"
"USGS","02098206",2023-06-18,2.15,2.1,2.13,"2023","06","18"
"USGS","02098206",2023-06-19,2.2,2.11,2.15,"2023","06","19"
"USGS","02098206",2023-06-20,2.26,2.13,2.2,"2023","06","20"
"USGS","02098206",2023-06-21,2.22,2.17,2.19,"2023","06","21"
"USGS","02098206",2023-06-22,2.36,2.16,2.23,"2023","06","22"
"USGS","02098206",2023-06-23,4.01,2.34,2.96,"2023","06","23"
"USGS","02098206",2023-06-24,4.71,3.95,4.48,"2023","06","24"
"USGS","02098206",2023-06-25,4.47,3.9,4.17,"2023","06","25"
"USGS","02098206",2023-06-26,5.38,3.61,4.46,"2023","06","26"
"USGS","02098206",2023-06-27,5.85,5.29,5.46,"2023","06","27"
"USGS","02098206",2023-06-28,5.88,3.61,4.69,"2023","06","28"
"USGS","02098206",2023-06-29,3.62,2.73,3.15,"2023","06","29"
"USGS","02098206",2023-06-30,2.83,2.39,2.6,"2023","06","30"
"USGS","02098206",2023-07-01,3.28,2.4,2.56,"2023","07","01"
"USGS","02098206",2023-07-02,3.51,3.13,3.35,"2023","07","02"
"USGS","02098206",2023-07-03,3.75,3.1,3.43,"2023","07","03"
"USGS","02098206",2023-07-04,3.54,3.35,3.46,"2023","07","04"
"USGS","02098206",2023-07-05,3.49,2.61,3.2,"2023","07","05"
"USGS","02098206",2023-07-06,3.39,2.63,3.03,"2023","07","06"
"USGS","02098206",2023-07-07,2.76,2.61,2.7,"2023","07","07"
"USGS","02098206",2023-07-08,2.7,2.31,2.52,"2023","07","08"
"USGS","02098206",2023-07-09,6.18,2.66,4.09,"2023","07","09"
"USGS","02098206",2023-07-10,6.16,4.72,5.08,"2023","07","10"
"USGS","02098206",2023-07-11,4.76,4.3,4.5,"2023","07","11"
"USGS","02098206",2023-07-12,4.31,4.12,4.21,"2023","07","12"
"USGS","02098206",2023-07-13,4.14,2.95,3.64,"2023","07","13"
"USGS","02098206",2023-07-14,4.99,2.99,4.06,"2023","07","14"
"USGS","02098206",2023-07-15,4.09,3.13,3.51,"2023","07","15"
"USGS","02098206",2023-07-16,3.14,2.99,3.04,"2023","07","16"
"USGS","02098206",2023-07-17,3.02,2.96,2.98,"2023","07","17"
"USGS","02098206",2023-07-18,2.99,2.93,2.96,"2023","07","18"
"USGS","02098206",2023-07-19,2.97,2.91,2.95,"2023","07","19"
"USGS","02098206",2023-07-20,2.99,2.14,2.57,"2023","07","20"
"USGS","02098206",2023-07-21,2.44,2.38,2.42,"2023","07","21"
"USGS","02098206",2023-07-22,2.43,2.4,2.42,"2023","07","22"
"USGS","02098206",2023-07-23,2.43,2.22,2.32,"2023","07","23"
"USGS","02098206",2023-07-24,2.25,2.21,2.23,"2023","07","24"
"USGS","02098206",2023-07-25,2.34,2.14,2.21,"2023","07","25"
"USGS","02098206",2023-07-26,2.2,2.15,2.18,"2023","07","26"
"USGS","02098206",2023-07-27,2.18,2.14,2.16,"2023","07","27"
"USGS","02098206",2023-07-28,2.22,2.15,2.17,"2023","07","28"
"USGS","02098206",2023-07-29,2.21,2.17,2.18,"2023","07","29"
"USGS","02098206",2023-07-30,2.19,2.14,2.17,"2023","07","30"
"USGS","02098206",2023-07-31,2.19,2.14,2.18,"2023","07","31"
"USGS","02098206",2023-08-01,2.18,2.13,2.16,"2023","08","01"
"USGS","02098206",2023-08-02,2.55,2.13,2.36,"2023","08","02"
"USGS","02098206",2023-08-03,2.55,2.13,2.33,"2023","08","03"
"USGS","02098206",2023-08-04,2.15,2.1,2.14,"2023","08","04"
"USGS","02098206",2023-08-05,2.2,2.1,2.14,"2023","08","05"
"USGS","02098206",2023-08-06,2.22,2.04,2.17,"2023","08","06"
"USGS","02098206",2023-08-07,2.24,2.15,2.19,"2023","08","07"
"USGS","02098206",2023-08-08,2.19,2.14,2.16,"2023","08","08"
"USGS","02098206",2023-08-09,2.19,2.15,2.17,"2023","08","09"
"USGS","02098206",2023-08-10,2.21,2.15,2.18,"2023","08","10"
"USGS","02098206",2023-08-11,2.21,2.17,2.2,"2023","08","11"
"USGS","02098206",2023-08-12,2.21,2.16,2.19,"2023","08","12"
"USGS","02098206",2023-08-13,2.2,2.15,2.18,"2023","08","13"
"USGS","02098206",2023-08-14,2.2,2.17,2.18,"2023","08","14"
"USGS","02098206",2023-08-15,2.22,2.14,2.18,"2023","08","15"
"USGS","02098206",2023-08-16,2.17,2.11,2.14,"2023","08","16"
"USGS","02098206",2023-08-17,2.18,2.11,2.14,"2023","08","17"
"USGS","02098206",2023-08-18,2.16,2.13,2.15,"2023","08","18"
"USGS","02098206",2023-08-19,2.17,2.11,2.14,"2023","08","19"
"USGS","02098206",2023-08-20,2.17,2.12,2.15,"2023","08","20"
"USGS","02098206",2023-08-21,2.19,2.14,2.16,"2023","08","21"
"USGS","02098206",2023-08-22,2.19,2.15,2.17,"2023","08","22"
"USGS","02098206",2023-08-23,2.18,2.15,2.16,"2023","08","23"
"USGS","02098206",2023-08-24,2.19,2.13,2.16,"2023","08","24"
"USGS","02098206",2023-08-25,2.17,2.14,2.16,"2023","08","25"
"USGS","02098206",2023-08-26,2.17,2.12,2.15,"2023","08","26"
"USGS","02098206",2023-08-27,2.47,2.14,2.22,"2023","08","27"
"USGS","02098206",2023-08-28,2.63,2.33,2.46,"2023","08","28"
"USGS","02098206",2023-08-29,2.42,2.25,2.34,"2023","08","29"
"USGS","02098206",2023-08-30,2.28,2.23,2.26,"2023","08","30"
"USGS","02098206",2023-08-31,2.31,2.19,2.25,"2023","08","31"
"USGS","02098206",2023-09-01,2.25,2.13,2.2,"2023","09","01"
"USGS","02098206",2023-09-02,2.13,2.06,2.1,"2023","09","02"
"USGS","02098206",2023-09-03,2.09,2.05,2.07,"2023","09","03"
"USGS","02098206",2023-09-04,2.19,2.02,2.11,"2023","09","04"
"USGS","02098206",2023-09-05,2.17,2.14,2.16,"2023","09","05"
"USGS","02098206",2023-09-06,2.17,2.14,2.15,"2023","09","06"
"USGS","02098206",2023-09-07,2.16,2.13,2.15,"2023","09","07"
"USGS","02098206",2023-09-08,2.17,2.12,2.14,"2023","09","08"
"USGS","02098206",2023-09-09,2.2,2.07,2.13,"2023","09","09"
"USGS","02098206",2023-09-10,2.24,2.18,2.21,"2023","09","10"
"USGS","02098206",2023-09-11,2.21,2.15,2.18,"2023","09","11"
"USGS","02098206",2023-09-12,2.2,2.14,2.17,"2023","09","12"
"USGS","02098206",2023-09-13,2.21,2.16,2.19,"2023","09","13"
"USGS","02098206",2023-09-14,2.18,1.98,2.07,"2023","09","14"
"USGS","02098206",2023-09-15,2.32,1.97,2.13,"2023","09","15"
"USGS","02098206",2023-09-16,2.34,2.26,2.31,"2023","09","16"
"USGS","02098206",2023-09-17,2.28,2.21,2.25,"2023","09","17"
"USGS","02098206",2023-09-18,2.22,2.17,2.2,"2023","09","18"
"USGS","02098206",2023-09-19,2.2,2.15,2.18,"2023","09","19"
"USGS","02098206",2023-09-20,2.19,2.13,2.16,"2023","09","20"
"USGS","02098206",2023-09-21,2.18,2.12,2.15,"2023","09","21"
"USGS","02098206",2023-09-22,2.14,2.09,2.13,"2023","09","22"
"USGS","02098206",2023-09-23,2.15,2.07,2.12,"2023","09","23"
"USGS","02098206",2023-09-24,2.18,2.13,2.16,"2023","09","24"
"USGS","02098206",2023-09-25,2.17,2.13,2.15,"2023","09","25"
"USGS","02098206",2023-09-26,2.16,2.12,2.14,"2023","09","26"
"USGS","02098206",2023-09-27,2.16,2.12,2.14,"2023","09","27"
"USGS","02098206",2023-09-28,2.15,2.11,2.13,"2023","09","28"
"USGS","02098206",2023-09-29,2.14,2,2.1,"2023","09","29"
"USGS","02098206",2023-09-30,2.16,2.11,2.13,"2023","09","30"
"USGS","02098206",2023-10-01,2.17,2.12,2.14,"2023","10","01"
"USGS","02098206",2023-10-02,2.17,2.12,2.14,"2023","10","02"
"USGS","02098206",2023-10-03,2.16,2.08,2.12,"2023","10","03"
"USGS","02098206",2023-10-04,2.11,2.06,2.09,"2023","10","04"
"USGS","02098206",2023-10-05,2.12,2.05,2.09,"2023","10","05"
"USGS","02098206",2023-10-06,2.13,2.08,2.1,"2023","10","06"
"USGS","02098206",2023-10-07,2.1,2.04,2.08,"2023","10","07"
"USGS","02098206",2023-10-08,2.11,2.06,2.09,"2023","10","08"
"USGS","02098206",2023-10-09,2.15,2.07,2.1,"2023","10","09"
"USGS","02098206",2023-10-10,2.13,2.08,2.1,"2023","10","10"
"USGS","02098206",2023-10-11,2.12,2.08,2.1,"2023","10","11"
"USGS","02098206",2023-10-12,2.12,2.07,2.09,"2023","10","12"
"USGS","02098206",2023-10-13,2.13,2.06,2.1,"2023","10","13"
"USGS","02098206",2023-10-14,2.13,2.07,2.1,"2023","10","14"
"USGS","02098206",2023-10-15,2.13,2.08,2.11,"2023","10","15"
"USGS","02098206",2023-10-16,2.13,2.09,2.11,"2023","10","16"
"USGS","02098206",2023-10-17,2.16,2.1,2.13,"2023","10","17"
"USGS","02098206",2023-10-18,2.17,2.09,2.14,"2023","10","18"
"USGS","02098206",2023-10-19,2.17,2.1,2.13,"2023","10","19"
"USGS","02098206",2023-10-20,2.16,2.08,2.12,"2023","10","20"
"USGS","02098206",2023-10-21,2.13,2.08,2.11,"2023","10","21"
"USGS","02098206",2023-10-22,2.13,2.06,2.1,"2023","10","22"
"USGS","02098206",2023-10-23,2.15,2.07,2.1,"2023","10","23"
"USGS","02098206",2023-10-24,2.14,2.08,2.11,"2023","10","24"
"USGS","02098206",2023-10-25,2.14,2.08,2.11,"2023","10","25"
"USGS","02098206",2023-10-26,2.13,2.08,2.1,"2023","10","26"
"USGS","02098206",2023-10-27,2.13,2.08,2.1,"2023","10","27"
"USGS","02098206",2023-10-28,2.12,2.07,2.1,"2023","10","28"
"USGS","02098206",2023-10-29,2.13,2.08,2.11,"2023","10","29"
"USGS","02098206",2023-10-30,2.14,2.07,2.11,"2023","10","30"
"USGS","02098206",2023-10-31,2.1,2.06,2.08,"2023","10","31"
"USGS","02098206",2023-11-01,2.1,2.03,2.08,"2023","11","01"
"USGS","02098206",2023-11-02,2.11,2.05,2.09,"2023","11","02"
"USGS","02098206",2023-11-03,2.12,1.96,2.06,"2023","11","03"
"USGS","02098206",2023-11-04,2.07,2.03,2.04,"2023","11","04"
"USGS","02098206",2023-11-05,2.09,2.03,2.05,"2023","11","05"
"USGS","02098206",2023-11-06,2.1,2.03,2.05,"2023","11","06"
"USGS","02098206",2023-11-07,2.09,2.03,2.05,"2023","11","07"
"USGS","02098206",2023-11-08,2.09,2.03,2.05,"2023","11","08"
"USGS","02098206",2023-11-09,2.1,2.04,2.06,"2023","11","09"
"USGS","02098206",2023-11-10,2.06,2.02,2.04,"2023","11","10"
"USGS","02098206",2023-11-11,2.06,2.04,2.04,"2023","11","11"
"USGS","02098206",2023-11-12,2.08,2.03,2.05,"2023","11","12"
"USGS","02098206",2023-11-13,2.09,2.04,2.06,"2023","11","13"
"USGS","02098206",2023-11-14,2.09,2.03,2.05,"2023","11","14"
"USGS","02098206",2023-11-15,2.05,2.03,2.04,"2023","11","15"
"USGS","02098206",2023-11-16,2.08,2.03,2.04,"2023","11","16"
"USGS","02098206",2023-11-17,2.07,2.03,2.04,"2023","11","17"
"USGS","02098206",2023-11-18,2.06,2.01,2.04,"2023","11","18"
"USGS","02098206",2023-11-19,2.06,2.02,2.03,"2023","11","19"
"USGS","02098206",2023-11-20,2.07,2.02,2.04,"2023","11","20"
"USGS","02098206",2023-11-21,2.04,1.98,2.02,"2023","11","21"
"USGS","02098206",2023-11-22,2.06,1.98,2.01,"2023","11","22"
"USGS","02098206",2023-11-23,2.09,2.03,2.05,"2023","11","23"
"USGS","02098206",2023-11-24,2.23,2.09,2.19,"2023","11","24"
"USGS","02098206",2023-11-25,2.18,2.08,2.12,"2023","11","25"
"USGS","02098206",2023-11-26,2.09,2.02,2.05,"2023","11","26"
"USGS","02098206",2023-11-27,2.04,1.97,2.01,"2023","11","27"
"USGS","02098206",2023-11-28,2,1.94,1.98,"2023","11","28"
"USGS","02098206",2023-11-29,2,1.97,1.98,"2023","11","29"
"USGS","02098206",2023-11-30,2.04,1.98,2,"2023","11","30"
"USGS","02098206",2023-12-01,2.02,1.99,2.01,"2023","12","01"
"USGS","02098206",2023-12-02,2.01,1.98,2,"2023","12","02"
"USGS","02098206",2023-12-03,2.02,1.99,2.01,"2023","12","03"
"USGS","02098206",2023-12-04,2.03,1.99,2.01,"2023","12","04"
"USGS","02098206",2023-12-05,2.03,1.98,2,"2023","12","05"
"USGS","02098206",2023-12-06,2.02,1.96,2,"2023","12","06"
"USGS","02098206",2023-12-07,2.02,1.98,2,"2023","12","07"
"USGS","02098206",2023-12-08,2.04,1.97,2,"2023","12","08"
"USGS","02098206",2023-12-09,2.03,2,2.01,"2023","12","09"
"USGS","02098206",2023-12-10,2.19,2,2.06,"2023","12","10"
"USGS","02098206",2023-12-11,2.48,2.1,2.29,"2023","12","11"
"USGS","02098206",2023-12-12,3.1,2.48,2.93,"2023","12","12"
"USGS","02098206",2023-12-13,2.73,2.29,2.47,"2023","12","13"
"USGS","02098206",2023-12-14,2.29,2.17,2.23,"2023","12","14"
"USGS","02098206",2023-12-15,2.18,2.12,2.14,"2023","12","15"
"USGS","02098206",2023-12-16,2.13,2.08,2.1,"2023","12","16"
"USGS","02098206",2023-12-17,4.9,2.07,2.47,"2023","12","17"
"USGS","02098206",2023-12-18,7.01,4.9,6.38,"2023","12","18"
"USGS","02098206",2023-12-19,7.09,5.57,6.26,"2023","12","19"
"USGS","02098206",2023-12-20,6.65,5.64,6.01,"2023","12","20"
"USGS","02098206",2023-12-21,5.65,5.21,5.52,"2023","12","21"
"USGS","02098206",2023-12-22,5.38,3.23,4.33,"2023","12","22"
"USGS","02098206",2023-12-23,3.26,3.04,3.2,"2023","12","23"
"USGS","02098206",2023-12-24,3.21,3.08,3.15,"2023","12","24"
"USGS","02098206",2023-12-25,3.16,3.09,3.12,"2023","12","25"
"USGS","02098206",2023-12-26,3.23,2.93,3.13,"2023","12","26"
"USGS","02098206",2023-12-27,7.33,3.22,5.47,"2023","12","27"
"USGS","02098206",2023-12-28,7.26,5.7,6.79,"2023","12","28"
"USGS","02098206",2023-12-29,5.7,3.87,4.67,"2023","12","29"
"USGS","02098206",2023-12-30,4.81,3.49,3.82,"2023","12","30"
"USGS","02098206",2023-12-31,4.83,3.29,3.99,"2023","12","31"
"USGS","02098206",2024-01-01,4.72,4.36,4.65,"2024","01","01"
"USGS","02098206",2024-01-02,4.66,3.12,3.56,"2024","01","02"
"USGS","02098206",2024-01-03,5.88,4.26,5.01,"2024","01","03"
"USGS","02098206",2024-01-04,5.89,5.55,5.81,"2024","01","04"
"USGS","02098206",2024-01-05,5.8,5.31,5.67,"2024","01","05"
"USGS","02098206",2024-01-06,5.91,5.55,5.77,"2024","01","06"
"USGS","02098206",2024-01-07,6.68,5.91,6.34,"2024","01","07"
"USGS","02098206",2024-01-08,6.66,2.96,5.26,"2024","01","08"
"USGS","02098206",2024-01-09,7.96,2.61,3.4,"2024","01","09"
"USGS","02098206",2024-01-10,10.41,7.59,8.97,"2024","01","10"
"USGS","02098206",2024-01-11,9.21,7.58,8.3,"2024","01","11"
"USGS","02098206",2024-01-12,9.47,8.79,9.12,"2024","01","12"
"USGS","02098206",2024-01-13,10.73,8.9,9.72,"2024","01","13"
"USGS","02098206",2024-01-14,9.68,8.52,9.04,"2024","01","14"
"USGS","02098206",2024-01-15,9.17,7.75,8.24,"2024","01","15"
"USGS","02098206",2024-01-16,8.99,7.36,8.27,"2024","01","16"
"USGS","02098206",2024-01-17,8.97,8.85,8.92,"2024","01","17"
"USGS","02098206",2024-01-18,8.87,8.76,8.82,"2024","01","18"
"USGS","02098206",2024-01-19,8.78,8.66,8.72,"2024","01","19"
"USGS","02098206",2024-01-20,8.67,8.55,8.62,"2024","01","20"
"USGS","02098206",2024-01-21,8.57,8.26,8.53,"2024","01","21"
"USGS","02098206",2024-01-22,8.51,8.21,8.46,"2024","01","22"
"USGS","02098206",2024-01-23,8.43,7.07,7.89,"2024","01","23"
"USGS","02098206",2024-01-24,7.1,6.43,6.78,"2024","01","24"
"USGS","02098206",2024-01-25,6.46,4.99,5.91,"2024","01","25"
"USGS","02098206",2024-01-26,5.03,2.74,4.11,"2024","01","26"
"USGS","02098206",2024-01-27,2.95,2.76,2.82,"2024","01","27"
"USGS","02098206",2024-01-28,6.17,2.95,4.46,"2024","01","28"
