"site_no","Date","Flow_Max","Flow_Min","Flow","year","month","day"
"02096960",2020-06-13,NA,NA,1860,"2020","06","13"
"02096960",2020-06-14,NA,NA,907,"2020","06","14"
"02096960",2020-06-15,NA,NA,652,"2020","06","15"
"02096960",2020-06-16,NA,NA,846,"2020","06","16"
"02096960",2020-06-17,NA,NA,4230,"2020","06","17"
"02096960",2020-06-18,NA,NA,2780,"2020","06","18"
"02096960",2020-06-19,NA,NA,1740,"2020","06","19"
"02096960",2020-06-20,NA,NA,3160,"2020","06","20"
"02096960",2020-06-21,NA,NA,2350,"2020","06","21"
"02096960",2020-06-22,NA,NA,1390,"2020","06","22"
"02096960",2020-06-23,NA,NA,1000,"2020","06","23"
"02096960",2020-06-24,NA,NA,763,"2020","06","24"
"02096960",2020-06-25,NA,NA,603,"2020","06","25"
"02096960",2020-06-26,NA,NA,528,"2020","06","26"
"02096960",2020-06-27,NA,NA,484,"2020","06","27"
"02096960",2020-06-28,NA,NA,419,"2020","06","28"
"02096960",2020-06-29,NA,NA,448,"2020","06","29"
"02096960",2020-06-30,NA,NA,453,"2020","06","30"
"02096960",2020-07-01,NA,NA,373,"2020","07","01"
"02096960",2020-07-02,NA,NA,364,"2020","07","02"
"02096960",2020-07-03,NA,NA,350,"2020","07","03"
"02096960",2020-07-04,NA,NA,328,"2020","07","04"
"02096960",2020-07-05,NA,NA,302,"2020","07","05"
"02096960",2020-07-06,NA,NA,295,"2020","07","06"
"02096960",2020-07-07,NA,NA,279,"2020","07","07"
"02096960",2020-07-08,NA,NA,235,"2020","07","08"
"02096960",2020-07-09,NA,NA,290,"2020","07","09"
"02096960",2020-07-10,NA,NA,380,"2020","07","10"
"02096960",2020-07-11,NA,NA,431,"2020","07","11"
"02096960",2020-07-12,NA,NA,461,"2020","07","12"
"02096960",2020-07-13,NA,NA,404,"2020","07","13"
"02096960",2020-07-14,NA,NA,303,"2020","07","14"
"02096960",2020-07-15,NA,NA,247,"2020","07","15"
"02096960",2020-07-16,NA,NA,221,"2020","07","16"
"02096960",2020-07-17,NA,NA,204,"2020","07","17"
"02096960",2020-07-18,NA,NA,607,"2020","07","18"
"02096960",2020-07-19,NA,NA,675,"2020","07","19"
"02096960",2020-07-20,NA,NA,353,"2020","07","20"
"02096960",2020-07-21,NA,NA,280,"2020","07","21"
"02096960",2020-07-22,NA,NA,230,"2020","07","22"
"02096960",2020-07-23,NA,NA,199,"2020","07","23"
"02096960",2020-07-24,NA,NA,968,"2020","07","24"
"02096960",2020-07-25,NA,NA,1900,"2020","07","25"
"02096960",2020-07-26,NA,NA,1030,"2020","07","26"
"02096960",2020-07-27,NA,NA,634,"2020","07","27"
"02096960",2020-07-28,NA,NA,367,"2020","07","28"
"02096960",2020-07-29,NA,NA,391,"2020","07","29"
"02096960",2020-07-30,NA,NA,377,"2020","07","30"
"02096960",2020-07-31,NA,NA,585,"2020","07","31"
"02096960",2020-08-01,NA,NA,372,"2020","08","01"
"02096960",2020-08-02,NA,NA,289,"2020","08","02"
"02096960",2020-08-03,NA,NA,309,"2020","08","03"
"02096960",2020-08-04,NA,NA,3860,"2020","08","04"
"02096960",2020-08-05,NA,NA,1470,"2020","08","05"
"02096960",2020-08-06,NA,NA,1090,"2020","08","06"
"02096960",2020-08-07,NA,NA,1330,"2020","08","07"
"02096960",2020-08-08,NA,NA,2560,"2020","08","08"
"02096960",2020-08-09,NA,NA,2570,"2020","08","09"
"02096960",2020-08-10,NA,NA,1550,"2020","08","10"
"02096960",2020-08-11,NA,NA,972,"2020","08","11"
"02096960",2020-08-12,NA,NA,718,"2020","08","12"
"02096960",2020-08-13,NA,NA,424,"2020","08","13"
"02096960",2020-08-14,NA,NA,385,"2020","08","14"
"02096960",2020-08-15,NA,NA,1240,"2020","08","15"
"02096960",2020-08-16,NA,NA,4460,"2020","08","16"
"02096960",2020-08-17,NA,NA,2740,"2020","08","17"
"02096960",2020-08-18,NA,NA,1780,"2020","08","18"
"02096960",2020-08-19,NA,NA,1410,"2020","08","19"
"02096960",2020-08-20,NA,NA,1190,"2020","08","20"
"02096960",2020-08-21,NA,NA,1100,"2020","08","21"
"02096960",2020-08-22,NA,NA,1200,"2020","08","22"
"02096960",2020-08-23,NA,NA,1470,"2020","08","23"
"02096960",2020-08-24,NA,NA,875,"2020","08","24"
"02096960",2020-08-25,NA,NA,583,"2020","08","25"
"02096960",2020-08-26,NA,NA,463,"2020","08","26"
"02096960",2020-08-27,NA,NA,393,"2020","08","27"
"02096960",2020-08-28,NA,NA,341,"2020","08","28"
"02096960",2020-08-29,NA,NA,269,"2020","08","29"
"02096960",2020-08-30,NA,NA,265,"2020","08","30"
"02096960",2020-08-31,NA,NA,255,"2020","08","31"
"02096960",2020-09-01,NA,NA,1440,"2020","09","01"
"02096960",2020-09-02,NA,NA,1710,"2020","09","02"
"02096960",2020-09-03,NA,NA,1620,"2020","09","03"
"02096960",2020-09-04,NA,NA,1140,"2020","09","04"
"02096960",2020-09-05,NA,NA,691,"2020","09","05"
"02096960",2020-09-06,NA,NA,428,"2020","09","06"
"02096960",2020-09-07,NA,NA,323,"2020","09","07"
"02096960",2020-09-08,NA,NA,258,"2020","09","08"
"02096960",2020-09-09,NA,NA,203,"2020","09","09"
"02096960",2020-09-10,NA,NA,209,"2020","09","10"
"02096960",2020-09-11,NA,NA,222,"2020","09","11"
"02096960",2020-09-12,NA,NA,273,"2020","09","12"
"02096960",2020-09-13,NA,NA,519,"2020","09","13"
"02096960",2020-09-14,NA,NA,413,"2020","09","14"
"02096960",2020-09-15,NA,NA,327,"2020","09","15"
"02096960",2020-09-16,NA,NA,261,"2020","09","16"
"02096960",2020-09-17,NA,NA,238,"2020","09","17"
"02096960",2020-09-18,NA,NA,6100,"2020","09","18"
"02096960",2020-09-19,NA,NA,3500,"2020","09","19"
"02096960",2020-09-20,NA,NA,1530,"2020","09","20"
"02096960",2020-09-21,NA,NA,954,"2020","09","21"
"02096960",2020-09-22,NA,NA,602,"2020","09","22"
"02096960",2020-09-23,NA,NA,466,"2020","09","23"
"02096960",2020-09-24,NA,NA,379,"2020","09","24"
"02096960",2020-09-25,NA,NA,704,"2020","09","25"
"02096960",2020-09-26,NA,NA,3550,"2020","09","26"
"02096960",2020-09-27,NA,NA,1960,"2020","09","27"
"02096960",2020-09-28,NA,NA,1260,"2020","09","28"
"02096960",2020-09-29,NA,NA,903,"2020","09","29"
"02096960",2020-09-30,NA,NA,3820,"2020","09","30"
"02096960",2020-10-01,NA,NA,2520,"2020","10","01"
"02096960",2020-10-02,NA,NA,1350,"2020","10","02"
"02096960",2020-10-03,NA,NA,882,"2020","10","03"
"02096960",2020-10-04,NA,NA,678,"2020","10","04"
"02096960",2020-10-05,NA,NA,520,"2020","10","05"
"02096960",2020-10-06,NA,NA,439,"2020","10","06"
"02096960",2020-10-07,NA,NA,383,"2020","10","07"
"02096960",2020-10-08,NA,NA,350,"2020","10","08"
"02096960",2020-10-09,NA,NA,356,"2020","10","09"
"02096960",2020-10-10,NA,NA,359,"2020","10","10"
"02096960",2020-10-11,NA,NA,1290,"2020","10","11"
"02096960",2020-10-12,NA,NA,5880,"2020","10","12"
"02096960",2020-10-13,NA,NA,3330,"2020","10","13"
"02096960",2020-10-14,NA,NA,2420,"2020","10","14"
"02096960",2020-10-15,NA,NA,1450,"2020","10","15"
"02096960",2020-10-16,NA,NA,1180,"2020","10","16"
"02096960",2020-10-17,NA,NA,1490,"2020","10","17"
"02096960",2020-10-18,NA,NA,951,"2020","10","18"
"02096960",2020-10-19,NA,NA,680,"2020","10","19"
"02096960",2020-10-20,NA,NA,629,"2020","10","20"
"02096960",2020-10-21,NA,NA,533,"2020","10","21"
"02096960",2020-10-22,NA,NA,476,"2020","10","22"
"02096960",2020-10-23,NA,NA,459,"2020","10","23"
"02096960",2020-10-24,NA,NA,437,"2020","10","24"
"02096960",2020-10-25,NA,NA,416,"2020","10","25"
"02096960",2020-10-26,NA,NA,665,"2020","10","26"
"02096960",2020-10-27,NA,NA,1110,"2020","10","27"
"02096960",2020-10-28,NA,NA,1500,"2020","10","28"
"02096960",2020-10-29,NA,NA,1190,"2020","10","29"
"02096960",2020-10-30,NA,NA,3340,"2020","10","30"
"02096960",2020-10-31,NA,NA,3260,"2020","10","31"
"02096960",2020-11-01,NA,NA,1590,"2020","11","01"
"02096960",2020-11-02,NA,NA,2170,"2020","11","02"
"02096960",2020-11-03,NA,NA,1490,"2020","11","03"
"02096960",2020-11-04,NA,NA,1070,"2020","11","04"
"02096960",2020-11-05,NA,NA,883,"2020","11","05"
"02096960",2020-11-06,NA,NA,753,"2020","11","06"
"02096960",2020-11-07,NA,NA,619,"2020","11","07"
"02096960",2020-11-08,NA,NA,634,"2020","11","08"
"02096960",2020-11-09,NA,NA,534,"2020","11","09"
"02096960",2020-11-10,NA,NA,511,"2020","11","10"
"02096960",2020-11-11,NA,NA,627,"2020","11","11"
"02096960",2020-11-12,NA,NA,13400,"2020","11","12"
"02096960",2020-11-13,NA,NA,30600,"2020","11","13"
"02096960",2020-11-14,NA,NA,13900,"2020","11","14"
"02096960",2020-11-15,NA,NA,5210,"2020","11","15"
"02096960",2020-11-16,NA,NA,2720,"2020","11","16"
"02096960",2020-11-17,NA,NA,1820,"2020","11","17"
"02096960",2020-11-18,NA,NA,1340,"2020","11","18"
"02096960",2020-11-19,NA,NA,1070,"2020","11","19"
"02096960",2020-11-20,NA,NA,891,"2020","11","20"
"02096960",2020-11-21,NA,NA,811,"2020","11","21"
"02096960",2020-11-22,NA,NA,769,"2020","11","22"
"02096960",2020-11-23,NA,NA,745,"2020","11","23"
"02096960",2020-11-24,NA,NA,722,"2020","11","24"
"02096960",2020-11-25,NA,NA,758,"2020","11","25"
"02096960",2020-11-26,NA,NA,847,"2020","11","26"
"02096960",2020-11-27,NA,NA,903,"2020","11","27"
"02096960",2020-11-28,NA,NA,843,"2020","11","28"
"02096960",2020-11-29,NA,NA,776,"2020","11","29"
"02096960",2020-11-30,NA,NA,8710,"2020","11","30"
"02096960",2020-12-01,NA,NA,8540,"2020","12","01"
"02096960",2020-12-02,NA,NA,4030,"2020","12","02"
"02096960",2020-12-03,NA,NA,2750,"2020","12","03"
"02096960",2020-12-04,NA,NA,2390,"2020","12","04"
"02096960",2020-12-05,NA,NA,4340,"2020","12","05"
"02096960",2020-12-06,NA,NA,4540,"2020","12","06"
"02096960",2020-12-07,NA,NA,2840,"2020","12","07"
"02096960",2020-12-08,NA,NA,2040,"2020","12","08"
"02096960",2020-12-09,NA,NA,1560,"2020","12","09"
"02096960",2020-12-10,NA,NA,1240,"2020","12","10"
"02096960",2020-12-11,NA,NA,1060,"2020","12","11"
"02096960",2020-12-12,NA,NA,972,"2020","12","12"
"02096960",2020-12-13,NA,NA,1010,"2020","12","13"
"02096960",2020-12-14,NA,NA,4940,"2020","12","14"
"02096960",2020-12-15,NA,NA,11600,"2020","12","15"
"02096960",2020-12-16,NA,NA,7710,"2020","12","16"
"02096960",2020-12-17,NA,NA,10500,"2020","12","17"
"02096960",2020-12-18,NA,NA,4670,"2020","12","18"
"02096960",2020-12-19,NA,NA,2820,"2020","12","19"
"02096960",2020-12-20,NA,NA,2780,"2020","12","20"
"02096960",2020-12-21,NA,NA,3710,"2020","12","21"
"02096960",2020-12-22,NA,NA,2420,"2020","12","22"
"02096960",2020-12-23,NA,NA,1800,"2020","12","23"
"02096960",2020-12-24,NA,NA,4630,"2020","12","24"
"02096960",2020-12-25,NA,NA,9060,"2020","12","25"
"02096960",2020-12-26,NA,NA,4670,"2020","12","26"
"02096960",2020-12-27,NA,NA,2940,"2020","12","27"
"02096960",2020-12-28,NA,NA,2260,"2020","12","28"
"02096960",2020-12-29,NA,NA,1800,"2020","12","29"
"02096960",2020-12-30,NA,NA,1470,"2020","12","30"
"02096960",2020-12-31,NA,NA,1450,"2020","12","31"
"02096960",2021-01-01,NA,NA,1640,"2021","01","01"
"02096960",2021-01-02,NA,NA,3120,"2021","01","02"
"02096960",2021-01-03,NA,NA,11200,"2021","01","03"
"02096960",2021-01-04,NA,NA,6030,"2021","01","04"
"02096960",2021-01-05,NA,NA,3160,"2021","01","05"
"02096960",2021-01-06,NA,NA,2390,"2021","01","06"
"02096960",2021-01-07,NA,NA,1830,"2021","01","07"
"02096960",2021-01-08,NA,NA,1580,"2021","01","08"
"02096960",2021-01-09,NA,NA,1780,"2021","01","09"
"02096960",2021-01-10,NA,NA,1880,"2021","01","10"
"02096960",2021-01-11,NA,NA,1650,"2021","01","11"
"02096960",2021-01-12,NA,NA,1430,"2021","01","12"
"02096960",2021-01-13,NA,NA,1280,"2021","01","13"
"02096960",2021-01-14,NA,NA,1180,"2021","01","14"
"02096960",2021-01-15,NA,NA,1100,"2021","01","15"
"02096960",2021-01-16,NA,NA,1230,"2021","01","16"
"02096960",2021-01-17,NA,NA,1370,"2021","01","17"
"02096960",2021-01-18,NA,NA,1150,"2021","01","18"
"02096960",2021-01-19,NA,NA,995,"2021","01","19"
"02096960",2021-01-20,NA,NA,932,"2021","01","20"
"02096960",2021-01-21,NA,NA,885,"2021","01","21"
"02096960",2021-01-22,NA,NA,857,"2021","01","22"
"02096960",2021-01-23,NA,NA,837,"2021","01","23"
"02096960",2021-01-24,NA,NA,898,"2021","01","24"
"02096960",2021-01-25,NA,NA,918,"2021","01","25"
"02096960",2021-01-26,NA,NA,2160,"2021","01","26"
"02096960",2021-01-27,NA,NA,3300,"2021","01","27"
"02096960",2021-01-28,NA,NA,4740,"2021","01","28"
"02096960",2021-01-29,NA,NA,4900,"2021","01","29"
"02096960",2021-01-30,NA,NA,2900,"2021","01","30"
"02096960",2021-01-31,NA,NA,5550,"2021","01","31"
"02096960",2021-02-01,NA,NA,9760,"2021","02","01"
"02096960",2021-02-02,NA,NA,4400,"2021","02","02"
"02096960",2021-02-03,NA,NA,2850,"2021","02","03"
"02096960",2021-02-04,NA,NA,2130,"2021","02","04"
"02096960",2021-02-05,NA,NA,1790,"2021","02","05"
"02096960",2021-02-06,NA,NA,1620,"2021","02","06"
"02096960",2021-02-07,NA,NA,3530,"2021","02","07"
"02096960",2021-02-08,NA,NA,5100,"2021","02","08"
"02096960",2021-02-09,NA,NA,2930,"2021","02","09"
"02096960",2021-02-10,NA,NA,2230,"2021","02","10"
"02096960",2021-02-11,NA,NA,1880,"2021","02","11"
"02096960",2021-02-12,NA,NA,6860,"2021","02","12"
"02096960",2021-02-13,NA,NA,9890,"2021","02","13"
"02096960",2021-02-14,NA,NA,14400,"2021","02","14"
"02096960",2021-02-15,NA,NA,11500,"2021","02","15"
"02096960",2021-02-16,NA,NA,16600,"2021","02","16"
"02096960",2021-02-17,NA,NA,9830,"2021","02","17"
"02096960",2021-02-18,NA,NA,6840,"2021","02","18"
"02096960",2021-02-19,NA,NA,11500,"2021","02","19"
"02096960",2021-02-20,NA,NA,7120,"2021","02","20"
"02096960",2021-02-21,NA,NA,4140,"2021","02","21"
"02096960",2021-02-22,NA,NA,3110,"2021","02","22"
"02096960",2021-02-23,NA,NA,4510,"2021","02","23"
"02096960",2021-02-24,NA,NA,3070,"2021","02","24"
"02096960",2021-02-25,NA,NA,2530,"2021","02","25"
"02096960",2021-02-26,NA,NA,2180,"2021","02","26"
"02096960",2021-02-27,NA,NA,6340,"2021","02","27"
"02096960",2021-02-28,NA,NA,5010,"2021","02","28"
"02096960",2021-03-01,NA,NA,3470,"2021","03","01"
"02096960",2021-03-02,NA,NA,3470,"2021","03","02"
"02096960",2021-03-03,NA,NA,2450,"2021","03","03"
"02096960",2021-03-04,NA,NA,1990,"2021","03","04"
"02096960",2021-03-05,NA,NA,1720,"2021","03","05"
"02096960",2021-03-06,NA,NA,1650,"2021","03","06"
"02096960",2021-03-07,NA,NA,1490,"2021","03","07"
"02096960",2021-03-08,NA,NA,1310,"2021","03","08"
"02096960",2021-03-09,NA,NA,1220,"2021","03","09"
"02096960",2021-03-10,NA,NA,1150,"2021","03","10"
"02096960",2021-03-11,NA,NA,1100,"2021","03","11"
"02096960",2021-03-12,NA,NA,1170,"2021","03","12"
"02096960",2021-03-13,NA,NA,1160,"2021","03","13"
"02096960",2021-03-14,NA,NA,1060,"2021","03","14"
"02096960",2021-03-15,NA,NA,987,"2021","03","15"
"02096960",2021-03-16,NA,NA,1020,"2021","03","16"
"02096960",2021-03-17,NA,NA,1430,"2021","03","17"
"02096960",2021-03-18,NA,NA,1380,"2021","03","18"
"02096960",2021-03-19,NA,NA,5120,"2021","03","19"
"02096960",2021-03-20,NA,NA,4820,"2021","03","20"
"02096960",2021-03-21,NA,NA,3490,"2021","03","21"
"02096960",2021-03-22,NA,NA,2320,"2021","03","22"
"02096960",2021-03-23,NA,NA,1700,"2021","03","23"
"02096960",2021-03-24,NA,NA,1400,"2021","03","24"
"02096960",2021-03-25,NA,NA,1360,"2021","03","25"
"02096960",2021-03-26,NA,NA,8670,"2021","03","26"
"02096960",2021-03-27,NA,NA,7750,"2021","03","27"
"02096960",2021-03-28,NA,NA,6200,"2021","03","28"
"02096960",2021-03-29,NA,NA,5620,"2021","03","29"
"02096960",2021-03-30,NA,NA,3470,"2021","03","30"
"02096960",2021-03-31,NA,NA,2500,"2021","03","31"
"02096960",2021-04-01,NA,NA,6170,"2021","04","01"
"02096960",2021-04-02,NA,NA,3530,"2021","04","02"
"02096960",2021-04-03,NA,NA,2360,"2021","04","03"
"02096960",2021-04-04,NA,NA,1830,"2021","04","04"
"02096960",2021-04-05,NA,NA,1540,"2021","04","05"
"02096960",2021-04-06,NA,NA,1380,"2021","04","06"
"02096960",2021-04-07,NA,NA,1330,"2021","04","07"
"02096960",2021-04-08,NA,NA,1270,"2021","04","08"
"02096960",2021-04-09,NA,NA,1140,"2021","04","09"
"02096960",2021-04-10,NA,NA,2550,"2021","04","10"
"02096960",2021-04-11,NA,NA,2150,"2021","04","11"
"02096960",2021-04-12,NA,NA,1910,"2021","04","12"
"02096960",2021-04-13,NA,NA,1360,"2021","04","13"
"02096960",2021-04-14,NA,NA,1100,"2021","04","14"
"02096960",2021-04-15,NA,NA,1000,"2021","04","15"
"02096960",2021-04-16,NA,NA,916,"2021","04","16"
"02096960",2021-04-17,NA,NA,832,"2021","04","17"
"02096960",2021-04-18,NA,NA,872,"2021","04","18"
"02096960",2021-04-19,NA,NA,855,"2021","04","19"
"02096960",2021-04-20,NA,NA,766,"2021","04","20"
"02096960",2021-04-21,NA,NA,727,"2021","04","21"
"02096960",2021-04-22,NA,NA,671,"2021","04","22"
"02096960",2021-04-23,NA,NA,704,"2021","04","23"
"02096960",2021-04-24,NA,NA,753,"2021","04","24"
"02096960",2021-04-25,NA,NA,963,"2021","04","25"
"02096960",2021-04-26,NA,NA,1300,"2021","04","26"
"02096960",2021-04-27,NA,NA,909,"2021","04","27"
"02096960",2021-04-28,NA,NA,803,"2021","04","28"
"02096960",2021-04-29,NA,NA,731,"2021","04","29"
"02096960",2021-04-30,NA,NA,656,"2021","04","30"
"02096960",2021-05-01,NA,NA,604,"2021","05","01"
"02096960",2021-05-02,NA,NA,632,"2021","05","02"
"02096960",2021-05-03,NA,NA,556,"2021","05","03"
"02096960",2021-05-04,NA,NA,851,"2021","05","04"
"02096960",2021-05-05,NA,NA,1320,"2021","05","05"
"02096960",2021-05-06,NA,NA,1380,"2021","05","06"
"02096960",2021-05-07,NA,NA,1080,"2021","05","07"
"02096960",2021-05-08,NA,NA,786,"2021","05","08"
"02096960",2021-05-09,NA,NA,642,"2021","05","09"
"02096960",2021-05-10,NA,NA,572,"2021","05","10"
"02096960",2021-05-11,NA,NA,752,"2021","05","11"
"02096960",2021-05-12,NA,NA,892,"2021","05","12"
"02096960",2021-05-13,NA,NA,780,"2021","05","13"
"02096960",2021-05-14,NA,NA,698,"2021","05","14"
"02096960",2021-05-15,NA,NA,559,"2021","05","15"
"02096960",2021-05-16,NA,NA,503,"2021","05","16"
"02096960",2021-05-17,NA,NA,468,"2021","05","17"
"02096960",2021-05-18,NA,NA,458,"2021","05","18"
"02096960",2021-05-19,NA,NA,457,"2021","05","19"
"02096960",2021-05-20,NA,NA,444,"2021","05","20"
"02096960",2021-05-21,NA,NA,421,"2021","05","21"
"02096960",2021-05-22,NA,NA,388,"2021","05","22"
"02096960",2021-05-23,NA,NA,416,"2021","05","23"
"02096960",2021-05-24,NA,NA,397,"2021","05","24"
"02096960",2021-05-25,NA,NA,334,"2021","05","25"
"02096960",2021-05-26,NA,NA,322,"2021","05","26"
"02096960",2021-05-27,NA,NA,279,"2021","05","27"
"02096960",2021-05-28,NA,NA,289,"2021","05","28"
"02096960",2021-05-29,NA,NA,291,"2021","05","29"
"02096960",2021-05-30,NA,NA,406,"2021","05","30"
"02096960",2021-05-31,NA,NA,633,"2021","05","31"
"02096960",2021-06-01,NA,NA,439,"2021","06","01"
"02096960",2021-06-02,NA,NA,353,"2021","06","02"
"02096960",2021-06-03,NA,NA,714,"2021","06","03"
"02096960",2021-06-04,NA,NA,961,"2021","06","04"
"02096960",2021-06-05,NA,NA,585,"2021","06","05"
"02096960",2021-06-06,NA,NA,459,"2021","06","06"
"02096960",2021-06-07,NA,NA,370,"2021","06","07"
"02096960",2021-06-08,NA,NA,391,"2021","06","08"
"02096960",2021-06-09,NA,NA,421,"2021","06","09"
"02096960",2021-06-10,NA,NA,753,"2021","06","10"
"02096960",2021-06-11,NA,NA,1160,"2021","06","11"
"02096960",2021-06-12,NA,NA,2140,"2021","06","12"
"02096960",2021-06-13,NA,NA,2000,"2021","06","13"
"02096960",2021-06-14,NA,NA,1080,"2021","06","14"
"02096960",2021-06-15,NA,NA,711,"2021","06","15"
"02096960",2021-06-16,NA,NA,532,"2021","06","16"
"02096960",2021-06-17,NA,NA,448,"2021","06","17"
"02096960",2021-06-18,NA,NA,333,"2021","06","18"
"02096960",2021-06-19,NA,NA,273,"2021","06","19"
"02096960",2021-06-20,NA,NA,275,"2021","06","20"
"02096960",2021-06-21,NA,NA,469,"2021","06","21"
"02096960",2021-06-22,NA,NA,415,"2021","06","22"
"02096960",2021-06-23,NA,NA,1330,"2021","06","23"
"02096960",2021-06-24,NA,NA,863,"2021","06","24"
"02096960",2021-06-25,NA,NA,501,"2021","06","25"
"02096960",2021-06-26,NA,NA,400,"2021","06","26"
"02096960",2021-06-27,NA,NA,330,"2021","06","27"
"02096960",2021-06-28,NA,NA,289,"2021","06","28"
"02096960",2021-06-29,NA,NA,260,"2021","06","29"
"02096960",2021-06-30,NA,NA,234,"2021","06","30"
"02096960",2021-07-01,NA,NA,224,"2021","07","01"
"02096960",2021-07-02,NA,NA,219,"2021","07","02"
"02096960",2021-07-03,NA,NA,812,"2021","07","03"
"02096960",2021-07-04,NA,NA,759,"2021","07","04"
"02096960",2021-07-05,NA,NA,687,"2021","07","05"
"02096960",2021-07-06,NA,NA,621,"2021","07","06"
"02096960",2021-07-07,NA,NA,508,"2021","07","07"
"02096960",2021-07-08,NA,NA,613,"2021","07","08"
"02096960",2021-07-09,NA,NA,1460,"2021","07","09"
"02096960",2021-07-10,NA,NA,1170,"2021","07","10"
"02096960",2021-07-11,NA,NA,601,"2021","07","11"
"02096960",2021-07-12,NA,NA,467,"2021","07","12"
"02096960",2021-07-13,NA,NA,407,"2021","07","13"
"02096960",2021-07-14,NA,NA,332,"2021","07","14"
"02096960",2021-07-15,NA,NA,638,"2021","07","15"
"02096960",2021-07-16,NA,NA,679,"2021","07","16"
"02096960",2021-07-17,NA,NA,500,"2021","07","17"
"02096960",2021-07-18,NA,NA,646,"2021","07","18"
"02096960",2021-07-19,NA,NA,2020,"2021","07","19"
"02096960",2021-07-20,NA,NA,4970,"2021","07","20"
"02096960",2021-07-21,NA,NA,1870,"2021","07","21"
"02096960",2021-07-22,NA,NA,1030,"2021","07","22"
"02096960",2021-07-23,NA,NA,646,"2021","07","23"
"02096960",2021-07-24,NA,NA,500,"2021","07","24"
"02096960",2021-07-25,NA,NA,452,"2021","07","25"
"02096960",2021-07-26,NA,NA,899,"2021","07","26"
"02096960",2021-07-27,NA,NA,669,"2021","07","27"
"02096960",2021-07-28,NA,NA,488,"2021","07","28"
"02096960",2021-07-29,NA,NA,396,"2021","07","29"
"02096960",2021-07-30,NA,NA,325,"2021","07","30"
"02096960",2021-07-31,NA,NA,266,"2021","07","31"
"02096960",2021-08-01,NA,NA,234,"2021","08","01"
"02096960",2021-08-02,NA,NA,234,"2021","08","02"
"02096960",2021-08-03,NA,NA,232,"2021","08","03"
"02096960",2021-08-04,NA,NA,238,"2021","08","04"
"02096960",2021-08-05,NA,NA,215,"2021","08","05"
"02096960",2021-08-06,NA,NA,194,"2021","08","06"
"02096960",2021-08-07,NA,NA,407,"2021","08","07"
"02096960",2021-08-08,NA,NA,1320,"2021","08","08"
"02096960",2021-08-09,NA,NA,666,"2021","08","09"
"02096960",2021-08-10,NA,NA,371,"2021","08","10"
"02096960",2021-08-11,NA,NA,279,"2021","08","11"
"02096960",2021-08-12,NA,NA,227,"2021","08","12"
"02096960",2021-08-13,NA,NA,274,"2021","08","13"
"02096960",2021-08-14,NA,NA,227,"2021","08","14"
"02096960",2021-08-15,NA,NA,1150,"2021","08","15"
"02096960",2021-08-16,NA,NA,2120,"2021","08","16"
"02096960",2021-08-17,NA,NA,1420,"2021","08","17"
"02096960",2021-08-18,NA,NA,1020,"2021","08","18"
"02096960",2021-08-19,NA,NA,1020,"2021","08","19"
"02096960",2021-08-20,NA,NA,1150,"2021","08","20"
"02096960",2021-08-21,NA,NA,1150,"2021","08","21"
"02096960",2021-08-22,NA,NA,712,"2021","08","22"
"02096960",2021-08-23,NA,NA,1910,"2021","08","23"
"02096960",2021-08-24,NA,NA,439,"2021","08","24"
"02096960",2021-08-25,NA,NA,322,"2021","08","25"
"02096960",2021-08-26,NA,NA,300,"2021","08","26"
"02096960",2021-08-27,NA,NA,241,"2021","08","27"
"02096960",2021-08-28,NA,NA,211,"2021","08","28"
"02096960",2021-08-29,NA,NA,205,"2021","08","29"
"02096960",2021-08-30,NA,NA,195,"2021","08","30"
"02096960",2021-08-31,NA,NA,179,"2021","08","31"
"02096960",2021-09-01,NA,NA,169,"2021","09","01"
"02096960",2021-09-02,NA,NA,201,"2021","09","02"
"02096960",2021-09-03,NA,NA,502,"2021","09","03"
"02096960",2021-09-04,NA,NA,278,"2021","09","04"
"02096960",2021-09-05,NA,NA,208,"2021","09","05"
"02096960",2021-09-06,NA,NA,169,"2021","09","06"
"02096960",2021-09-07,NA,NA,165,"2021","09","07"
"02096960",2021-09-08,NA,NA,163,"2021","09","08"
"02096960",2021-09-09,NA,NA,182,"2021","09","09"
"02096960",2021-09-10,NA,NA,168,"2021","09","10"
"02096960",2021-09-11,NA,NA,160,"2021","09","11"
"02096960",2021-09-12,NA,NA,140,"2021","09","12"
"02096960",2021-09-13,NA,NA,124,"2021","09","13"
"02096960",2021-09-14,NA,NA,130,"2021","09","14"
"02096960",2021-09-15,NA,NA,116,"2021","09","15"
"02096960",2021-09-16,NA,NA,127,"2021","09","16"
"02096960",2021-09-17,NA,NA,89.8,"2021","09","17"
"02096960",2021-09-18,NA,NA,117,"2021","09","18"
"02096960",2021-09-19,NA,NA,112,"2021","09","19"
"02096960",2021-09-20,NA,NA,108,"2021","09","20"
"02096960",2021-09-21,NA,NA,120,"2021","09","21"
"02096960",2021-09-22,NA,NA,338,"2021","09","22"
"02096960",2021-09-23,NA,NA,3890,"2021","09","23"
"02096960",2021-09-24,NA,NA,2040,"2021","09","24"
"02096960",2021-09-25,NA,NA,910,"2021","09","25"
"02096960",2021-09-26,NA,NA,565,"2021","09","26"
"02096960",2021-09-27,NA,NA,383,"2021","09","27"
"02096960",2021-09-28,NA,NA,280,"2021","09","28"
"02096960",2021-09-29,NA,NA,211,"2021","09","29"
