
Profile Time: 09:12:34
Profile Date: 10/15/2019
Profile Location: jlhaw Serial no: : 0001C33F, ID: : Lucky
10/15/19 09:18:10 23.03   0.22   0.10   0.369  7.56     NaN  19.5   6.88
10/15/19 09:18:11 23.03   0.22   0.10   0.409  7.56     NaN  19.5   6.89
10/15/19 09:18:13 23.03   0.22   0.10   0.419  7.56     NaN  19.6   6.88
10/15/19 09:18:14 23.03   0.22   0.10   0.420  7.56     NaN  19.6   6.88
10/15/19 09:18:12 23.03   0.22   0.10   0.422  7.56     NaN  19.6   6.89
10/15/19 09:18:15 23.03   0.22   0.10   0.432  7.56     NaN  19.6   6.88
10/15/19 09:18:16 23.04   0.22   0.10   0.464  7.56     NaN  19.6   6.87
10/15/19 09:18:17 23.03   0.22   0.10   0.503  7.56     NaN  19.5   6.87
10/15/19 09:18:18 23.03   0.22   0.10   0.530  7.56     NaN  19.4   6.87
10/15/19 09:18:19 23.03   0.22   0.10   0.547  7.56     NaN  19.4   6.87
10/15/19 09:18:20 23.03   0.22   0.10   0.555  7.56     NaN  19.3   6.87
10/15/19 09:18:21 23.03   0.22   0.10   0.565  7.56     NaN  19.2   6.87
10/15/19 09:18:22 23.04   0.22   0.10   0.580  7.56     NaN  19.1   6.86
10/15/19 09:18:23 23.04   0.22   0.10   0.597  7.56     NaN  19.0   6.86
10/15/19 09:18:24 23.04   0.22   0.10   0.614  7.56     NaN  19.0   6.86
10/15/19 09:18:25 23.04   0.22   0.10   0.639  7.56     NaN  18.9   6.86
10/15/19 09:18:26 23.04   0.22   0.10   0.666  7.56     NaN  18.9   6.85
10/15/19 09:18:27 23.04   0.22   0.10   0.688  7.56     NaN  18.9   6.85
10/15/19 09:18:28 23.04   0.22   0.10   0.709  7.56     NaN  18.9   6.85
10/15/19 09:18:29 23.04   0.22   0.10   0.731  7.56     NaN  19.0   6.85
10/15/19 09:18:30 23.04   0.22   0.10   0.749  7.56     NaN  19.1   6.84
10/15/19 09:18:31 23.04   0.22   0.10   0.771  7.56     NaN  19.2   6.84
10/15/19 09:18:32 23.04   0.22   0.10   0.788  7.56     NaN  19.4   6.84
10/15/19 09:18:33 23.04   0.22   0.10   0.806  7.56     NaN  19.6   6.84
10/15/19 09:18:34 23.04   0.22   0.10   0.825  7.56     NaN  19.8   6.83
10/15/19 09:18:41 23.04   0.22   0.10   0.825  7.56     NaN  20.9   6.84
10/15/19 09:18:42 23.04   0.22   0.10   0.825  7.56     NaN  20.9   6.83
10/15/19 09:18:43 23.04   0.22   0.10   0.825  7.56     NaN  20.9   6.83
10/15/19 09:18:44 23.04   0.22   0.10   0.825  7.56     NaN  20.9   6.82
10/15/19 09:18:38 23.04   0.22   0.10   0.826  7.56     NaN  20.6   6.84
10/15/19 09:18:39 23.04   0.22   0.10   0.826  7.56     NaN  20.7   6.84
10/15/19 09:18:40 23.04   0.22   0.10   0.826  7.56     NaN  20.8   6.84
10/15/19 09:18:37 23.04   0.22   0.10   0.827  7.56     NaN  20.4   6.84
10/15/19 09:18:36 23.04   0.22   0.10   0.828  7.56     NaN  20.2   6.85
10/15/19 09:18:35 23.04   0.22   0.10   0.829  7.56     NaN  20.0   6.84

Profile Time: 09:23:09
Profile Date: 10/15/2019
Profile Location: jlhaw Serial no: : 0001C33F, ID: : Lucky
Sonde data Status: Unfiltered, VisualCheck, VisualCheck
Data Status: , PostCal
10/15/19 09:23:10 23.07   0.22   0.10   0.054  7.59     NaN  16.6   6.92
10/15/19 09:23:11 23.07   0.22   0.10   0.054  7.59     NaN  16.8   6.92
10/15/19 09:23:23 23.06   0.22   0.10   0.055  7.58     NaN  17.2   6.87
10/15/19 09:23:09 23.07   0.22   0.10   0.056  7.59     NaN  16.5   6.93
10/15/19 09:23:12 23.07   0.22   0.10   0.056  7.59     NaN  16.9   6.92
10/15/19 09:23:17 23.06   0.22   0.10   0.056  7.59     NaN  17.5   6.90
10/15/19 09:23:21 23.06   0.22   0.10   0.056  7.58     NaN  17.5   6.87
10/15/19 09:23:15 23.06   0.22   0.10   0.057  7.59     NaN  17.4   6.91
10/15/19 09:23:18 23.06   0.22   0.10   0.057  7.58     NaN  17.6   6.89
10/15/19 09:23:16 23.06   0.22   0.10   0.058  7.59     NaN  17.5   6.90
10/15/19 09:23:19 23.06   0.22   0.10   0.058  7.59     NaN  17.6   6.88
10/15/19 09:23:20 23.06   0.22   0.10   0.058  7.58     NaN  17.6   6.88
10/15/19 09:23:13 23.06   0.22   0.10   0.060  7.59     NaN  17.1   6.92
10/15/19 09:23:14 23.06   0.22   0.10   0.060  7.59     NaN  17.2   6.91
10/15/19 09:23:24 23.06   0.22   0.10   0.062  7.58     NaN  17.1   6.86
10/15/19 09:23:22 23.06   0.22   0.10   0.063  7.58     NaN  17.4   6.87
10/15/19 09:23:25 23.06   0.22   0.10   0.079  7.58     NaN  16.9   6.86
10/15/19 09:23:26 23.06   0.22   0.10   0.096  7.58     NaN  16.7   6.86
10/15/19 09:23:27 23.06   0.22   0.10   0.110  7.58     NaN  16.5   6.85
10/15/19 09:23:28 23.06   0.22   0.10   0.125  7.58     NaN  16.3   6.85
10/15/19 09:23:29 23.06   0.22   0.10   0.143  7.58     NaN  16.1   6.85
10/15/19 09:23:30 23.06   0.22   0.10   0.158  7.58     NaN  15.9   6.85
10/15/19 09:23:31 23.06   0.22   0.10   0.170  7.58     NaN  15.7   6.84
10/15/19 09:23:32 23.06   0.22   0.10   0.188  7.58     NaN  15.6   6.84
10/15/19 09:23:33 23.06   0.22   0.10   0.204  7.58     NaN  15.5   6.84
10/15/19 09:23:34 23.06   0.22   0.10   0.220  7.58     NaN  15.4   6.83
10/15/19 09:23:35 23.06   0.22   0.10   0.234  7.58     NaN  15.4   6.83
10/15/19 09:23:36 23.06   0.22   0.10   0.251  7.58     NaN  15.5   6.82
10/15/19 09:23:37 23.06   0.22   0.10   0.266  7.58     NaN  15.5   6.82
10/15/19 09:23:38 23.06   0.22   0.10   0.283  7.58     NaN  15.6   6.81
10/15/19 09:23:39 23.06   0.22   0.10   0.296  7.58     NaN  15.8   6.81
10/15/19 09:23:40 23.06   0.22   0.10   0.310  7.58     NaN  16.0   6.80
10/15/19 09:23:41 23.06   0.22   0.10   0.328  7.58     NaN  16.2   6.80
10/15/19 09:23:42 23.06   0.22   0.10   0.344  7.58     NaN  16.4   6.80
10/15/19 09:23:43 23.06   0.22   0.10   0.359  7.58     NaN  16.6   6.80
10/15/19 09:23:44 23.06   0.22   0.10   0.377  7.58     NaN  16.8   6.79
10/15/19 09:23:45 23.06   0.22   0.10   0.397  7.58     NaN  17.0   6.79
10/15/19 09:23:46 23.06   0.22   0.10   0.416  7.58     NaN  17.2   6.79
10/15/19 09:23:47 23.06   0.22   0.10   0.436  7.58     NaN  17.3   6.79
10/15/19 09:23:48 23.06   0.22   0.10   0.450  7.58     NaN  17.4   6.79
10/15/19 09:23:49 23.06   0.22   0.10   0.469  7.58     NaN  17.5   6.79
10/15/19 09:23:50 23.06   0.22   0.10   0.485  7.58     NaN  17.5   6.79
10/15/19 09:23:51 23.06   0.22   0.10   0.504  7.58     NaN  17.5   6.78
10/15/19 09:23:52 23.06   0.22   0.10   0.528  7.58     NaN  17.4   6.78
10/15/19 09:23:53 23.06   0.22   0.10   0.546  7.58     NaN  17.3   6.78
10/15/19 09:23:54 23.06   0.22   0.10   0.564  7.58     NaN  17.2   6.78
10/15/19 09:23:55 23.06   0.22   0.10   0.580  7.58     NaN  17.1   6.78
10/15/19 09:23:56 23.06   0.22   0.10   0.599  7.58     NaN  16.9   6.77
10/15/19 09:23:57 23.06   0.22   0.10   0.619  7.58     NaN  16.8   6.77
10/15/19 09:23:58 23.06   0.22   0.10   0.638  7.58     NaN  16.6   6.77
10/15/19 09:23:59 23.06   0.22   0.10   0.658  7.58     NaN  16.5   6.77
10/15/19 09:24:00 23.06   0.22   0.10   0.681  7.58     NaN  16.4   6.77
10/15/19 09:24:01 23.06   0.22   0.10   0.698  7.58     NaN  16.3   6.77
10/15/19 09:24:02 23.06   0.22   0.10   0.718  7.57     NaN  16.2   6.77
10/15/19 09:24:03 23.06   0.22   0.10   0.740  7.57     NaN  16.1   6.77
10/15/19 09:24:04 23.06   0.22   0.10   0.760  7.57     NaN  16.1   6.77
10/15/19 09:24:05 23.06   0.22   0.10   0.779  7.57     NaN  16.1   6.77
10/15/19 09:24:06 23.06   0.22   0.10   0.797  7.57     NaN  16.2   6.77
10/15/19 09:24:07 23.06   0.22   0.10   0.816  7.57     NaN  16.3   6.77
10/15/19 09:24:08 23.06   0.22   0.10   0.832  7.57     NaN  16.4   6.77
10/15/19 09:24:09 23.06   0.22   0.10   0.852  7.57     NaN  16.6   6.77
10/15/19 09:24:10 23.05   0.22   0.10   0.873  7.57     NaN  16.8   6.77
10/15/19 09:24:11 23.05   0.22   0.10   0.894  7.57     NaN  17.0   6.77
10/15/19 09:24:12 23.05   0.22   0.10   0.912  7.57     NaN  17.2   6.77
10/15/19 09:24:13 23.05   0.22   0.10   0.932  7.57     NaN  17.4   6.77
10/15/19 09:24:14 23.05   0.22   0.10   0.951  7.57     NaN  17.6   6.77
10/15/19 09:24:15 23.05   0.22   0.10   0.968  7.57     NaN  17.8   6.77
10/15/19 09:24:16 23.05   0.22   0.10   0.990  7.57     NaN  18.0   6.77
10/15/19 09:24:17 23.05   0.22   0.10   1.006  7.57     NaN  18.2   6.76
10/15/19 09:24:18 23.05   0.22   0.10   1.024  7.57     NaN  18.3   6.76
10/15/19 09:24:19 23.05   0.22   0.10   1.044  7.57     NaN  18.3   6.76
10/15/19 09:24:20 23.05   0.22   0.10   1.067  7.57     NaN  18.4   6.75
10/15/19 09:24:21 23.04   0.22   0.10   1.085  7.57     NaN  18.3   6.75
10/15/19 09:24:22 23.04   0.22   0.10   1.109  7.57     NaN  18.3   6.74
10/15/19 09:24:23 23.04   0.22   0.10   1.127  7.57     NaN  18.2   6.74
10/15/19 09:24:24 23.03   0.22   0.10   1.146  7.57     NaN  18.0   6.74
10/15/19 09:24:25 23.03   0.22   0.10   1.167  7.57     NaN  17.9   6.73
10/15/19 09:24:26 23.03   0.22   0.10   1.184  7.57     NaN  17.7   6.73
10/15/19 09:24:27 23.02   0.22   0.10   1.201  7.56     NaN  17.5   6.73
10/15/19 09:24:28 23.02   0.22   0.10   1.218  7.56     NaN  17.3   6.72
10/15/19 09:24:29 23.02   0.22   0.10   1.239  7.56     NaN  17.2   6.71
10/15/19 09:24:30 23.02   0.22   0.10   1.257  7.56     NaN  17.0   6.70
10/15/19 09:24:31 23.01   0.22   0.10   1.278  7.56     NaN  16.9   6.70
10/15/19 09:24:32 23.01   0.22   0.10   1.294  7.56     NaN  16.8   6.69
10/15/19 09:24:33 23.01   0.22   0.10   1.318  7.56     NaN  16.7   6.69
10/15/19 09:24:34 23.01   0.22   0.10   1.334  7.56     NaN  16.6   6.68
10/15/19 09:24:35 23.01   0.22   0.10   1.358  7.56     NaN  16.6   6.68
10/15/19 09:24:36 23.01   0.22   0.10   1.379  7.56     NaN  16.5   6.67
10/15/19 09:24:37 23.00   0.22   0.10   1.398  7.56     NaN  16.5   6.67
10/15/19 09:24:38 23.00   0.22   0.10   1.416  7.56     NaN  16.4   6.67
10/15/19 09:24:39 23.00   0.22   0.10   1.434  7.56     NaN  16.4   6.66
10/15/19 09:24:40 23.00   0.22   0.10   1.454  7.56     NaN  16.4   6.65
10/15/19 09:24:41 23.00   0.22   0.10   1.474  7.56     NaN  16.4   6.64
10/15/19 09:24:42 23.00   0.22   0.10   1.489  7.56     NaN  16.4   6.63
10/15/19 09:24:43 23.00   0.22   0.10   1.512  7.56     NaN  16.4   6.63
10/15/19 09:24:44 23.00   0.22   0.10   1.531  7.56     NaN  16.4   6.62
10/15/19 09:24:45 22.99   0.22   0.10   1.550  7.56     NaN  16.5   6.62
10/15/19 09:24:46 22.99   0.22   0.10   1.572  7.56     NaN  16.6   6.61
10/15/19 09:24:47 22.99   0.22   0.10   1.595  7.56     NaN  16.6   6.61
10/15/19 09:24:48 22.99   0.22   0.10   1.612  7.56     NaN  16.7   6.60
10/15/19 09:24:49 22.99   0.22   0.10   1.630  7.55     NaN  16.8   6.59
10/15/19 09:24:50 22.99   0.22   0.10   1.650  7.55     NaN  16.9   6.58
10/15/19 09:24:51 22.99   0.22   0.10   1.669  7.55     NaN  16.9   6.58
10/15/19 09:24:52 22.99   0.22   0.10   1.684  7.55     NaN  16.9   6.58
10/15/19 09:24:53 22.99   0.22   0.10   1.704  7.55     NaN  16.9   6.57
10/15/19 09:24:54 22.98   0.22   0.10   1.730  7.55     NaN  16.8   6.56
10/15/19 09:24:55 22.98   0.22   0.10   1.748  7.55     NaN  16.6   6.56
10/15/19 09:24:56 22.98   0.22   0.10   1.765  7.55     NaN  16.4   6.55
10/15/19 09:24:57 22.98   0.22   0.10   1.787  7.55     NaN  16.2   6.55
10/15/19 09:24:58 22.98   0.22   0.10   1.805  7.55     NaN  15.8   6.54
10/15/19 09:24:59 22.99   0.22   0.10   1.822  7.55     NaN  15.5   6.54
10/15/19 09:25:00 22.99   0.22   0.10   1.842  7.55     NaN  15.1   6.53
10/15/19 09:25:01 22.99   0.22   0.10   1.860  7.55     NaN  14.8   6.52
10/15/19 09:25:02 22.99   0.22   0.10   1.883  7.55     NaN  14.4   6.52
10/15/19 09:25:03 22.99   0.22   0.10   1.905  7.55     NaN  14.1   6.51
10/15/19 09:25:04 22.98   0.22   0.10   1.924  7.55     NaN  13.9   6.51
10/15/19 09:25:05 22.98   0.22   0.10   1.942  7.55     NaN  13.7   6.50
10/15/19 09:25:06 22.98   0.22   0.10   1.960  7.55     NaN  13.6   6.50
10/15/19 09:25:07 22.98   0.22   0.10   1.979  7.55     NaN  13.6   6.49
10/15/19 09:25:08 22.98   0.22   0.10   1.996  7.55     NaN  13.6   6.49
10/15/19 09:25:09 22.98   0.22   0.10   2.017  7.55     NaN  13.7   6.48
10/15/19 09:25:10 22.98   0.22   0.10   2.034  7.55     NaN  13.8   6.48
10/15/19 09:25:11 22.98   0.22   0.10   2.054  7.55     NaN  14.0   6.48
10/15/19 09:25:12 22.98   0.22   0.10   2.079  7.55     NaN  14.2   6.47
10/15/19 09:25:13 22.98   0.22   0.10   2.101  7.55     NaN  14.4   6.47
10/15/19 09:25:14 22.98   0.22   0.10   2.116  7.54     NaN  14.5   6.46
10/15/19 09:25:15 22.98   0.22   0.10   2.136  7.54     NaN  14.7   6.46
10/15/19 09:25:16 22.98   0.22   0.10   2.154  7.54     NaN  14.8   6.46
10/15/19 09:25:17 22.98   0.22   0.10   2.170  7.54     NaN  14.8   6.45
10/15/19 09:25:18 22.98   0.22   0.10   2.192  7.54     NaN  14.9   6.44
10/15/19 09:25:19 22.98   0.22   0.10   2.214  7.54     NaN  14.8   6.44
10/15/19 09:25:20 22.98   0.22   0.10   2.232  7.54     NaN  14.8   6.43
10/15/19 09:25:21 22.97   0.22   0.10   2.252  7.54     NaN  14.7   6.43
10/15/19 09:25:22 22.97   0.22   0.10   2.273  7.54     NaN  14.6   6.42
10/15/19 09:25:23 22.97   0.22   0.10   2.286  7.54     NaN  14.5   6.42
10/15/19 09:25:24 22.97   0.22   0.10   2.307  7.54     NaN  14.5   6.41
10/15/19 09:25:25 22.97   0.22   0.10   2.322  7.54     NaN  14.4   6.41
10/15/19 09:25:26 22.97   0.22   0.10   2.348  7.54     NaN  14.5   6.40
10/15/19 09:25:27 22.97   0.22   0.10   2.368  7.54     NaN  14.6   6.40
10/15/19 09:25:28 22.97   0.22   0.10   2.385  7.54     NaN  14.7   6.40
10/15/19 09:25:29 22.97   0.22   0.10   2.407  7.54     NaN  14.9   6.39
10/15/19 09:25:30 22.97   0.22   0.10   2.428  7.54     NaN  15.2   6.39
10/15/19 09:25:31 22.97   0.22   0.10   2.442  7.54     NaN  15.5   6.39
10/15/19 09:25:32 22.97   0.22   0.10   2.457  7.54     NaN  15.9   6.38
10/15/19 09:25:33 22.97   0.22   0.10   2.478  7.54     NaN  16.2   6.38
10/15/19 09:25:34 22.97   0.22   0.10   2.498  7.54     NaN  16.5   6.38
10/15/19 09:25:35 22.97   0.22   0.10   2.516  7.54     NaN  16.9   6.38
10/15/19 09:25:36 22.97   0.22   0.10   2.536  7.54     NaN  17.1   6.38
10/15/19 09:25:37 22.97   0.22   0.10   2.557  7.54     NaN  17.3   6.37
10/15/19 09:25:38 22.97   0.22   0.10   2.575  7.54     NaN  17.4   6.37
10/15/19 09:25:39 22.97   0.22   0.10   2.594  7.54     NaN  17.4   6.36
10/15/19 09:25:40 22.97   0.22   0.10   2.616  7.54     NaN  17.3   6.36
10/15/19 09:25:41 22.97   0.22   0.10   2.629  7.53     NaN  17.1   6.36
10/15/19 09:25:42 22.97   0.22   0.10   2.650  7.54     NaN  16.8   6.36
10/15/19 09:25:43 22.96   0.22   0.10   2.673  7.53     NaN  16.5   6.35
10/15/19 09:25:44 22.97   0.22   0.10   2.691  7.53     NaN  16.2   6.35
10/15/19 09:25:45 22.97   0.22   0.10   2.715  7.53     NaN  15.8   6.35
10/15/19 09:25:46 22.97   0.22   0.10   2.734  7.53     NaN  15.4   6.34
10/15/19 09:25:47 22.97   0.22   0.10   2.752  7.53     NaN  15.1   6.34
10/15/19 09:25:48 22.97   0.22   0.10   2.771  7.53     NaN  14.8   6.34
10/15/19 09:25:49 22.97   0.22   0.10   2.787  7.53     NaN  14.7   6.34
10/15/19 09:25:50 22.97   0.22   0.10   2.808  7.53     NaN  14.6   6.34
10/15/19 09:25:51 22.97   0.22   0.10   2.826  7.53     NaN  14.6   6.34
10/15/19 09:25:52 22.97   0.22   0.10   2.848  7.53     NaN  14.7   6.33
10/15/19 09:25:53 22.97   0.22   0.10   2.870  7.53     NaN  14.9   6.33
10/15/19 09:25:54 22.97   0.22   0.10   2.887  7.53     NaN  15.1   6.33
10/15/19 09:25:55 22.97   0.22   0.10   2.905  7.53     NaN  15.4   6.32
10/15/19 09:25:56 22.97   0.22   0.10   2.926  7.53     NaN  15.7   6.32
10/15/19 09:25:57 22.97   0.22   0.10   2.946  7.53     NaN  16.0   6.32
10/15/19 09:25:58 22.96   0.22   0.10   2.965  7.53     NaN  16.2   6.31
10/15/19 09:25:59 22.96   0.22   0.10   2.988  7.53     NaN  16.3   6.31
10/15/19 09:26:00 22.96   0.22   0.10   3.005  7.53     NaN  16.4   6.30
10/15/19 09:26:01 22.96   0.22   0.10   3.027  7.53     NaN  16.4   6.30
10/15/19 09:26:02 22.96   0.22   0.10   3.044  7.53     NaN  16.4   6.30
10/15/19 09:26:03 22.96   0.22   0.10   3.063  7.53     NaN  16.3   6.30
10/15/19 09:26:04 22.96   0.22   0.10   3.081  7.53     NaN  16.1   6.30
10/15/19 09:26:05 22.96   0.22   0.10   3.100  7.53     NaN  15.9   6.29
10/15/19 09:26:06 22.96   0.22   0.10   3.121  7.53     NaN  15.7   6.29
10/15/19 09:26:07 22.95   0.22   0.10   3.142  7.53     NaN  15.5   6.29
10/15/19 09:26:08 22.95   0.22   0.10   3.163  7.53     NaN  15.3   6.29
10/15/19 09:26:09 22.95   0.22   0.10   3.184  7.52     NaN  15.1   6.29
10/15/19 09:26:10 22.94   0.22   0.10   3.201  7.52     NaN  15.0   6.30
10/15/19 09:26:11 22.95   0.22   0.10   3.221  7.52     NaN  15.0   6.29
10/15/19 09:26:12 22.94   0.22   0.10   3.239  7.52     NaN  15.0   6.29
10/15/19 09:26:13 22.94   0.22   0.10   3.255  7.52     NaN  15.0   6.30
10/15/19 09:26:14 22.94   0.22   0.10   3.275  7.52     NaN  15.1   6.29
10/15/19 09:26:15 22.93   0.22   0.10   3.293  7.52     NaN  15.2   6.29
10/15/19 09:26:16 22.93   0.22   0.10   3.313  7.52     NaN  15.4   6.29
10/15/19 09:26:17 22.93   0.22   0.10   3.339  7.52     NaN  15.6   6.29
10/15/19 09:26:18 22.93   0.22   0.10   3.356  7.52     NaN  15.8   6.28
10/15/19 09:26:19 22.93   0.22   0.10   3.374  7.52     NaN  16.0   6.29
10/15/19 09:26:20 22.93   0.22   0.10   3.397  7.52     NaN  16.3   6.29
10/15/19 09:26:21 22.93   0.22   0.10   3.416  7.52     NaN  16.5   6.29
10/15/19 09:26:22 22.93   0.22   0.10   3.434  7.52     NaN  16.7   6.28
10/15/19 09:26:23 22.93   0.22   0.10   3.455  7.52     NaN  16.9   6.28
10/15/19 09:26:24 22.92   0.22   0.10   3.471  7.52     NaN  17.1   6.28
10/15/19 09:26:25 22.92   0.22   0.10   3.492  7.52     NaN  17.2   6.28
10/15/19 09:26:26 22.92   0.22   0.10   3.510  7.52     NaN  17.2   6.28
10/15/19 09:26:27 22.92   0.22   0.10   3.528  7.52     NaN  17.3   6.27
10/15/19 09:26:28 22.92   0.22   0.10   3.548  7.52     NaN  17.2   6.28
10/15/19 09:26:29 22.92   0.22   0.10   3.567  7.52     NaN  17.1   6.28
10/15/19 09:26:30 22.92   0.22   0.10   3.586  7.52     NaN  16.9   6.27
10/15/19 09:26:31 22.92   0.22   0.10   3.608  7.52     NaN  16.7   6.28
10/15/19 09:26:32 22.92   0.22   0.10   3.627  7.52     NaN  16.4   6.27
10/15/19 09:26:33 22.92   0.22   0.10   3.646  7.51     NaN  16.1   6.27
10/15/19 09:26:34 22.92   0.22   0.10   3.667  7.51     NaN  15.8   6.27
