
Profile Time: 00:00:00
Profile Date: 12/12/2018
Profile Location: jlhaw Serial no: : 0001A093, ID: : GreyTape310
Sonde data Status: Unfiltered, VisualCheck
Data Status: , PostCal
12/12/18 00:00:01  2.04   0.02   0.01  -0.001  7.84    -0.2   0.2  13.80
12/12/18 00:00:02  2.04   0.02   0.01  -0.001  7.84    -0.2   0.5  13.79
12/12/18 00:00:03  2.04   0.02   0.01  -0.001  7.84    -0.3   0.7  13.80
12/12/18 00:00:04  2.04   0.02   0.01  -0.001  7.84    -0.3   0.9  13.84
12/12/18 00:00:05  2.03   0.02   0.01  -0.001  7.84    -0.3   1.1  13.83
12/12/18 00:00:06  2.03   0.02   0.01  -0.001  7.84    -0.3   1.2  13.86
12/12/18 00:00:07  2.03   0.02   0.01  -0.001  7.83    -0.3   1.2  13.86
12/12/18 00:00:08  2.03   0.02   0.01  -0.001  7.84    -0.3   1.2  13.87
12/12/18 00:00:09  2.03   0.02   0.01  -0.001  7.84    -0.4   1.1  13.91
12/12/18 00:00:10  2.03   0.02   0.01  -0.001  7.84    -0.4   1.0  13.92
12/12/18 00:00:11  2.03   0.02   0.01  -0.001  7.84    -0.4   0.9  13.95
12/12/18 00:00:12  2.02   0.02   0.01  -0.001  7.83    -0.4   0.7  13.92
12/12/18 00:00:13  2.02   0.02   0.01  -0.001  7.84    -0.4   0.5  13.91
12/12/18 00:00:14  2.02   0.02   0.01  -0.001  7.84    -0.4   0.4  13.88
12/12/18 00:00:15  2.02   0.02   0.01  -0.001  7.84    -0.4   0.2  13.85
12/12/18 00:00:16  2.02   0.02   0.01  -0.001  7.83    -0.3   0.2  13.85
12/12/18 00:00:17  2.02   0.02   0.01  -0.001  7.84    -0.3   0.1  13.81
12/12/18 00:00:18  2.02   0.02   0.01  -0.001  7.84    -0.3   0.1  13.82
12/12/18 00:00:19  2.01   0.02   0.01  -0.001  7.83    -0.3   0.1  13.79
12/12/18 00:00:21  2.01   0.02   0.01  -0.001  7.84    -0.3   0.2  13.78
12/12/18 00:00:22  2.01   0.02   0.01  -0.001  7.83    -0.3   0.3  13.80
12/12/18 00:00:23  2.01   0.02   0.01  -0.001  7.84    -0.3   0.4  13.84
12/12/18 00:00:24  2.01   0.02   0.01  -0.001  7.84    -0.3   0.5  13.81
12/12/18 00:00:25  2.01   0.02   0.01  -0.001  7.84    -0.3   0.6  13.83
12/12/18 00:00:26  2.00   0.02   0.01  -0.001  7.84    -0.3   0.7  13.87
12/12/18 00:00:27  2.00   0.02   0.01  -0.001  7.84    -0.3   0.7  13.86
12/12/18 00:00:28  2.00   0.02   0.01  -0.001  7.84    -0.3   0.7  13.86
12/12/18 00:00:29  2.00   0.02   0.01  -0.001  7.84    -0.3   0.7  13.84
12/12/18 00:00:30  2.00   0.02   0.01  -0.001  7.83    -0.3   0.6  13.85
12/12/18 00:00:31  1.99   0.02   0.01  -0.001  7.84    -0.3   0.5  13.80
12/12/18 00:00:32  1.99   0.02   0.01  -0.001  7.84    -0.3   0.4  13.80
12/12/18 00:00:33  1.99   0.02   0.01  -0.001  7.84    -0.3   0.3  13.79
12/12/18 00:00:34  1.99   0.02   0.01  -0.001  7.84    -0.3   0.1  13.80
12/12/18 00:00:35  1.99   0.02   0.01  -0.001  7.84    -0.3  -0.0  13.84
12/12/18 00:00:36  1.98   0.02   0.01  -0.001  7.84    -0.3  -0.2  13.86
12/12/18 00:00:20  2.01   0.02   0.01   0.000  7.84    -0.3   0.2  13.79

Profile Time: 00:30:01
Profile Date: 12/12/2018
Profile Location: jlhaw Serial no: : 0001A093, ID: : GreyTape310
Sonde data Status: Unfiltered, VisualCheck
Data Status: , PostCal
12/12/18 00:30:01  0.34   0.02   0.01  -0.004  7.87    -0.2   1.8  14.69
12/12/18 00:30:02  0.34   0.02   0.01  -0.004  7.87    -0.2   1.5  14.66
12/12/18 00:30:03  0.34   0.02   0.01  -0.004  7.86    -0.2   1.2  14.68
12/12/18 00:30:04  0.34   0.02   0.01  -0.004  7.87    -0.3   1.0  14.80
12/12/18 00:30:06  0.34   0.02   0.01  -0.004  7.87    -0.3   0.5  14.80
12/12/18 00:30:07  0.34   0.02   0.01  -0.004  7.87    -0.3   0.3  14.78
12/12/18 00:30:08  0.34   0.02   0.01  -0.004  7.87    -0.3   0.2  14.74
12/12/18 00:30:10  0.34   0.02   0.01  -0.004  7.87    -0.3  -0.0  14.72
12/12/18 00:30:12  0.34   0.02   0.01  -0.004  7.87    -0.3  -0.2  14.70
12/12/18 00:30:14  0.34   0.02   0.01  -0.004  7.87    -0.2  -0.3  14.68
12/12/18 00:30:15  0.34   0.02   0.01  -0.004  7.87    -0.2  -0.3  14.69
