
Profile Time: 00:00:01
Profile Date: 09/06/2019
Profile Location: jlhaw Serial no: : 0001C33F, ID: : Lucky
Sonde data Status: Unfiltered, VisualCheck
Data Status: , PostCal
09/06/19 00:00:11 27.31   0.16   0.08   0.008  7.34    11.7   7.5   5.35
09/06/19 00:00:08 27.31   0.16   0.08   0.027  7.34    11.7   7.9   5.35
09/06/19 00:00:15 27.31   0.16   0.08   0.035  7.34    11.8   7.8   5.34
09/06/19 00:00:12 27.31   0.16   0.08   0.040  7.34    11.7   7.5   5.35
09/06/19 00:00:07 27.31   0.16   0.08   0.042  7.34    11.7   8.3   5.35
09/06/19 00:00:06 27.31   0.16   0.08   0.043  7.34    11.8   8.7   5.35
09/06/19 00:00:14 27.31   0.16   0.08   0.046  7.34    11.7   7.7   5.35
09/06/19 00:00:02 27.30   0.16   0.08   0.057  7.34    12.0  11.4   5.35
09/06/19 00:00:03 27.30   0.16   0.08   0.057  7.34    11.9  10.7   5.35
09/06/19 00:00:16 27.31   0.16   0.08   0.058  7.34    11.8   8.0   5.35
09/06/19 00:00:09 27.31   0.16   0.08   0.059  7.34    11.7   7.7   5.35
09/06/19 00:00:04 27.30   0.16   0.08   0.066  7.35    11.9  10.0   5.35
09/06/19 00:00:18 27.31   0.16   0.08   0.066  7.34    11.8   8.3   5.35
09/06/19 00:00:13 27.31   0.16   0.08   0.071  7.34    11.7   7.6   5.35
09/06/19 00:00:17 27.31   0.16   0.08   0.071  7.34    11.8   8.2   5.35
09/06/19 00:00:05 27.31   0.16   0.08   0.084  7.34    11.8   9.3   5.35
09/06/19 00:00:10 27.31   0.16   0.08   0.086  7.34    11.7   7.5   5.35
09/06/19 00:00:20 27.31   0.16   0.08   0.090  7.34    11.9   8.6   5.35
09/06/19 00:00:21 27.31   0.16   0.08   0.091  7.34    11.9   8.6   5.35
09/06/19 00:00:19 27.31   0.16   0.08   0.093  7.35    11.9   8.4   5.35
09/06/19 00:00:23 27.31   0.16   0.08   0.143  7.34    11.9   8.8   5.34
09/06/19 00:00:22 27.31   0.16   0.08   0.186  7.34    11.9   8.7   5.35
09/06/19 00:00:24 27.31   0.16   0.08   0.187  7.34    11.9   8.8   5.35
09/06/19 00:00:25 27.31   0.16   0.08   0.206  7.34    11.9   8.8   5.34
09/06/19 00:00:26 27.32   0.16   0.08   0.214  7.34    11.9   8.9   5.34
09/06/19 00:00:28 27.32   0.16   0.08   0.233  7.34    11.8   8.9   5.33
09/06/19 00:00:27 27.32   0.16   0.08   0.248  7.34    11.8   8.9   5.33
09/06/19 00:00:29 27.32   0.16   0.08   0.256  7.34    11.8   8.9   5.33
09/06/19 00:00:30 27.32   0.16   0.08   0.272  7.34    11.8   8.9   5.33
09/06/19 00:00:31 27.32   0.16   0.08   0.289  7.34    11.7   8.9   5.32
09/06/19 00:00:32 27.32   0.16   0.08   0.300  7.34    11.7   8.9   5.32
09/06/19 00:00:33 27.32   0.16   0.08   0.320  7.34    11.7   8.9   5.32
09/06/19 00:00:34 27.31   0.16   0.08   0.338  7.34    11.7   8.8   5.32
09/06/19 00:00:35 27.31   0.16   0.08   0.350  7.35    11.7   8.7   5.31
09/06/19 00:00:36 27.31   0.16   0.08   0.355  7.34    11.7   8.7   5.32
09/06/19 00:00:37 27.31   0.16   0.08   0.385  7.34    11.7   8.6   5.31
09/06/19 00:00:39 27.31   0.16   0.08   0.411  7.34    11.8   8.4   5.31
09/06/19 00:00:38 27.31   0.16   0.08   0.425  7.34    11.8   8.5   5.31
09/06/19 00:00:40 27.31   0.16   0.08   0.429  7.34    11.8   8.3   5.30
09/06/19 00:00:41 27.31   0.16   0.08   0.461  7.35    11.9   8.3   5.30
09/06/19 00:00:42 27.31   0.16   0.08   0.483  7.35    11.9   8.2   5.30
09/06/19 00:00:43 27.31   0.16   0.08   0.500  7.35    12.0   8.2   5.30
09/06/19 00:00:45 27.31   0.16   0.08   0.522  7.35    12.1   8.3   5.30
09/06/19 00:00:46 27.31   0.16   0.08   0.525  7.35    12.1   8.4   5.30
09/06/19 00:00:44 27.31   0.16   0.08   0.539  7.35    12.0   8.2   5.29
09/06/19 00:00:50 27.32   0.16   0.08   0.602  7.35    12.1   9.0   5.30
09/06/19 00:00:47 27.32   0.16   0.08   0.608  7.35    12.1   8.5   5.30
09/06/19 00:00:49 27.32   0.16   0.08   0.611  7.35    12.1   8.8   5.30
09/06/19 00:00:48 27.32   0.16   0.08   0.616  7.35    12.1   8.7   5.30
09/06/19 00:00:51 27.32   0.16   0.08   0.638  7.35    12.1   9.2   5.29
09/06/19 00:00:52 27.32   0.16   0.08   0.665  7.35    12.0   9.4   5.29
09/06/19 00:00:53 27.32   0.16   0.08   0.692  7.35    12.0   9.6   5.28
09/06/19 00:00:55 27.32   0.16   0.08   0.710  7.35    11.8   9.9   5.28
09/06/19 00:00:54 27.32   0.16   0.08   0.714  7.35    11.9   9.8   5.28
09/06/19 00:00:56 27.32   0.16   0.08   0.743  7.35    11.8  10.0   5.27
09/06/19 00:00:58 27.32   0.16   0.08   0.745  7.35    11.7  10.1   5.27
09/06/19 00:00:57 27.32   0.16   0.08   0.781  7.35    11.7  10.1   5.27
09/06/19 00:00:59 27.32   0.16   0.08   0.809  7.35    11.6  10.1   5.27
09/06/19 00:01:03 27.32   0.16   0.08   0.825  7.35    11.6   9.7   5.27
09/06/19 00:01:00 27.32   0.16   0.08   0.846  7.35    11.6  10.0   5.27
09/06/19 00:01:01 27.32   0.16   0.08   0.858  7.35    11.6   9.9   5.27
09/06/19 00:01:02 27.32   0.16   0.08   0.872  7.35    11.6   9.8   5.27
09/06/19 00:01:05 27.32   0.16   0.08   0.915  7.35    11.6   9.3   5.26
09/06/19 00:01:04 27.32   0.16   0.08   0.921  7.35    11.6   9.5   5.26
09/06/19 00:01:06 27.32   0.16   0.08   0.930  7.35    11.6   9.2   5.26
09/06/19 00:01:07 27.32   0.16   0.08   0.949  7.35    11.7   9.0   5.26
09/06/19 00:01:08 27.32   0.16   0.08   0.964  7.35    11.7   8.8   5.27
09/06/19 00:01:11 27.32   0.16   0.08   1.001  7.36    11.9   8.4   5.27
09/06/19 00:01:09 27.32   0.16   0.08   1.012  7.35    11.8   8.7   5.27
09/06/19 00:01:10 27.32   0.16   0.08   1.034  7.36    11.8   8.5   5.27
09/06/19 00:01:14 27.32   0.16   0.08   1.077  7.36    11.9   8.0   5.26
09/06/19 00:01:12 27.32   0.16   0.08   1.088  7.36    11.9   8.2   5.27
09/06/19 00:01:13 27.32   0.16   0.08   1.088  7.36    11.9   8.1   5.26
09/06/19 00:01:16 27.32   0.16   0.08   1.092  7.36    11.9   7.9   5.26
09/06/19 00:01:18 27.32   0.16   0.08   1.119  7.36    11.9   7.8   5.26
09/06/19 00:01:15 27.32   0.16   0.08   1.162  7.36    11.9   7.9   5.26
09/06/19 00:01:20 27.32   0.16   0.08   1.193  7.36    11.8   7.8   5.26
09/06/19 00:01:23 27.32   0.16   0.08   1.197  7.36    11.8   7.9   5.26
09/06/19 00:01:17 27.32   0.16   0.08   1.202  7.36    11.9   7.8   5.26
09/06/19 00:01:21 27.32   0.16   0.08   1.227  7.36    11.8   7.8   5.26
09/06/19 00:01:19 27.32   0.16   0.08   1.237  7.36    11.9   7.8   5.26
09/06/19 00:01:22 27.32   0.16   0.08   1.305  7.36    11.8   7.9   5.26
09/06/19 00:01:25 27.32   0.16   0.08   1.308  7.36    11.8   8.0   5.26
09/06/19 00:01:26 27.32   0.16   0.08   1.337  7.36    11.8   8.1   5.26
09/06/19 00:01:27 27.32   0.16   0.08   1.343  7.36    11.8   8.2   5.26
09/06/19 00:01:24 27.32   0.16   0.08   1.344  7.36    11.8   8.0   5.26
09/06/19 00:01:28 27.32   0.16   0.08   1.360  7.36    11.8   8.3   5.26
09/06/19 00:01:32 27.32   0.16   0.08   1.380  7.36    12.1   8.5   5.25
09/06/19 00:01:30 27.32   0.16   0.08   1.384  7.36    11.9   8.4   5.26
09/06/19 00:01:29 27.32   0.16   0.08   1.402  7.36    11.9   8.4   5.26
09/06/19 00:01:31 27.32   0.16   0.08   1.450  7.36    12.0   8.5   5.26
09/06/19 00:01:33 27.32   0.16   0.08   1.482  7.36    12.1   8.5   5.26
