
Profile Time: 13:00:43
Profile Date: 02/07/2019
Profile Location: jlhaw Serial no: : 0001C33F, ID: : Lucky
Sonde data Status: Unfiltered, VisualCheck
Data Status: , PostCal
02/07/19 13:00:45 10.83   0.13   0.06   0.036  7.56    12.7   7.2  12.18
02/07/19 13:00:50 10.81   0.13   0.06   0.041  7.54    13.0  10.1  12.22
02/07/19 13:00:49 10.81   0.13   0.06   0.045  7.54    12.9   9.7  12.21
02/07/19 13:00:46 10.83   0.13   0.06   0.047  7.55    12.7   8.0  12.18
02/07/19 13:00:48 10.81   0.13   0.06   0.048  7.54    12.9   9.2  12.19
02/07/19 13:00:54 10.82   0.13   0.06   0.048  7.52    13.1  10.4  12.24
02/07/19 13:00:44 10.83   0.13   0.06   0.050  7.56    12.6   6.4  12.18
02/07/19 13:00:53 10.82   0.13   0.06   0.050  7.52    13.1  10.5  12.25
02/07/19 13:00:51 10.82   0.13   0.06   0.051  7.53    13.0  10.3  12.23
02/07/19 13:00:52 10.82   0.13   0.06   0.054  7.53    13.0  10.5  12.24
02/07/19 13:00:58 10.82   0.13   0.06   0.054  7.49    12.9   9.9  12.25
02/07/19 13:00:57 10.82   0.13   0.06   0.058  7.50    13.0  10.0  12.26
02/07/19 13:00:55 10.82   0.13   0.06   0.059  7.51    13.0  10.3  12.24
02/07/19 13:00:59 10.82   0.13   0.06   0.060  7.49    12.9   9.8  12.25
02/07/19 13:00:47 10.82   0.13   0.06   0.062  7.55    12.8   8.6  12.19
02/07/19 13:01:00 10.81   0.13   0.06   0.063  7.49    12.8   9.7  12.26
02/07/19 13:00:56 10.82   0.13   0.06   0.066  7.51    13.0  10.2  12.24
02/07/19 13:01:01 10.81   0.13   0.06   0.087  7.48    12.8   9.7  12.27
02/07/19 13:01:02 10.80   0.13   0.06   0.114  7.47    12.7   9.7  12.27
02/07/19 13:01:03 10.81   0.13   0.06   0.129  7.47    12.7   9.8  12.28
02/07/19 13:01:05 10.80   0.13   0.06   0.138  7.47    12.7  10.0  12.30
02/07/19 13:01:04 10.81   0.13   0.06   0.141  7.47    12.7   9.9  12.29
02/07/19 13:01:06 10.80   0.13   0.06   0.159  7.47    12.7  10.2  12.31
02/07/19 13:01:07 10.80   0.13   0.06   0.174  7.46    12.7  10.3  12.30
02/07/19 13:01:09 10.79   0.13   0.06   0.175  7.46    12.7  10.4  12.31
02/07/19 13:01:08 10.80   0.13   0.06   0.176  7.46    12.7  10.4  12.30
02/07/19 13:01:10 10.79   0.13   0.06   0.202  7.45    12.8  10.4  12.31
02/07/19 13:01:11 10.79   0.13   0.06   0.230  7.44    12.8  10.4  12.32
02/07/19 13:01:12 10.80   0.13   0.06   0.243  7.44    12.8  10.3  12.32
02/07/19 13:01:13 10.79   0.13   0.06   0.260  7.44    12.8  10.1  12.32
02/07/19 13:01:14 10.78   0.13   0.06   0.272  7.44    12.9  10.0  12.35
02/07/19 13:01:15 10.79   0.13   0.06   0.289  7.43    12.8   9.8  12.34
02/07/19 13:01:16 10.80   0.13   0.06   0.309  7.43    12.8   9.7  12.34
02/07/19 13:01:17 10.81   0.13   0.06   0.321  7.42    12.8   9.5  12.33
02/07/19 13:01:18 10.81   0.13   0.06   0.332  7.42    12.8   9.4  12.34
02/07/19 13:01:19 10.81   0.13   0.06   0.351  7.42    12.7   9.4  12.35
02/07/19 13:01:20 10.81   0.13   0.06   0.370  7.42    12.7   9.4  12.35
02/07/19 13:01:21 10.81   0.13   0.06   0.393  7.41    12.7   9.5  12.34
02/07/19 13:01:22 10.81   0.13   0.06   0.412  7.41    12.7   9.6  12.34
02/07/19 13:01:23 10.80   0.13   0.06   0.431  7.41    12.7   9.7  12.34
02/07/19 13:01:24 10.80   0.13   0.06   0.443  7.40    12.7   9.9  12.35
02/07/19 13:01:25 10.79   0.13   0.06   0.462  7.40    12.7  10.1  12.35
02/07/19 13:01:26 10.79   0.13   0.06   0.485  7.40    12.7  10.3  12.35
02/07/19 13:01:27 10.78   0.13   0.06   0.503  7.40    12.7  10.5  12.36
02/07/19 13:01:28 10.78   0.13   0.06   0.514  7.39    12.8  10.7  12.37
02/07/19 13:01:29 10.78   0.13   0.06   0.532  7.39    12.8  10.8  12.36
02/07/19 13:01:30 10.78   0.13   0.06   0.554  7.38    12.8  10.9  12.36
02/07/19 13:01:31 10.78   0.13   0.06   0.572  7.38    12.8  10.9  12.37
02/07/19 13:01:32 10.78   0.13   0.06   0.590  7.38    12.8  10.8  12.36
02/07/19 13:01:33 10.78   0.13   0.06   0.620  7.37    12.7  10.8  12.36
02/07/19 13:01:34 10.77   0.13   0.06   0.648  7.37    12.7  10.7  12.36
