
Profile Time: 02:51:20
Profile Date: 02/07/2020
Profile Location: jlhaw Serial no: : 0001C33F, ID: : Lucky
Sonde data Status: Unfiltered, VisualCheck
Data Status: , PostCal
02/08/20 00:30:03 10.56   0.06   0.03  -0.003  7.16   114.4  13.8  11.50
02/08/20 00:30:27 10.52   0.06   0.03  -0.003  7.16   120.7   NaN  11.50
02/08/20 00:30:28 10.52   0.06   0.03  -0.003  7.16   120.9   NaN  11.50
02/08/20 00:30:29 10.53   0.06   0.03  -0.003  7.16   121.0   NaN  11.50
02/08/20 00:30:35 10.55   0.06   0.03  -0.003  7.16   115.9   NaN  11.50
02/08/20 00:30:04 10.56   0.06   0.03  -0.002  7.16   115.5  11.1  11.49
02/08/20 00:30:05 10.56   0.06   0.03  -0.002  7.16   116.5   6.7  11.49
02/08/20 00:30:06 10.56   0.06   0.03  -0.002  7.16   117.5  13.3  11.47
02/08/20 00:30:07 10.56   0.06   0.03  -0.002  7.16   118.5  12.8  11.48
02/08/20 00:30:08 10.56   0.06   0.03  -0.002  7.16   119.3   6.0  11.48
02/08/20 00:30:09 10.56   0.06   0.03  -0.002  7.16   120.1  10.3  11.48
02/08/20 00:30:11 10.56   0.06   0.03  -0.002  7.16   121.2   NaN  11.48
02/08/20 00:30:14 10.54   0.06   0.03  -0.002  7.16   121.5   NaN  11.49
02/08/20 00:30:15 10.54   0.06   0.03  -0.002  7.16   121.3   NaN  11.48
02/08/20 00:30:16 10.53   0.06   0.03  -0.002  7.16   121.0   NaN  11.50
02/08/20 00:30:17 10.53   0.06   0.03  -0.002  7.16   120.6   NaN  11.49
02/08/20 00:30:18 10.52   0.06   0.03  -0.002  7.16   120.2   NaN  11.49
02/08/20 00:30:19 10.52   0.06   0.03  -0.002  7.16   119.9   NaN  11.48
02/08/20 00:30:20 10.52   0.06   0.03  -0.002  7.16   119.6   NaN  11.48
02/08/20 00:30:21 10.52   0.06   0.03  -0.002  7.16   119.4   NaN  11.48
02/08/20 00:30:22 10.51   0.06   0.03  -0.002  7.16   119.4   NaN  11.49
02/08/20 00:30:23 10.51   0.06   0.03  -0.002  7.16   119.5   NaN  11.50
02/08/20 00:30:24 10.51   0.06   0.03  -0.002  7.16   119.7   NaN  11.49
02/08/20 00:30:25 10.51   0.06   0.03  -0.002  7.16   120.0   NaN  11.49
02/08/20 00:30:26 10.52   0.06   0.03  -0.002  7.16   120.3   NaN  11.49
02/08/20 00:30:30 10.53   0.06   0.03  -0.002  7.16   120.8   NaN  11.50
02/08/20 00:30:31 10.53   0.06   0.03  -0.002  7.16   120.4   NaN  11.50
02/08/20 00:30:32 10.54   0.06   0.03  -0.002  7.16   119.7   NaN  11.51
02/08/20 00:30:33 10.54   0.06   0.03  -0.002  7.16   118.7   NaN  11.51
02/08/20 00:30:34 10.55   0.06   0.03  -0.002  7.16   117.4   NaN  11.50
02/08/20 00:30:36 10.56   0.06   0.03  -0.002  7.16   114.2   NaN  11.50
02/08/20 00:30:37 10.56   0.06   0.03  -0.002  7.16   112.4   NaN  11.50
02/08/20 00:30:10 10.56   0.06   0.03  -0.001  7.16   120.7   NaN  11.47
02/08/20 00:30:12 10.56   0.06   0.03  -0.001  7.16   121.4   NaN  11.47
02/08/20 00:30:13 10.55   0.06   0.03  -0.001  7.16   121.5   NaN  11.48

Profile Time: 00:30:00
Profile Date: 02/08/2020
Profile Location: jlhaw Serial no: : 0001C33F, ID: : Lucky
Sonde data Status: Unfiltered, VisualCheck
Data Status: , PostCal
02/08/20 01:00:12 10.16   0.00   0.00  -0.001  7.25   124.1   NaN  11.82
02/08/20 01:00:14 10.17   0.00   0.00  -0.001  7.25   123.9   NaN  11.80
02/08/20 01:00:17 10.17   0.00   0.00  -0.001  7.25   122.0   NaN  11.80
02/08/20 01:00:22 10.15   0.00   0.00  -0.001  7.25   117.5   NaN  11.81
02/08/20 01:00:32 10.14   0.00   0.00  -0.001  7.24   116.8   NaN  11.81
02/08/20 01:00:03 10.14   0.00   0.00   0.000  7.26   110.6   NaN  11.82
02/08/20 01:00:04 10.14   0.00   0.00   0.000  7.25   112.9   NaN  11.82
02/08/20 01:00:05 10.14   0.00   0.00   0.000  7.25   115.1   NaN  11.82
02/08/20 01:00:06 10.14   0.00   0.00   0.000  7.25   117.2   NaN  11.82
02/08/20 01:00:07 10.14   0.00   0.00   0.000  7.25   119.1   NaN  11.82
02/08/20 01:00:08 10.14   0.00   0.00   0.000  7.25   120.7   NaN  11.82
02/08/20 01:00:09 10.14   0.00   0.00   0.000  7.25   122.0   NaN  11.81
02/08/20 01:00:10 10.15   0.00   0.00   0.000  7.25   123.0   NaN  11.82
