
Profile Time: 03:30:01
Profile Date: 10/16/2019
Profile Location: jlhaw Serial no: : 0001C33F, ID: : Lucky
Sonde data Status: Unfiltered, VisualCheck, VisualCheck
Data Status: , PostCal
10/16/19 03:30:11 22.77   0.22   0.10   0.058  7.80     NaN  14.4   6.95
10/16/19 03:30:03 22.77   0.22   0.10   0.059  7.80     NaN  11.6   6.94
10/16/19 03:30:04 22.76   0.22   0.10   0.059  7.80     NaN  12.3   6.94
10/16/19 03:30:05 22.74   0.22   0.10   0.059  7.80     NaN  12.9   6.95
10/16/19 03:30:06 22.73   0.22   0.10   0.059  7.80     NaN  13.4   6.96
10/16/19 03:30:08 22.74   0.22   0.10   0.059  7.80     NaN  14.2   6.96
10/16/19 03:30:09 22.75   0.22   0.10   0.059  7.80     NaN  14.4   6.96
10/16/19 03:30:10 22.76   0.22   0.10   0.059  7.80     NaN  14.4   6.96
10/16/19 03:30:12 22.77   0.22   0.10   0.059  7.79     NaN  14.4   6.96
10/16/19 03:30:14 22.78   0.22   0.10   0.059  7.79     NaN  14.1   6.95
10/16/19 03:30:15 22.78   0.22   0.10   0.059  7.79     NaN  14.0   6.96
10/16/19 03:30:16 22.78   0.22   0.10   0.059  7.79     NaN  13.9   6.95
10/16/19 03:30:17 22.78   0.22   0.10   0.059  7.79     NaN  13.8   6.95
10/16/19 03:30:07 22.73   0.22   0.10   0.060  7.80     NaN  13.8   6.97
10/16/19 03:30:13 22.78   0.22   0.10   0.060  7.79     NaN  14.2   6.96
10/16/19 03:30:18 22.77   0.22   0.10   0.065  7.79     NaN  13.8   6.96
10/16/19 03:30:19 22.77   0.22   0.10   0.070  7.79     NaN  13.9   6.96
10/16/19 03:30:20 22.77   0.22   0.10   0.070  7.79     NaN  14.0   6.96
10/16/19 03:30:21 22.77   0.22   0.10   0.070  7.79     NaN  14.1   6.97
10/16/19 03:30:22 22.78   0.22   0.10   0.072  7.79     NaN  14.3   6.96
10/16/19 03:30:26 22.79   0.22   0.10   0.083  7.79     NaN  14.7   6.97
10/16/19 03:30:27 22.79   0.22   0.10   0.083  7.79     NaN  14.6   6.96
10/16/19 03:30:29 22.79   0.22   0.10   0.083  7.79     NaN  14.3   6.96
10/16/19 03:30:31 22.78   0.22   0.10   0.083  7.79     NaN  13.8   6.95
10/16/19 03:30:33 22.78   0.22   0.10   0.083  7.79     NaN  13.0   6.95
10/16/19 03:30:23 22.78   0.22   0.10   0.084  7.79     NaN  14.5   6.97
10/16/19 03:30:24 22.78   0.22   0.10   0.084  7.79     NaN  14.6   6.96
10/16/19 03:30:25 22.79   0.22   0.10   0.084  7.79     NaN  14.7   6.96
10/16/19 03:30:28 22.79   0.22   0.10   0.084  7.79     NaN  14.5   6.97
10/16/19 03:30:30 22.79   0.22   0.10   0.084  7.79     NaN  14.1   6.96
10/16/19 03:30:32 22.78   0.22   0.10   0.084  7.78     NaN  13.4   6.95

Profile Time: 06:00:00
Profile Date: 10/16/2019
Profile Location: jlhaw Serial no: : 0001C33F, ID: : Lucky
Sonde data Status: Unfiltered, VisualCheck, VisualCheck
Data Status: , PostCal
10/16/19 06:00:09 22.80   0.22   0.10   0.051  7.66     NaN  14.1   7.16
10/16/19 06:00:12 22.80   0.22   0.10   0.052  7.66     NaN  13.8   7.15
10/16/19 06:00:16 22.80   0.22   0.10   0.052  7.66     NaN  14.0   7.14
10/16/19 06:00:03 22.80   0.22   0.10   0.053  7.66     NaN  13.9   7.19
10/16/19 06:00:05 22.80   0.22   0.10   0.053  7.66     NaN  14.2   7.18
10/16/19 06:00:02 22.80   0.22   0.10   0.054  7.66     NaN  13.7   7.19
10/16/19 06:00:04 22.80   0.22   0.10   0.054  7.66     NaN  14.1   7.18
10/16/19 06:00:06 22.80   0.22   0.10   0.054  7.66     NaN  14.2   7.17
10/16/19 06:00:07 22.80   0.22   0.10   0.054  7.66     NaN  14.2   7.17
10/16/19 06:00:08 22.81   0.22   0.10   0.054  7.66     NaN  14.1   7.16
10/16/19 06:00:10 22.80   0.22   0.10   0.054  7.66     NaN  14.0   7.16
10/16/19 06:00:11 22.80   0.22   0.10   0.054  7.66     NaN  13.9   7.15
10/16/19 06:00:15 22.80   0.22   0.10   0.054  7.66     NaN  13.9   7.13
10/16/19 06:00:13 22.80   0.22   0.10   0.055  7.66     NaN  13.8   7.15
10/16/19 06:00:01 22.81   0.22   0.10   0.056  7.66     NaN  13.5   7.19
10/16/19 06:00:14 22.80   0.22   0.10   0.057  7.66     NaN  13.8   7.14
10/16/19 06:00:17 22.80   0.22   0.10   0.061  7.66     NaN  14.2   7.13
10/16/19 06:00:18 22.80   0.22   0.10   0.065  7.66     NaN  14.4   7.11
10/16/19 06:00:19 22.80   0.22   0.10   0.065  7.66     NaN  14.5   7.10
10/16/19 06:00:20 22.80   0.22   0.10   0.069  7.66     NaN  14.6   7.11
10/16/19 06:00:25 22.79   0.22   0.10   0.074  7.66     NaN  13.7   7.09
10/16/19 06:00:28 22.79   0.22   0.10   0.074  7.66     NaN  11.4   7.08
10/16/19 06:00:30 22.79   0.22   0.10   0.074  7.66     NaN   9.4   7.09
10/16/19 06:00:24 22.79   0.22   0.10   0.075  7.66     NaN  14.1   7.09
10/16/19 06:00:26 22.79   0.22   0.10   0.075  7.66     NaN  13.1   7.09
10/16/19 06:00:32 22.79   0.22   0.10   0.075  7.66     NaN   7.4   7.10
10/16/19 06:00:22 22.79   0.22   0.10   0.076  7.66     NaN  14.6   7.10
10/16/19 06:00:23 22.79   0.22   0.10   0.076  7.66     NaN  14.4   7.10
10/16/19 06:00:27 22.79   0.22   0.10   0.076  7.66     NaN  12.3   7.09
10/16/19 06:00:29 22.79   0.22   0.10   0.076  7.66     NaN  10.5   7.09
10/16/19 06:00:31 22.79   0.22   0.10   0.076  7.66     NaN   8.4   7.09
10/16/19 06:00:21 22.79   0.22   0.10   0.077  7.66     NaN  14.7   7.10

Profile Time: 07:23:14
Profile Date: 10/16/2019
Profile Location: jlhaw Serial no: : 0001C33F, ID: : Lucky
Sonde data Status: Unfiltered, VisualCheck, VisualCheck
Data Status: , PostCal
10/16/19 07:23:18 22.77   0.22   0.10   0.064  7.56     NaN  11.8   7.08
10/16/19 07:23:23 22.77   0.22   0.10   0.064  7.56     NaN  12.6   7.06
10/16/19 07:23:29 22.76   0.22   0.10   0.064  7.56     NaN  12.5   7.04
