
Profile Time: 00:00:00
Profile Date: 03/26/2019
Profile Location: jlhaw Serial no: : 0001C33F, ID: : Lucky
Sonde data Status: Unfiltered, VisualCheck
Data Status: , PostCal
03/26/19 00:00:03 13.28   0.08   0.04   0.053  8.13    28.3   6.1  11.00
03/26/19 00:00:05 13.28   0.08   0.04   0.054  8.13    28.1   7.4  11.00
03/26/19 00:00:06 13.27   0.08   0.04   0.054  8.13    28.0   8.0  11.01
03/26/19 00:00:07 13.27   0.08   0.04   0.054  8.13    27.9   8.4  11.00
03/26/19 00:00:08 13.27   0.08   0.04   0.054  8.13    27.9   8.7  11.00
03/26/19 00:00:11 13.28   0.08   0.04   0.054  8.13    27.8   9.1  11.01
03/26/19 00:00:14 13.29   0.08   0.04   0.054  8.13    27.8   9.0  11.00
03/26/19 00:00:15 13.29   0.08   0.04   0.054  8.13    27.8   9.0  10.99
03/26/19 00:00:16 13.29   0.08   0.04   0.054  8.13    27.7   9.0  10.99
03/26/19 00:00:02 13.29   0.08   0.04   0.055  8.13    28.4   5.3  11.00
03/26/19 00:00:04 13.28   0.08   0.04   0.055  8.13    28.2   6.8  11.00
03/26/19 00:00:09 13.27   0.08   0.04   0.055  8.13    27.8   9.0  11.00
03/26/19 00:00:10 13.27   0.08   0.04   0.055  8.13    27.8   9.1  11.00
03/26/19 00:00:12 13.28   0.08   0.04   0.055  8.13    27.8   9.1  11.02
03/26/19 00:00:13 13.29   0.08   0.04   0.055  8.13    27.8   9.1  11.01
03/26/19 00:00:17 13.29   0.08   0.04   0.055  8.13    27.7   9.0  10.99
03/26/19 00:00:19 13.29   0.08   0.04   0.057  8.12    27.7   9.2  10.99
03/26/19 00:00:20 13.29   0.08   0.04   0.057  8.12    27.7   9.3  10.99
03/26/19 00:00:18 13.29   0.08   0.04   0.058  8.12    27.7   9.1  10.99
03/26/19 00:00:21 13.29   0.08   0.04   0.063  8.12    27.7   9.5  10.98
03/26/19 00:00:22 13.29   0.08   0.04   0.063  8.12    27.7   9.6  10.98
03/26/19 00:00:23 13.29   0.08   0.04   0.063  8.12    27.7   9.7  10.97
03/26/19 00:00:24 13.29   0.08   0.04   0.063  8.12    27.7   9.7  10.97
03/26/19 00:00:25 13.29   0.08   0.04   0.063  8.12    27.7   9.7  10.97
03/26/19 00:00:26 13.29   0.08   0.04   0.063  8.12    27.8   9.6  10.97
03/26/19 00:00:28 13.29   0.08   0.04   0.063  8.12    28.1   9.2  10.96
03/26/19 00:00:31 13.29   0.08   0.04   0.063  8.12    28.7   8.0  10.97
03/26/19 00:00:27 13.29   0.08   0.04   0.064  8.12    27.9   9.4  10.96
03/26/19 00:00:29 13.29   0.08   0.04   0.064  8.12    28.3   8.8  10.96
03/26/19 00:00:30 13.29   0.08   0.04   0.064  8.12    28.5   8.5  10.97
03/26/19 00:00:32 13.29   0.08   0.04   0.064  8.12    28.9   7.6  10.97

Profile Time: 01:00:32
Profile Date: 03/26/2019
Profile Location: jlhaw Serial no: : 0001C33F, ID: : Lucky
Sonde data Status: Unfiltered, VisualCheck
Data Status: , PostCal
03/26/19 01:00:34 13.53   0.08   0.04   0.068  8.05    29.8   8.9  10.96
03/26/19 01:00:35 13.53   0.08   0.04   0.069  8.05    29.7   9.2  10.97
03/26/19 01:00:45 13.53   0.08   0.04   0.069  8.05    29.7   9.1  10.99
03/26/19 01:00:48 13.53   0.08   0.04   0.069  8.05    29.7   9.4  10.99
03/26/19 01:00:36 13.53   0.08   0.04   0.070  8.05    29.6   9.4  10.97
03/26/19 01:00:44 13.53   0.08   0.04   0.070  8.05    29.7   9.2  11.00
03/26/19 01:00:37 13.53   0.08   0.04   0.071  8.05    29.6   9.5  10.97
03/26/19 01:00:42 13.53   0.08   0.04   0.071  8.05    29.6   9.4  10.98
03/26/19 01:00:46 13.53   0.08   0.04   0.071  8.05    29.7   9.1  11.00
03/26/19 01:00:47 13.53   0.08   0.04   0.071  8.05    29.7   9.2  11.00
03/26/19 01:00:38 13.53   0.08   0.04   0.072  8.05    29.5   9.6  10.98
03/26/19 01:00:43 13.53   0.08   0.04   0.072  8.05    29.6   9.3  10.99
03/26/19 01:00:39 13.53   0.08   0.04   0.073  8.05    29.5   9.6  10.98
03/26/19 01:00:41 13.53   0.08   0.04   0.073  8.05    29.5   9.5  10.98
03/26/19 01:00:40 13.53   0.08   0.04   0.074  8.05    29.5   9.6  10.97
03/26/19 01:00:49 13.53   0.08   0.04   0.074  8.05    29.6   9.6  10.99
03/26/19 01:00:50 13.53   0.08   0.04   0.074  8.05    29.5   9.9  10.98
03/26/19 01:00:51 13.53   0.08   0.04   0.074  8.05    29.3  10.3  10.98
