
Profile Time: 12:00:00
Profile Date: 11/14/2018
Profile Location: jlhaw Serial no: : 0001C33F, ID: : Lucky
Sonde data Status: Unfiltered, VisualCheck
Data Status: , PostCal
11/14/18 12:00:36 10.39   0.06   0.03   0.135  7.64    94.3  10.9  11.17
11/14/18 12:00:32 10.38   0.06   0.03   0.136  7.64    89.1   7.0  11.18
11/14/18 12:00:33 10.39   0.06   0.03   0.136  7.64    90.0   7.6  11.18
11/14/18 12:00:35 10.39   0.06   0.03   0.136  7.64    92.7   9.6  11.17
11/14/18 12:00:38 10.39   0.06   0.03   0.136  7.64    97.9  13.9  11.17
11/14/18 12:00:39 10.39   0.06   0.03   0.136  7.64    99.7  15.5  11.16
11/14/18 12:00:29 10.39   0.06   0.03   0.137  7.64    87.8   6.4  11.17
11/14/18 12:00:31 10.39   0.06   0.03   0.137  7.64    88.4   6.6  11.17
11/14/18 12:00:34 10.39   0.06   0.03   0.137  7.64    91.2   8.5  11.18
11/14/18 12:00:37 10.39   0.06   0.03   0.137  7.64    96.1  12.4  11.17
11/14/18 12:00:28 10.39   0.06   0.03   0.138  7.63    87.8   6.6  11.17
11/14/18 12:00:30 10.39   0.06   0.03   0.138  7.64    88.0   6.4  11.17
11/14/18 12:00:27 10.39   0.06   0.03   0.139  7.64    88.0   6.9  11.17
11/14/18 12:00:26 10.39   0.06   0.03   0.140  7.64    88.3   7.2  11.17
11/14/18 12:00:25 10.39   0.06   0.03   0.148  7.64    88.8   7.5  11.17
11/14/18 12:00:24 10.39   0.06   0.03   0.170  7.63    89.3   7.8  11.17
11/14/18 12:00:23 10.39   0.06   0.03   0.184  7.63    89.8   8.0  11.16
11/14/18 12:00:22 10.39   0.06   0.03   0.196  7.64    90.3   8.1  11.16
11/14/18 12:00:21 10.39   0.06   0.03   0.224  7.63    90.9   8.2  11.16
11/14/18 12:00:20 10.39   0.06   0.03   0.235  7.64    91.4   8.2  11.16
11/14/18 12:00:19 10.39   0.06   0.03   0.252  7.63    91.9   8.1  11.16
11/14/18 12:00:18 10.39   0.06   0.03   0.274  7.63    92.3   8.0  11.16
11/14/18 12:00:17 10.39   0.06   0.03   0.294  7.63    92.8   7.8  11.16
11/14/18 12:00:16 10.39   0.06   0.03   0.312  7.63    93.2   7.7  11.15
11/14/18 12:00:11 10.39   0.06   0.03   0.318  7.63    94.7   7.5  11.14
11/14/18 12:00:13 10.39   0.06   0.03   0.318  7.63    94.2   7.4  11.15
11/14/18 12:00:14 10.39   0.06   0.03   0.318  7.63    93.9   7.5  11.16
11/14/18 12:00:06 10.39   0.06   0.03   0.319  7.63    95.0   8.6  11.13
11/14/18 12:00:10 10.39   0.06   0.03   0.319  7.63    94.9   7.6  11.14
11/14/18 12:00:12 10.39   0.06   0.03   0.319  7.63    94.5   7.4  11.15
11/14/18 12:00:15 10.39   0.06   0.03   0.319  7.63    93.5   7.6  11.16
11/14/18 12:00:00 10.39   0.06   0.03   0.320  7.64    92.8  10.9  11.15
11/14/18 12:00:04 10.39   0.06   0.03   0.320  7.64    94.6   9.3  11.14
11/14/18 12:00:07 10.39   0.06   0.03   0.320  7.63    95.1   8.3  11.13
11/14/18 12:00:08 10.39   0.06   0.03   0.320  7.63    95.1   8.0  11.13
11/14/18 12:00:09 10.39   0.06   0.03   0.320  7.63    95.0   7.8  11.14
11/14/18 12:00:01 10.39   0.06   0.03   0.321  7.64    93.3  10.5  11.15
11/14/18 12:00:02 10.39   0.06   0.03   0.321  7.64    93.8  10.1  11.14
11/14/18 12:00:03 10.39   0.06   0.03   0.321  7.64    94.2   9.7  11.14
11/14/18 12:00:05 10.39   0.06   0.03   0.321  7.64    94.9   8.9  11.14

Profile Time: 12:30:00
Profile Date: 11/14/2018
Profile Location: jlhaw Serial no: : 0001C33F, ID: : Lucky
Sonde data Status: Unfiltered, VisualCheck
Data Status: , PostCal
11/14/18 12:30:33 10.41   0.06   0.03   0.169  7.64    92.7   8.2  11.20
11/14/18 12:30:34 10.41   0.06   0.03   0.170  7.63    93.4   8.5  11.20
11/14/18 12:30:35 10.41   0.06   0.03   0.170  7.64    94.0   9.0  11.20
11/14/18 12:30:36 10.41   0.06   0.03   0.170  7.63    94.7   9.4  11.20
11/14/18 12:30:32 10.41   0.06   0.03   0.171  7.63    92.2   7.9  11.19
11/14/18 12:30:39 10.41   0.06   0.03   0.171  7.64    97.0  11.0  11.21
11/14/18 12:30:37 10.41   0.06   0.03   0.172  7.64    95.5   9.9  11.21
11/14/18 12:30:38 10.41   0.06   0.03   0.172  7.64    96.2  10.5  11.21
11/14/18 12:30:31 10.41   0.06   0.03   0.174  7.64    91.6   7.7  11.19
