
Profile Time: 00:56:19
Profile Date: 12/02/2018
Profile Location: jlhaw Serial no: : 0001C33F, ID: : Lucky
Sonde data Status: Unfiltered, VisualCheck
Data Status: , PostCal
12/02/18 00:56:22 10.81   0.08   0.04   0.062  7.62    15.7   8.6   9.41
12/02/18 00:56:23 10.81   0.08   0.04   0.062  7.62    15.7   8.3   9.41
12/02/18 00:56:24 10.81   0.08   0.04   0.062  7.62    15.7   8.1   9.40
12/02/18 00:56:25 10.81   0.08   0.04   0.062  7.62    15.7   7.9   9.40
12/02/18 00:56:27 10.82   0.08   0.04   0.062  7.62    15.7   7.7   9.39
12/02/18 00:56:30 10.82   0.08   0.04   0.062  7.62    15.7   7.8   9.36
12/02/18 00:56:32 10.82   0.08   0.04   0.062  7.62    15.7   8.0   9.35
12/02/18 00:56:33 10.82   0.08   0.04   0.062  7.62    15.7   8.1   9.34
12/02/18 00:56:34 10.82   0.08   0.04   0.062  7.62    15.7   8.2   9.34
12/02/18 00:56:35 10.82   0.08   0.04   0.062  7.62    15.8   8.3   9.34
12/02/18 00:56:21 10.81   0.08   0.04   0.063  7.62    15.7   8.9   9.41
12/02/18 00:56:26 10.82   0.08   0.04   0.063  7.62    15.7   7.8   9.39
12/02/18 00:56:28 10.82   0.08   0.04   0.063  7.62    15.7   7.7   9.38
12/02/18 00:56:29 10.82   0.08   0.04   0.063  7.62    15.7   7.7   9.37
12/02/18 00:56:31 10.82   0.08   0.04   0.063  7.62    15.7   7.9   9.35
12/02/18 00:56:36 10.82   0.08   0.04   0.078  7.62    15.8   8.4   9.33
12/02/18 00:56:37 10.82   0.08   0.04   0.095  7.62    15.8   8.4   9.33
12/02/18 00:56:38 10.81   0.08   0.04   0.111  7.62    15.8   8.4   9.34
12/02/18 00:56:39 10.81   0.08   0.04   0.124  7.62    15.8   8.4   9.33
12/02/18 00:56:40 10.81   0.08   0.04   0.139  7.62    15.8   8.4   9.34
12/02/18 00:56:41 10.80   0.08   0.04   0.157  7.61    15.8   8.3   9.33
12/02/18 00:56:42 10.80   0.08   0.04   0.171  7.61    15.9   8.3   9.33
12/02/18 00:56:43 10.80   0.08   0.04   0.184  7.61    15.9   8.2   9.33
12/02/18 00:56:44 10.80   0.08   0.04   0.198  7.61    15.9   8.1   9.32
12/02/18 00:56:45 10.80   0.08   0.04   0.216  7.61    16.0   8.1   9.32
12/02/18 00:56:46 10.80   0.08   0.04   0.233  7.61    16.0   8.0   9.32
12/02/18 00:56:47 10.80   0.08   0.04   0.245  7.61    16.0   7.9   9.32
12/02/18 00:56:48 10.79   0.08   0.04   0.260  7.61    16.1   7.9   9.32
12/02/18 00:56:49 10.79   0.08   0.04   0.278  7.61    16.2   7.8   9.31
12/02/18 00:56:50 10.79   0.08   0.04   0.291  7.61    16.2   7.7   9.32
12/02/18 00:56:51 10.79   0.08   0.04   0.302  7.61    16.3   7.6   9.31
12/02/18 00:56:52 10.79   0.08   0.04   0.322  7.61    16.4   7.5   9.31
12/02/18 00:56:53 10.79   0.08   0.04   0.339  7.61    16.5   7.4   9.31
12/02/18 00:56:54 10.79   0.08   0.04   0.355  7.61    16.5   7.3   9.29
12/02/18 00:56:55 10.79   0.08   0.04   0.372  7.61    16.6   7.2   9.29
12/02/18 00:56:56 10.79   0.08   0.04   0.390  7.61    16.7   7.1   9.28
12/02/18 00:56:57 10.79   0.08   0.04   0.408  7.61    16.8   6.9   9.28
12/02/18 00:56:58 10.79   0.08   0.04   0.421  7.61    16.8   6.8   9.28
12/02/18 00:56:59 10.79   0.08   0.04   0.443  7.60    16.8   6.7   9.27
12/02/18 00:57:00 10.79   0.08   0.04   0.462  7.60    16.8   6.6   9.27
12/02/18 00:57:01 10.78   0.08   0.04   0.479  7.60    16.8   6.6   9.27
12/02/18 00:57:02 10.78   0.08   0.04   0.498  7.61    16.8   6.5   9.27
12/02/18 00:57:03 10.77   0.08   0.04   0.517  7.60    16.7   6.5   9.27
12/02/18 00:57:04 10.77   0.08   0.04   0.538  7.60    16.7   6.6   9.26
12/02/18 00:57:05 10.77   0.08   0.04   0.558  7.60    16.6   6.6   9.25
12/02/18 00:57:06 10.76   0.08   0.04   0.576  7.60    16.5   6.7   9.25
12/02/18 00:57:07 10.76   0.08   0.04   0.596  7.60    16.4   6.9   9.25
12/02/18 00:57:08 10.75   0.08   0.04   0.612  7.60    16.3   7.1   9.24
12/02/18 00:57:09 10.75   0.08   0.04   0.632  7.60    16.3   7.3   9.24
12/02/18 00:57:10 10.74   0.08   0.04   0.650  7.60    16.2   7.5   9.24
12/02/18 00:57:11 10.73   0.08   0.04   0.670  7.60    16.2   7.8   9.24
