
Profile Time: 01:30:01
Profile Date: 11/16/2019
Profile Location: jlhaw Serial no: : 0001C33F, ID: : Lucky
Sonde data Status: Unfiltered, VisualCheck, VisualCheck
Data Status: , PostCal
11/16/19 01:30:18 12.04   0.19   0.09   0.065  7.90     NaN   NaN  10.08
11/16/19 01:30:12 12.03   0.19   0.09   0.069  7.90     NaN   NaN  10.11
11/16/19 01:30:17 12.04   0.19   0.09   0.070  7.90     NaN   NaN  10.08
11/16/19 01:30:03 12.03   0.19   0.09   0.072  7.90     NaN   NaN  10.17
11/16/19 01:30:08 12.03   0.19   0.09   0.072  7.90     NaN   NaN  10.13
11/16/19 01:30:14 12.03   0.19   0.09   0.072  7.90     NaN   NaN  10.10
11/16/19 01:30:09 12.03   0.19   0.09   0.073  7.90     NaN   NaN  10.13
11/16/19 01:30:11 12.03   0.19   0.09   0.073  7.90     NaN   NaN  10.11
11/16/19 01:30:10 12.03   0.19   0.09   0.076  7.90     NaN   NaN  10.12
11/16/19 01:30:16 12.03   0.19   0.09   0.076  7.90     NaN   NaN  10.09
11/16/19 01:30:19 12.04   0.19   0.09   0.076  7.90     NaN   NaN  10.08
11/16/19 01:30:13 12.03   0.19   0.09   0.077  7.90     NaN   NaN  10.10
11/16/19 01:30:07 12.03   0.19   0.09   0.079  7.90     NaN   NaN  10.14
11/16/19 01:30:20 12.04   0.19   0.09   0.079  7.90     NaN   NaN  10.07
11/16/19 01:30:21 12.03   0.19   0.09   0.081  7.90     NaN   NaN  10.07
11/16/19 01:30:15 12.03   0.19   0.09   0.082  7.90     NaN   NaN  10.09
11/16/19 01:30:04 12.03   0.19   0.09   0.084  7.90     NaN   NaN  10.17
11/16/19 01:30:05 12.04   0.19   0.09   0.086  7.90     NaN   NaN  10.16
11/16/19 01:30:06 12.04   0.19   0.09   0.090  7.90     NaN   NaN  10.14
11/16/19 01:30:22 12.03   0.19   0.09   0.099  7.90     NaN   NaN  10.06
11/16/19 01:30:23 12.03   0.19   0.09   0.117  7.90     NaN   NaN  10.06
11/16/19 01:30:27 12.04   0.19   0.09   0.119  7.89     NaN   NaN  10.05
11/16/19 01:30:26 12.04   0.19   0.09   0.122  7.90     NaN   NaN  10.05
11/16/19 01:30:25 12.04   0.19   0.09   0.124  7.90     NaN   NaN  10.06
11/16/19 01:30:32 12.04   0.19   0.09   0.124  7.89     NaN   NaN  10.04
11/16/19 01:30:24 12.04   0.19   0.09   0.125  7.90     NaN   NaN  10.06
11/16/19 01:30:28 12.04   0.19   0.09   0.126  7.89     NaN   NaN  10.05
11/16/19 01:30:31 12.04   0.19   0.09   0.127  7.89     NaN   NaN  10.04
11/16/19 01:30:29 12.04   0.19   0.09   0.128  7.89     NaN   NaN  10.05
11/16/19 01:30:33 12.04   0.19   0.09   0.129  7.89     NaN   NaN  10.04
11/16/19 01:30:36 12.04   0.19   0.09   0.131  7.89     NaN   NaN  10.03
11/16/19 01:30:30 12.04   0.19   0.09   0.133  7.89     NaN   NaN  10.04
11/16/19 01:30:35 12.04   0.19   0.09   0.144  7.89     NaN   NaN  10.03
11/16/19 01:30:34 12.04   0.19   0.09   0.147  7.89     NaN   NaN  10.04

Profile Time: 02:00:00
Profile Date: 11/16/2019
Profile Location: jlhaw Serial no: : 0001C33F, ID: : Lucky
Sonde data Status: Unfiltered, VisualCheck, VisualCheck
Data Status: , PostCal
11/16/19 02:00:17 12.02   0.19   0.09   0.061  7.82     NaN   NaN   9.72
11/16/19 02:00:03 12.01   0.19   0.09   0.063  7.82     NaN   NaN   9.74
11/16/19 02:00:18 12.02   0.19   0.09   0.063  7.82     NaN   NaN   9.71
11/16/19 02:00:29 12.02   0.19   0.09   0.063  7.82     NaN   NaN   9.72
11/16/19 02:00:04 12.01   0.19   0.09   0.066  7.82     NaN   NaN   9.74
11/16/19 02:00:07 12.01   0.19   0.09   0.066  7.82     NaN   NaN   9.74
11/16/19 02:00:05 12.01   0.19   0.09   0.068  7.82     NaN   NaN   9.75
11/16/19 02:00:12 12.02   0.19   0.09   0.068  7.82     NaN   NaN   9.74
11/16/19 02:00:13 12.02   0.19   0.09   0.068  7.82     NaN   NaN   9.73
11/16/19 02:00:06 12.01   0.19   0.09   0.070  7.82     NaN   NaN   9.75
11/16/19 02:00:16 12.02   0.19   0.09   0.070  7.82     NaN   NaN   9.72
11/16/19 02:00:34 12.01   0.19   0.09   0.071  7.82     NaN   NaN   9.72
11/16/19 02:00:08 12.01   0.19   0.09   0.073  7.82     NaN   NaN   9.74
11/16/19 02:00:23 12.02   0.19   0.09   0.073  7.82     NaN   NaN   9.71
11/16/19 02:00:28 12.03   0.19   0.09   0.074  7.82     NaN   NaN   9.72
11/16/19 02:00:31 12.01   0.19   0.09   0.074  7.82     NaN   NaN   9.71
11/16/19 02:00:33 12.00   0.19   0.09   0.074  7.82     NaN   NaN   9.72
11/16/19 02:00:11 12.01   0.19   0.09   0.075  7.82     NaN   NaN   9.74
11/16/19 02:00:15 12.02   0.19   0.09   0.076  7.82     NaN   NaN   9.72
11/16/19 02:00:22 12.02   0.19   0.09   0.077  7.82     NaN   NaN   9.71
11/16/19 02:00:24 12.02   0.19   0.09   0.077  7.82     NaN   NaN   9.71
11/16/19 02:00:10 12.02   0.19   0.09   0.078  7.82     NaN   NaN   9.74
11/16/19 02:00:32 12.01   0.19   0.09   0.078  7.82     NaN   NaN   9.71
11/16/19 02:00:09 12.02   0.19   0.09   0.079  7.82     NaN   NaN   9.75
11/16/19 02:00:19 12.02   0.19   0.09   0.079  7.82     NaN   NaN   9.71
11/16/19 02:00:30 12.02   0.19   0.09   0.079  7.82     NaN   NaN   9.71
11/16/19 02:00:21 12.02   0.19   0.09   0.081  7.82     NaN   NaN   9.72
11/16/19 02:00:14 12.02   0.19   0.09   0.082  7.82     NaN   NaN   9.72
11/16/19 02:00:27 12.03   0.19   0.09   0.083  7.82     NaN   NaN   9.71
11/16/19 02:00:25 12.02   0.19   0.09   0.091  7.82     NaN   NaN   9.71
11/16/19 02:00:26 12.02   0.19   0.09   0.094  7.82     NaN   NaN   9.71
11/16/19 02:00:20 12.02   0.19   0.09   0.095  7.82     NaN   NaN   9.71

Profile Time: 03:00:00
Profile Date: 11/16/2019
Profile Location: jlhaw Serial no: : 0001C33F, ID: : Lucky
Sonde data Status: Unfiltered, VisualCheck, VisualCheck
Data Status: , PostCal
