"Datetime","avg_wind_speed","avg_wind_dir","loc"
2017-07-27 09:00:00,4.96,229,"jlnewhope"
2017-07-27 09:30:00,3.45,224,"jlnewhope"
2017-07-27 10:00:00,3.52,224,"jlnewhope"
2017-07-27 10:30:00,3.36,211,"jlnewhope"
2017-07-27 11:00:00,3.07,212,"jlnewhope"
2017-07-27 11:30:00,3.35,212,"jlnewhope"
2017-07-27 12:00:00,2.93,213,"jlnewhope"
2017-07-27 12:30:00,3.65,214,"jlnewhope"
2017-07-27 13:00:00,3.99,214,"jlnewhope"
2017-07-27 13:30:00,4.08,214,"jlnewhope"
2017-07-27 14:00:00,3.55,213,"jlnewhope"
2017-07-27 14:30:00,3.74,213,"jlnewhope"
2017-07-27 15:00:00,4.01,213,"jlnewhope"
2017-07-28 09:00:00,2.79,211,"jlnewhope"
2017-07-28 09:30:00,2.84,214,"jlnewhope"
2017-07-28 10:00:00,2.64,218,"jlnewhope"
2017-07-28 10:30:00,2.62,232,"jlnewhope"
2017-07-28 11:00:00,3.32,225,"jlnewhope"
2017-07-28 11:30:00,3.23,229,"jlnewhope"
2017-07-28 12:00:00,3.88,223,"jlnewhope"
2017-07-28 12:30:00,4.86,235,"jlnewhope"
2017-07-28 13:00:00,3.91,235,"jlnewhope"
2017-07-28 13:30:00,4.6,228,"jlnewhope"
2017-07-28 14:00:00,4.77,226,"jlnewhope"
2017-07-28 14:30:00,4.32,217,"jlnewhope"
2017-07-28 15:00:00,3.94,200,"jlnewhope"
2017-07-29 09:00:00,6.79,124,"jlnewhope"
2017-07-29 09:30:00,7.53,19,"jlnewhope"
2017-07-29 10:00:00,6.57,18,"jlnewhope"
2017-07-29 10:30:00,5.24,5,"jlnewhope"
2017-07-29 11:00:00,4.57,120,"jlnewhope"
2017-07-29 11:30:00,5.64,125,"jlnewhope"
2017-07-29 12:00:00,5.17,19,"jlnewhope"
2017-07-29 12:30:00,6.65,22,"jlnewhope"
2017-07-29 13:00:00,6.58,16,"jlnewhope"
2017-07-29 13:30:00,7.52,18,"jlnewhope"
2017-07-29 14:00:00,6.7,19,"jlnewhope"
2017-07-29 14:30:00,6.52,19,"jlnewhope"
2017-07-29 15:00:00,5.66,30,"jlnewhope"
2017-07-30 09:00:00,5.42,24,"jlnewhope"
2017-07-30 09:30:00,5.13,23,"jlnewhope"
2017-07-30 10:00:00,4.78,33,"jlnewhope"
2017-07-30 10:30:00,5,25,"jlnewhope"
2017-07-30 11:00:00,5.03,32,"jlnewhope"
2017-07-30 11:30:00,5.15,28,"jlnewhope"
2017-07-30 12:00:00,5.38,31,"jlnewhope"
2017-07-30 12:30:00,5.79,25,"jlnewhope"
2017-07-30 13:00:00,6.22,27,"jlnewhope"
2017-07-30 13:30:00,6.18,43,"jlnewhope"
2017-07-30 14:00:00,5.22,30,"jlnewhope"
2017-07-30 14:30:00,5.72,24,"jlnewhope"
2017-07-30 15:00:00,4.84,19,"jlnewhope"
2017-07-31 09:00:00,2.93,37,"jlnewhope"
2017-07-31 09:30:00,2.71,25,"jlnewhope"
2017-07-31 10:00:00,2.63,16,"jlnewhope"
2017-07-31 10:30:00,2.86,15,"jlnewhope"
2017-07-31 11:00:00,3.7,35,"jlnewhope"
2017-07-31 11:30:00,4.31,54,"jlnewhope"
2017-07-31 12:00:00,4.6,54,"jlnewhope"
2017-07-31 12:30:00,3.72,63,"jlnewhope"
2017-07-31 13:00:00,2.74,35,"jlnewhope"
2017-07-31 13:30:00,3.19,33,"jlnewhope"
2017-07-31 14:00:00,2.86,50,"jlnewhope"
2017-07-31 14:30:00,3.94,62,"jlnewhope"
2017-07-31 15:00:00,3.94,62,"jlnewhope"
2017-08-01 09:00:00,0.29,76,"jlnewhope"
2017-08-01 09:30:00,0.23,94,"jlnewhope"
2017-08-01 10:00:00,0.39,140,"jlnewhope"
2017-08-01 10:30:00,0.27,133,"jlnewhope"
2017-08-01 11:00:00,0.23,102,"jlnewhope"
2017-08-01 11:30:00,0.8,35,"jlnewhope"
2017-08-01 12:00:00,1.72,125,"jlnewhope"
2017-08-01 12:30:00,1.54,129,"jlnewhope"
2017-08-01 13:00:00,1.41,229,"jlnewhope"
2017-08-01 13:30:00,0.78,122,"jlnewhope"
2017-08-01 14:00:00,0.32,179,"jlnewhope"
2017-08-01 14:30:00,1.06,134,"jlnewhope"
2017-08-01 15:00:00,1.3,306,"jlnewhope"
2017-08-02 09:00:00,0.75,286,"jlnewhope"
2017-08-02 09:30:00,0.36,196,"jlnewhope"
2017-08-02 10:00:00,1.23,226,"jlnewhope"
2017-08-02 10:30:00,1.33,248,"jlnewhope"
2017-08-02 11:00:00,0.95,272,"jlnewhope"
2017-08-02 11:30:00,0.97,228,"jlnewhope"
2017-08-02 12:00:00,0.49,170,"jlnewhope"
2017-08-02 12:30:00,0.08,107,"jlnewhope"
2017-08-02 13:00:00,0.19,45,"jlnewhope"
2017-08-02 13:30:00,1.18,18,"jlnewhope"
2017-08-02 14:00:00,2.23,241,"jlnewhope"
2017-08-02 14:30:00,2.48,32,"jlnewhope"
2017-08-02 15:00:00,2.61,31,"jlnewhope"
2017-08-03 09:00:00,0.18,140,"jlnewhope"
2017-08-03 09:30:00,0.03,119,"jlnewhope"
2017-08-03 10:00:00,0.24,293,"jlnewhope"
2017-08-03 10:30:00,1.54,251,"jlnewhope"
2017-08-03 11:00:00,1.5,245,"jlnewhope"
2017-08-03 11:30:00,2.12,252,"jlnewhope"
2017-08-03 12:00:00,2.62,250,"jlnewhope"
2017-08-03 12:30:00,1.98,247,"jlnewhope"
2017-08-03 13:00:00,1.38,257,"jlnewhope"
2017-08-03 13:30:00,1.79,271,"jlnewhope"
2017-08-03 14:00:00,2.54,240,"jlnewhope"
2017-08-03 14:30:00,0.93,252,"jlnewhope"
2017-08-03 15:00:00,0.47,42,"jlnewhope"
2017-08-04 09:00:00,2.44,218,"jlnewhope"
2017-08-04 09:30:00,1.31,209,"jlnewhope"
2017-08-04 10:00:00,1.45,199,"jlnewhope"
2017-08-04 10:30:00,1.01,211,"jlnewhope"
2017-08-04 11:00:00,1.86,224,"jlnewhope"
2017-08-04 11:30:00,1.37,248,"jlnewhope"
2017-08-04 12:00:00,0.92,297,"jlnewhope"
2017-08-04 12:30:00,1.94,214,"jlnewhope"
2017-08-04 13:00:00,2.38,212,"jlnewhope"
2017-08-04 13:30:00,0.85,188,"jlnewhope"
2017-08-04 14:00:00,2.84,191,"jlnewhope"
2017-08-04 14:30:00,3.86,214,"jlnewhope"
2017-08-04 15:00:00,3.24,183,"jlnewhope"
2017-08-05 09:00:00,1.77,245,"jlnewhope"
2017-08-05 09:30:00,1.43,314,"jlnewhope"
2017-08-05 10:00:00,2.17,330,"jlnewhope"
2017-08-05 10:30:00,1.97,138,"jlnewhope"
2017-08-05 11:00:00,2.97,324,"jlnewhope"
2017-08-05 11:30:00,2.35,307,"jlnewhope"
2017-08-05 12:00:00,3.42,322,"jlnewhope"
2017-08-05 12:30:00,2.78,220,"jlnewhope"
2017-08-05 13:00:00,1.98,300,"jlnewhope"
2017-08-05 13:30:00,3.14,305,"jlnewhope"
2017-08-05 14:00:00,2.26,239,"jlnewhope"
2017-08-05 14:30:00,3.47,309,"jlnewhope"
2017-08-05 15:00:00,2.67,312,"jlnewhope"
2017-08-06 09:00:00,1.52,38,"jlnewhope"
2017-08-06 09:30:00,2.78,82,"jlnewhope"
2017-08-06 10:00:00,3.37,99,"jlnewhope"
2017-08-06 10:30:00,3.77,106,"jlnewhope"
2017-08-06 11:00:00,4.07,101,"jlnewhope"
2017-08-06 11:30:00,2.75,99,"jlnewhope"
2017-08-06 12:00:00,2.6,99,"jlnewhope"
2017-08-06 12:30:00,2.94,140,"jlnewhope"
2017-08-06 13:00:00,3.18,123,"jlnewhope"
2017-08-06 13:30:00,2.06,136,"jlnewhope"
2017-08-06 14:00:00,1.93,149,"jlnewhope"
2017-08-06 14:30:00,0.96,269,"jlnewhope"
2017-08-06 15:00:00,0.35,3,"jlnewhope"
2017-08-07 09:00:00,3.73,212,"jlnewhope"
2017-08-07 09:30:00,3.84,218,"jlnewhope"
2017-08-07 10:00:00,4.3,212,"jlnewhope"
2017-08-07 10:30:00,4.53,202,"jlnewhope"
2017-08-07 11:00:00,4.44,204,"jlnewhope"
2017-08-07 11:30:00,4.37,207,"jlnewhope"
2017-08-07 12:00:00,4.69,215,"jlnewhope"
2017-08-07 12:30:00,5.11,212,"jlnewhope"
2017-08-07 13:00:00,5.56,227,"jlnewhope"
2017-08-07 13:30:00,6.41,232,"jlnewhope"
2017-08-07 14:00:00,5.78,230,"jlnewhope"
2017-08-07 14:30:00,6.94,232,"jlnewhope"
2017-08-07 15:00:00,7.03,230,"jlnewhope"
2017-08-08 09:00:00,1.95,311,"jlnewhope"
2017-08-08 09:30:00,1.54,317,"jlnewhope"
2017-08-08 10:00:00,1.9,129,"jlnewhope"
2017-08-08 10:30:00,3.76,11,"jlnewhope"
2017-08-08 11:00:00,2.32,18,"jlnewhope"
2017-08-08 11:30:00,1.32,22,"jlnewhope"
2017-08-08 12:00:00,0.8,236,"jlnewhope"
2017-08-08 12:30:00,0.98,56,"jlnewhope"
2017-08-08 13:00:00,1.53,77,"jlnewhope"
2017-08-08 13:30:00,1.86,52,"jlnewhope"
2017-08-08 14:00:00,2.56,63,"jlnewhope"
2017-08-08 14:30:00,2.19,74,"jlnewhope"
2017-08-08 15:00:00,1.59,82,"jlnewhope"
2017-08-09 09:00:00,4.45,53,"jlnewhope"
2017-08-09 09:30:00,4.68,42,"jlnewhope"
2017-08-09 10:00:00,4.56,46,"jlnewhope"
2017-08-09 10:30:00,5.46,52,"jlnewhope"
2017-08-09 11:00:00,5.06,45,"jlnewhope"
2017-08-09 11:30:00,4.78,63,"jlnewhope"
2017-08-09 12:00:00,4.3,49,"jlnewhope"
2017-08-09 12:30:00,4.17,46,"jlnewhope"
2017-08-09 13:00:00,3.78,60,"jlnewhope"
2017-08-09 13:30:00,3.51,63,"jlnewhope"
2017-08-09 14:00:00,2.84,46,"jlnewhope"
2017-08-09 14:30:00,2.22,78,"jlnewhope"
2017-08-09 15:00:00,3.78,42,"jlnewhope"
2017-08-10 09:00:00,2.08,56,"jlnewhope"
2017-08-10 09:30:00,1.76,45,"jlnewhope"
2017-08-10 10:00:00,2.02,38,"jlnewhope"
2017-08-10 10:30:00,2.07,51,"jlnewhope"
2017-08-10 11:00:00,1.67,43,"jlnewhope"
2017-08-10 11:30:00,2.53,57,"jlnewhope"
2017-08-10 12:00:00,1.95,37,"jlnewhope"
2017-08-10 12:30:00,1.94,71,"jlnewhope"
2017-08-10 13:00:00,2.83,53,"jlnewhope"
2017-08-10 13:30:00,2,140,"jlnewhope"
2017-08-10 14:00:00,2.02,38,"jlnewhope"
2017-08-10 14:30:00,0.89,155,"jlnewhope"
2017-08-10 15:00:00,2.31,35,"jlnewhope"
2017-08-11 09:00:00,0.21,210,"jlnewhope"
2017-08-11 09:30:00,1.72,258,"jlnewhope"
2017-08-11 10:00:00,1.26,228,"jlnewhope"
2017-08-11 10:30:00,0.93,168,"jlnewhope"
2017-08-11 11:00:00,0.27,72,"jlnewhope"
2017-08-11 11:30:00,0.47,272,"jlnewhope"
2017-08-11 12:00:00,0.86,242,"jlnewhope"
2017-08-11 12:30:00,1.16,261,"jlnewhope"
2017-08-11 13:00:00,1.68,265,"jlnewhope"
2017-08-11 13:30:00,2.08,254,"jlnewhope"
2017-08-11 14:00:00,2.51,251,"jlnewhope"
2017-08-11 14:30:00,1.87,259,"jlnewhope"
2017-08-11 15:00:00,1.47,232,"jlnewhope"
2017-08-12 09:00:00,1.66,265,"jlnewhope"
2017-08-12 09:30:00,1.95,226,"jlnewhope"
2017-08-12 10:00:00,1.87,224,"jlnewhope"
2017-08-12 10:30:00,1.8,219,"jlnewhope"
2017-08-12 11:00:00,1.99,208,"jlnewhope"
2017-08-12 11:30:00,1.29,228,"jlnewhope"
2017-08-12 12:00:00,1.74,260,"jlnewhope"
2017-08-12 12:30:00,2.3,312,"jlnewhope"
2017-08-12 13:00:00,1.7,128,"jlnewhope"
2017-08-12 13:30:00,2.21,234,"jlnewhope"
2017-08-12 14:00:00,1.5,226,"jlnewhope"
2017-08-12 14:30:00,1.9,45,"jlnewhope"
2017-08-12 15:00:00,1.13,70,"jlnewhope"
2017-08-13 09:00:00,1.28,5,"jlnewhope"
2017-08-13 09:30:00,1.66,12,"jlnewhope"
2017-08-13 10:00:00,2.97,16,"jlnewhope"
2017-08-13 10:30:00,3.49,36,"jlnewhope"
2017-08-13 11:00:00,4.61,46,"jlnewhope"
2017-08-13 11:30:00,3.23,48,"jlnewhope"
2017-08-13 12:00:00,3.63,18,"jlnewhope"
2017-08-13 12:30:00,5.57,33,"jlnewhope"
2017-08-13 13:00:00,6.39,52,"jlnewhope"
2017-08-13 13:30:00,5.62,43,"jlnewhope"
2017-08-13 14:00:00,4.99,39,"jlnewhope"
2017-08-13 14:30:00,5.98,33,"jlnewhope"
2017-08-13 15:00:00,5.96,31,"jlnewhope"
2017-08-14 09:00:00,1.91,41,"jlnewhope"
2017-08-14 09:30:00,1.7,44,"jlnewhope"
2017-08-14 10:00:00,1.91,26,"jlnewhope"
2017-08-14 10:30:00,1.4,34,"jlnewhope"
2017-08-14 11:00:00,1.77,20,"jlnewhope"
2017-08-14 11:30:00,0.96,244,"jlnewhope"
2017-08-14 12:00:00,0.63,25,"jlnewhope"
2017-08-14 12:30:00,0.99,38,"jlnewhope"
2017-08-14 13:00:00,1.09,36,"jlnewhope"
2017-08-14 13:30:00,0.66,13,"jlnewhope"
2017-08-14 14:00:00,1,126,"jlnewhope"
2017-08-14 14:30:00,0.56,28,"jlnewhope"
2017-08-14 15:00:00,1.64,35,"jlnewhope"
2017-08-15 09:00:00,0.78,276,"jlnewhope"
2017-08-15 09:30:00,1.06,244,"jlnewhope"
2017-08-15 10:00:00,0.61,228,"jlnewhope"
2017-08-15 10:30:00,1.2,266,"jlnewhope"
2017-08-15 11:00:00,1.79,247,"jlnewhope"
2017-08-15 11:30:00,2.22,257,"jlnewhope"
2017-08-15 12:00:00,1.18,245,"jlnewhope"
2017-08-15 12:30:00,1.34,234,"jlnewhope"
2017-08-15 13:00:00,1.43,235,"jlnewhope"
2017-08-15 13:30:00,2.5,228,"jlnewhope"
2017-08-15 14:00:00,4.57,233,"jlnewhope"
2017-08-15 14:30:00,3.94,250,"jlnewhope"
2017-08-15 15:00:00,2.95,266,"jlnewhope"
2017-08-16 09:00:00,1.77,124,"jlnewhope"
2017-08-16 09:30:00,1.83,11,"jlnewhope"
2017-08-16 10:00:00,1.1,42,"jlnewhope"
2017-08-16 10:30:00,0.86,55,"jlnewhope"
2017-08-16 11:00:00,0.54,83,"jlnewhope"
2017-08-16 11:30:00,1.67,28,"jlnewhope"
2017-08-16 12:00:00,1.05,22,"jlnewhope"
2017-08-16 12:30:00,0.7,89,"jlnewhope"
2017-08-16 13:00:00,1.06,57,"jlnewhope"
2017-08-16 13:30:00,1.71,79,"jlnewhope"
2017-08-16 14:00:00,1.99,74,"jlnewhope"
2017-08-16 14:30:00,1.95,63,"jlnewhope"
2017-08-16 15:00:00,1.13,65,"jlnewhope"
2017-08-17 09:00:00,2.03,232,"jlnewhope"
2017-08-17 09:30:00,1.09,227,"jlnewhope"
2017-08-17 10:00:00,3.34,220,"jlnewhope"
2017-08-17 10:30:00,2.7,219,"jlnewhope"
2017-08-17 11:00:00,1.81,222,"jlnewhope"
2017-08-17 11:30:00,1.81,211,"jlnewhope"
2017-08-17 12:00:00,2.09,219,"jlnewhope"
2017-08-17 12:30:00,2.2,199,"jlnewhope"
2017-08-17 13:00:00,2.39,229,"jlnewhope"
2017-08-17 13:30:00,1.19,217,"jlnewhope"
2017-08-17 14:00:00,0.68,214,"jlnewhope"
2017-08-17 14:30:00,1.24,204,"jlnewhope"
2017-08-17 15:00:00,7.11,201,"jlnewhope"
2017-08-18 09:00:00,2.23,233,"jlnewhope"
2017-08-18 09:30:00,1.91,226,"jlnewhope"
2017-08-18 10:00:00,0.76,202,"jlnewhope"
2017-08-18 10:30:00,1.08,239,"jlnewhope"
2017-08-18 11:00:00,1.37,230,"jlnewhope"
2017-08-18 11:30:00,1.92,228,"jlnewhope"
2017-08-18 12:00:00,3.91,223,"jlnewhope"
2017-08-18 12:30:00,3.99,222,"jlnewhope"
2017-08-18 13:00:00,2.99,220,"jlnewhope"
2017-08-18 13:30:00,3.31,216,"jlnewhope"
2017-08-18 14:00:00,3.59,226,"jlnewhope"
2017-08-18 14:30:00,4.37,225,"jlnewhope"
2017-08-18 15:00:00,4.46,231,"jlnewhope"
2017-08-19 09:00:00,1.73,350,"jlnewhope"
2017-08-19 09:30:00,1.99,133,"jlnewhope"
2017-08-19 10:00:00,2.7,21,"jlnewhope"
2017-08-19 10:30:00,3.74,12,"jlnewhope"
2017-08-19 11:00:00,3.97,26,"jlnewhope"
2017-08-19 11:30:00,2.79,28,"jlnewhope"
2017-08-19 12:00:00,2.07,45,"jlnewhope"
2017-08-19 12:30:00,2.06,50,"jlnewhope"
2017-08-19 13:00:00,2.83,44,"jlnewhope"
2017-08-19 13:30:00,1.63,241,"jlnewhope"
2017-08-19 14:00:00,2.59,335,"jlnewhope"
2017-08-19 14:30:00,2.33,328,"jlnewhope"
2017-08-19 15:00:00,3.09,328,"jlnewhope"
2017-08-20 09:00:00,1.52,51,"jlnewhope"
2017-08-20 09:30:00,1.56,58,"jlnewhope"
2017-08-20 10:00:00,1.94,52,"jlnewhope"
2017-08-20 10:30:00,1.45,79,"jlnewhope"
2017-08-20 11:00:00,0.65,81,"jlnewhope"
2017-08-20 11:30:00,0.19,75,"jlnewhope"
2017-08-20 12:00:00,0.08,45,"jlnewhope"
2017-08-20 12:30:00,0.91,123,"jlnewhope"
2017-08-20 13:00:00,1.41,21,"jlnewhope"
2017-08-20 13:30:00,1.38,121,"jlnewhope"
2017-08-20 14:00:00,1.38,132,"jlnewhope"
2017-08-20 14:30:00,1.79,47,"jlnewhope"
2017-08-20 15:00:00,1.78,45,"jlnewhope"
2017-08-21 09:00:00,0.03,20,"jlnewhope"
2017-08-21 09:30:00,0.19,15,"jlnewhope"
2017-08-21 10:00:00,0.05,159,"jlnewhope"
2017-08-21 10:30:00,0.47,275,"jlnewhope"
2017-08-21 11:00:00,0.69,283,"jlnewhope"
2017-08-21 11:30:00,0.94,269,"jlnewhope"
2017-08-21 12:00:00,0.18,231,"jlnewhope"
2017-08-21 12:30:00,1.37,185,"jlnewhope"
2017-08-21 13:00:00,1.59,146,"jlnewhope"
2017-08-21 13:30:00,1.92,127,"jlnewhope"
2017-08-21 14:00:00,2.9,122,"jlnewhope"
2017-08-21 14:30:00,3.1,139,"jlnewhope"
2017-08-21 15:00:00,3.05,146,"jlnewhope"
2017-08-22 09:00:00,1.92,234,"jlnewhope"
2017-08-22 09:30:00,1.86,225,"jlnewhope"
2017-08-22 10:00:00,1.78,204,"jlnewhope"
2017-08-22 10:30:00,1.97,223,"jlnewhope"
2017-08-22 11:00:00,1.81,209,"jlnewhope"
2017-08-22 11:30:00,2.74,225,"jlnewhope"
2017-08-22 12:00:00,3.15,223,"jlnewhope"
2017-08-22 12:30:00,3.38,229,"jlnewhope"
2017-08-22 13:00:00,3.36,210,"jlnewhope"
2017-08-22 13:30:00,3.44,219,"jlnewhope"
2017-08-22 14:00:00,2.37,185,"jlnewhope"
2017-08-22 14:30:00,2.77,214,"jlnewhope"
2017-08-22 15:00:00,3.76,204,"jlnewhope"
2017-08-23 09:00:00,1.41,237,"jlnewhope"
2017-08-23 09:30:00,0.99,259,"jlnewhope"
2017-08-23 10:00:00,0.65,167,"jlnewhope"
2017-08-23 10:30:00,1.53,170,"jlnewhope"
2017-08-23 11:00:00,1.5,212,"jlnewhope"
2017-08-23 11:30:00,0.53,114,"jlnewhope"
2017-08-23 12:00:00,0.85,138,"jlnewhope"
2017-08-23 12:30:00,2.04,265,"jlnewhope"
2017-08-23 13:00:00,1.24,302,"jlnewhope"
2017-08-23 13:30:00,0.71,105,"jlnewhope"
2017-08-23 14:00:00,2.07,231,"jlnewhope"
2017-08-23 14:30:00,2.97,255,"jlnewhope"
2017-08-23 15:00:00,8.11,4,"jlnewhope"
2017-08-24 09:00:00,4.83,47,"jlnewhope"
2017-08-24 09:30:00,4.22,48,"jlnewhope"
2017-08-24 10:00:00,4.68,53,"jlnewhope"
2017-08-24 10:30:00,4.42,69,"jlnewhope"
2017-08-24 11:00:00,4.14,76,"jlnewhope"
2017-08-24 11:30:00,4.12,94,"jlnewhope"
2017-08-24 12:00:00,3.9,73,"jlnewhope"
2017-08-24 12:30:00,3.46,78,"jlnewhope"
2017-08-24 13:00:00,3.76,58,"jlnewhope"
2017-08-24 13:30:00,3.77,67,"jlnewhope"
2017-08-24 14:00:00,3.22,76,"jlnewhope"
2017-08-24 14:30:00,4.1,56,"jlnewhope"
2017-08-24 15:00:00,4.28,73,"jlnewhope"
2017-08-25 09:00:00,3.02,22,"jlnewhope"
2017-08-25 09:30:00,2.66,19,"jlnewhope"
2017-08-25 10:00:00,1.65,29,"jlnewhope"
2017-08-25 10:30:00,1.74,14,"jlnewhope"
2017-08-25 11:00:00,1.82,69,"jlnewhope"
2017-08-25 11:30:00,2.18,50,"jlnewhope"
2017-08-25 12:00:00,2.6,40,"jlnewhope"
2017-08-25 12:30:00,2.58,50,"jlnewhope"
2017-08-25 13:00:00,2.85,45,"jlnewhope"
2017-08-25 13:30:00,2.37,40,"jlnewhope"
2017-08-25 14:00:00,2.58,39,"jlnewhope"
2017-08-25 14:30:00,1.09,13,"jlnewhope"
2017-08-25 15:00:00,1.6,23,"jlnewhope"
2017-08-26 09:00:00,5.21,51,"jlnewhope"
2017-08-26 09:30:00,5.24,58,"jlnewhope"
2017-08-26 10:00:00,5.29,67,"jlnewhope"
2017-08-26 10:30:00,5.08,55,"jlnewhope"
2017-08-26 11:00:00,6.1,61,"jlnewhope"
2017-08-26 11:30:00,4.78,74,"jlnewhope"
2017-08-26 12:00:00,5.03,71,"jlnewhope"
2017-08-26 12:30:00,3.92,68,"jlnewhope"
2017-08-26 13:00:00,4.79,46,"jlnewhope"
2017-08-26 13:30:00,4.13,55,"jlnewhope"
2017-08-26 14:00:00,4.16,63,"jlnewhope"
2017-08-26 14:30:00,4.34,69,"jlnewhope"
2017-08-26 15:00:00,4.47,62,"jlnewhope"
2017-08-27 09:00:00,4.01,46,"jlnewhope"
2017-08-27 09:30:00,5.15,63,"jlnewhope"
2017-08-27 10:00:00,5.16,58,"jlnewhope"
2017-08-27 10:30:00,5.16,67,"jlnewhope"
2017-08-27 11:00:00,4.97,76,"jlnewhope"
2017-08-27 11:30:00,4.83,74,"jlnewhope"
2017-08-27 12:00:00,4.52,71,"jlnewhope"
2017-08-27 12:30:00,5.07,67,"jlnewhope"
2017-08-27 13:00:00,5.96,56,"jlnewhope"
2017-08-27 13:30:00,5.26,51,"jlnewhope"
2017-08-27 14:00:00,4.97,55,"jlnewhope"
2017-08-27 14:30:00,5.81,56,"jlnewhope"
2017-08-27 15:00:00,5.39,79,"jlnewhope"
2017-08-28 09:00:00,5.8,56,"jlnewhope"
2017-08-28 09:30:00,6.48,57,"jlnewhope"
2017-08-28 10:00:00,6.98,57,"jlnewhope"
2017-08-28 10:30:00,6.69,55,"jlnewhope"
2017-08-28 11:00:00,6.79,49,"jlnewhope"
2017-08-28 11:30:00,6.97,49,"jlnewhope"
2017-08-28 12:00:00,5.96,51,"jlnewhope"
2017-08-28 12:30:00,6.89,50,"jlnewhope"
2017-08-28 13:00:00,6.22,57,"jlnewhope"
2017-08-28 13:30:00,7.09,55,"jlnewhope"
2017-08-28 14:00:00,7.14,58,"jlnewhope"
2017-08-28 14:30:00,7.81,55,"jlnewhope"
2017-08-28 15:00:00,7.67,51,"jlnewhope"
2017-08-29 09:00:00,7.02,28,"jlnewhope"
2017-08-29 09:30:00,6.79,23,"jlnewhope"
2017-08-29 10:00:00,7.3,17,"jlnewhope"
2017-08-29 10:30:00,7.27,11,"jlnewhope"
2017-08-29 11:00:00,7.01,6,"jlnewhope"
2017-08-29 11:30:00,7.03,4,"jlnewhope"
2017-08-29 12:00:00,6.79,5,"jlnewhope"
2017-08-29 12:30:00,5.69,241,"jlnewhope"
2017-08-29 13:00:00,5.84,124,"jlnewhope"
2017-08-29 13:30:00,4.78,4,"jlnewhope"
2017-08-29 14:00:00,4.86,239,"jlnewhope"
2017-08-29 14:30:00,4.99,356,"jlnewhope"
2017-08-29 15:00:00,4.48,353,"jlnewhope"
2017-08-30 09:00:00,0.81,67,"jlnewhope"
2017-08-30 09:30:00,0.13,163,"jlnewhope"
2017-08-30 10:00:00,0.25,314,"jlnewhope"
2017-08-30 10:30:00,0.42,137,"jlnewhope"
2017-08-30 11:00:00,0.53,89,"jlnewhope"
2017-08-30 11:30:00,0.79,99,"jlnewhope"
2017-08-30 12:00:00,1.05,89,"jlnewhope"
2017-08-30 12:30:00,0.97,103,"jlnewhope"
2017-08-30 13:00:00,0.78,145,"jlnewhope"
2017-08-30 13:30:00,1.29,201,"jlnewhope"
2017-08-30 14:00:00,1.56,210,"jlnewhope"
2017-08-30 14:30:00,1.22,238,"jlnewhope"
2017-08-30 15:00:00,1.54,258,"jlnewhope"
2017-08-31 09:00:00,3.2,223,"jlnewhope"
2017-08-31 09:30:00,3.33,224,"jlnewhope"
2017-08-31 10:00:00,3.28,221,"jlnewhope"
2017-08-31 10:30:00,3.99,234,"jlnewhope"
2017-08-31 11:00:00,4.06,238,"jlnewhope"
2017-08-31 11:30:00,3.56,236,"jlnewhope"
2017-08-31 12:00:00,3.56,222,"jlnewhope"
2017-08-31 12:30:00,4.48,220,"jlnewhope"
2017-08-31 13:00:00,4.57,239,"jlnewhope"
2017-08-31 13:30:00,4.48,253,"jlnewhope"
2017-08-31 14:00:00,4.47,246,"jlnewhope"
2017-08-31 14:30:00,4.51,228,"jlnewhope"
2017-08-31 15:00:00,5.3,218,"jlnewhope"
2017-09-01 09:00:00,1.82,69,"jlnewhope"
2017-09-01 09:30:00,1.48,58,"jlnewhope"
2017-09-01 10:00:00,2.18,59,"jlnewhope"
2017-09-01 10:30:00,2.41,62,"jlnewhope"
2017-09-01 11:00:00,3.07,51,"jlnewhope"
2017-09-01 11:30:00,2.44,65,"jlnewhope"
2017-09-01 12:00:00,2.02,99,"jlnewhope"
2017-09-01 12:30:00,1.87,74,"jlnewhope"
2017-09-01 13:00:00,1.81,110,"jlnewhope"
2017-09-01 13:30:00,1.51,107,"jlnewhope"
2017-09-01 14:00:00,2.77,86,"jlnewhope"
2017-09-01 14:30:00,3.99,83,"jlnewhope"
2017-09-01 15:00:00,4.8,66,"jlnewhope"
2017-09-02 09:00:00,3.69,31,"jlnewhope"
2017-09-02 09:30:00,3.11,33,"jlnewhope"
2017-09-02 10:00:00,2.75,11,"jlnewhope"
2017-09-02 10:30:00,2.36,28,"jlnewhope"
2017-09-02 11:00:00,1.78,47,"jlnewhope"
2017-09-02 11:30:00,1.02,32,"jlnewhope"
2017-09-02 12:00:00,0.54,125,"jlnewhope"
2017-09-02 12:30:00,0.3,137,"jlnewhope"
2017-09-02 13:00:00,0.93,118,"jlnewhope"
2017-09-02 13:30:00,0.39,300,"jlnewhope"
2017-09-02 14:00:00,0.19,243,"jlnewhope"
2017-09-02 14:30:00,1.82,262,"jlnewhope"
2017-09-02 15:00:00,3.93,251,"jlnewhope"
2017-09-03 09:00:00,1.28,269,"jlnewhope"
2017-09-03 09:30:00,2.38,276,"jlnewhope"
2017-09-03 10:00:00,2.42,299,"jlnewhope"
2017-09-03 10:30:00,3.66,308,"jlnewhope"
2017-09-03 11:00:00,3.12,287,"jlnewhope"
